# TARGETID SGA_ID
1070114673786883 1980
1070114673786884 1980
1070791407960068 793633
1083985547493380 793633
1083985547493381 793633
1070089826729987 1131380
1083283966263299 1131380
1083953649811471 202666
1083958997549080 30149
1070672319086594 486394
1070770163810311 364410
1083964303343623 364410
