# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR LOGDIST_AVG LOGDIST_AVG_ERR MAIN 
327630 DESIXJ15043966+1104558 226.165247 11.082171 0.0757 0.5138 0.6009 0.0320 153 15 15.7602 0.1142 0.1034 0.0603 0
327835 DESIXJ00292844+2130542 7.368499 21.515058 0.0277 0.6031 0.5082 0.0246 72 12 16.1658 0.0954 0.0078 0.0788 0
329127 DESIXJ03164250-0441421 49.177084 -4.695017 0.0115 0.6627 0.3938 0.0107 18 10 15.7858 0.0777 0.5043 0.2594 0
330422 DESIXJ00325448-0123419 8.226999 -1.394986 0.1300 0.5256 0.7263 0.0398 298 8 16.3047 0.1115 -0.1448 0.0496 0
334441 DESIXJ01264971-0058310 21.707106 -0.975272 0.0162 0.7460 0.5880 0.0058 135 4 13.9241 0.0799 -0.1525 0.0493 0
335543 DESIXJ12042989-0237528 181.124552 -2.631329 0.0829 0.4728 0.4226 0.0381 41 11 17.3023 0.1270 0.6076 0.1136 0
336174 DESIXJ00492878+0714380 12.369905 7.243884 0.0589 0.7537 0.4211 0.0133 116 7 15.5683 0.0552 0.1760 0.0526 0
341669 DESIXJ11141615-0838211 168.567274 -8.639195 0.0238 0.4719 0.4097 0.0234 49 13 16.4429 0.1191 0.1525 0.1108 1
342528 DESIXJ18212116+5041534 275.338172 50.698164 0.0456 0.9034 0.8553 0.0033 246 31 15.1616 0.0320 -0.2932 0.0643 0
342944 DESIXJ08010482+2648082 120.270078 26.802279 0.0421 0.3469 0.4105 0.0136 24 19 15.4271 0.1454 0.9954 0.3017 0
343445 DESIXJ08113906+5913209 122.912737 59.222482 0.0266 0.8241 0.4975 0.0174 27 8 16.0798 0.0482 0.5916 0.1295 0
348304 DESIXJ03245215-1440185 51.217288 -14.671794 0.0315 0.3281 0.5609 0.0287 91 5 15.5743 0.1499 0.0569 0.0545 0
348402 DESIXJ01413964-0913041 25.415168 -9.217796 0.0061 0.7599 0.3885 0.0059 12 11 16.2594 0.0636 0.3088 0.3116 0
349743 DESIXJ17560680+2619567 269.028325 26.332419 0.0537 0.6359 0.5520 0.0210 147 12 15.6176 0.0831 0.0968 0.0566 0
349814 DESIXJ02093726+0215045 32.405235 2.251237 0.0242 0.7707 0.3668 0.0166 11 11 16.5969 0.0654 0.9393 0.3147 0
351001 DESIXJ10171215+5832228 154.300642 58.539656 0.0077 0.5048 0.2687 0.0261 20 11 16.7701 0.1165 0.1018 0.2511 0
351853 DESIXJ16201078+3507531 245.044897 35.131417 0.0294 0.7467 -0.5016 0.0533 95 16 13.4932 0.0747 0.4716 0.0772 0
352033 DESIXJ12520012+1056287 193.000486 10.941301 0.0549 0.2535 0.8652 0.0492 142 5 15.8549 0.1718 -0.0252 0.0527 0
352178 DESIXJ09450165+0744156 146.256863 7.737661 0.0470 0.6016 0.5037 0.0197 97 7 15.6726 0.0908 0.1805 0.0551 0
352540 DESIXJ08392577-0122113 129.857388 -1.369808 0.0479 0.8596 0.6122 0.0070 83 10 15.6741 0.0359 0.2769 0.0627 0
353670 DESIXJ13342522+3441256 203.605097 34.690431 0.0240 0.6801 0.8443 0.0038 172 23 11.6885 0.0757 0.3510 0.0677 0
354480 DESIXJ01494585+0839455 27.441030 8.662632 0.0793 0.5924 0.6634 0.0245 226 12 15.6117 0.0919 -0.0890 0.0515 0
354890 DESIXJ11414566-0154048 175.440265 -1.901323 0.0060 0.7535 0.3544 0.0140 21 13 15.6696 0.0579 0.2678 0.2652 0
356297 DESIXJ00041490+0822371 1.062067 8.376963 0.0379 0.6795 0.9368 0.0155 214 33 15.7042 0.0748 -0.3919 0.0729 0
357482 DESIXJ22354086+0316258 338.920239 3.273840 0.0381 0.1803 0.4026 0.0324 86 10 15.4552 0.1847 0.2063 0.0659 0
358901 DESIXJ00150465-0618539 3.769355 -6.314966 0.0374 0.4530 0.6633 0.0156 154 4 14.9466 0.1292 -0.0576 0.0501 0
359996 DESIXJ15193777+0540553 229.907355 5.682032 0.0526 0.6069 0.7893 0.0253 281 13 14.7004 0.0908 -0.2004 0.0508 1
360691 DESIXJ13412411+4808239 205.350457 48.139970 0.0879 0.8055 0.6111 0.0138 227 25 15.4967 0.0541 -0.0198 0.0616 1
361385 DESIXJ12340412+1137410 188.517171 11.628056 0.0857 0.3172 0.7974 0.0617 131 9 16.3623 0.1598 0.1227 0.0559 1
362226 DESIXJ15454958+1941084 236.456563 19.685658 0.0496 0.5733 0.6251 0.0333 120 11 15.6339 0.0981 0.0810 0.0577 0
363449 DESIXJ11011817+0917120 165.325689 9.286664 0.0363 0.8893 0.8327 0.0045 313 61 14.2341 0.0319 -0.3092 0.0849 0
364605 DESIXJ09033101+1335559 135.879207 13.598859 0.0292 0.8710 0.7797 0.0117 23 38 15.7941 0.0463 0.8205 0.3467 0
364668 DESIXJ09204239+1811268 140.176618 18.190777 0.0295 0.5130 0.3680 0.0291 20 10 16.8181 0.1131 0.6834 0.2397 0
366087 DESIXJ11071375+5652245 166.807302 56.873466 0.0476 0.8641 0.4867 0.0087 40 20 15.8426 0.0403 0.6496 0.2392 0
367762 DESIXJ14185181+0036141 214.715856 0.603903 0.0533 0.6295 0.5130 0.0139 91 14 16.9398 0.0849 0.0108 0.0732 1
368879 DESIXJ16141279+2954509 243.553299 29.914143 0.0343 0.9382 0.5144 0.0133 54 25 14.9724 0.0434 0.5294 0.2139 0
371209 DESIXJ15274878+1646021 231.953234 16.767258 0.0444 0.8489 0.4053 0.0130 14 12 15.6994 0.0855 1.2817 0.3078 0
371754 DESIXJ15063017+0519268 226.625708 5.324105 0.0368 0.4148 0.9562 0.0220 309 16 14.9568 0.1315 -0.4490 0.0525 0
373555 DESIXJ23255466-1046084 351.477753 -10.768989 0.0710 0.4427 0.6613 0.0235 213 12 15.4787 0.1244 -0.0820 0.0530 1
374961 DESIXJ14291958+0242379 217.331589 2.710515 0.0060 0.7740 0.6591 0.0069 332 26 15.6026 0.0546 -1.3726 0.0542 0
376185 DESIXJ09444914+0232590 146.204741 2.549711 0.1497 0.4124 0.9399 0.0512 209 11 16.8826 0.1368 0.0114 0.0532 0
376299 DESIXJ16231758+2632347 245.823250 26.542961 0.0651 0.7082 0.5621 0.0193 57 19 15.0507 0.0688 0.7483 0.1546 0
377807 DESIXJ11175677+5421032 169.486561 54.350886 0.0347 0.6500 0.3149 0.0249 92 13 15.7995 0.0866 0.0599 0.0691 0
378348 DESIXJ08134624+5251554 123.442648 52.865401 0.0182 0.9700 0.7471 0.0061 114 87 16.1132 0.0215 -0.4160 0.2957 0
378649 DESIXJ14381827+0408528 219.576140 4.147998 0.0440 0.9440 0.4948 0.0132 35 27 16.5459 0.0201 0.5640 0.2897 0
379615 DESIXJ17155582+3018511 258.982590 30.314190 0.0463 0.4450 0.8017 0.0373 147 19 15.2778 0.1262 -0.0036 0.0674 0
379906 DESIXJ01151124-0109013 18.796845 -1.150352 0.0189 0.5902 0.5841 0.0125 101 22 16.5628 0.0926 -0.4374 0.0946 0
381489 DESIXJ16093208+4003467 242.383666 40.062970 0.0176 0.8253 0.4368 0.0044 130 27 15.1671 0.0471 -0.3250 0.0902 0
381589 DESIXJ12072432+5142506 181.851337 51.714065 0.0826 0.8314 0.6197 0.0321 257 48 16.0401 0.0533 -0.2267 0.0823 1
382836 DESIXJ10530705+6447432 163.279356 64.795343 0.0037 0.6988 0.2646 0.0104 31 13 15.9074 0.0727 -0.2931 0.2018 0
384873 DESIXJ09491807+0533576 147.325280 5.566010 0.0242 0.7896 0.3766 0.0224 70 13 15.6083 0.0567 0.1210 0.0850 0
384915 DESIXJ12433785+1755590 190.907719 17.933068 0.0263 0.4575 0.1189 0.0632 10 8 16.3148 0.1270 1.1532 0.3085 0
386477 DESIXJ11392694+6010212 174.862250 60.172543 0.0042 0.5454 0.4683 0.0030 36 11 15.3543 0.1048 -0.2361 0.1453 0
386607 DESIXJ02265802+0034378 36.741730 0.577163 0.0254 0.3638 0.2331 0.0744 69 5 15.8044 0.1503 0.0850 0.0566 1
386740 DESIXJ10070708+1559020 151.779498 15.983890 0.0028 0.7465 0.4285 0.0040 48 23 13.9526 0.0600 -0.1547 0.2235 0
387245 DESIXJ11414342+0243391 175.430937 2.727527 0.0256 0.3372 0.2138 0.0397 68 10 16.4827 0.1495 -0.0249 0.0734 1
387441 DESIXJ11142743-0051002 168.614281 -0.850065 0.0690 0.3791 0.3661 0.0460 83 10 16.8105 0.1419 0.2235 0.0671 1
387480 DESIXJ14584607+0258080 224.691971 2.968891 0.0055 0.9191 0.4699 0.0077 66 15 14.8725 0.0236 -0.3222 0.0987 0
388768 DESIXJ11193274+0022442 169.886396 0.378952 0.0254 0.7706 0.2725 0.0156 29 17 17.2813 0.0527 0.3285 0.2609 0
389055 DESIXJ09284195+1012118 142.174797 10.203269 0.0763 0.6150 0.9159 0.0250 283 26 15.2079 0.0886 -0.1452 0.0578 0
389201 DESIXJ10575786+5534452 164.491073 55.579222 0.0472 0.5185 0.4356 0.0117 103 6 16.0277 0.1111 0.0562 0.0537 0
389972 DESIXJ10370838+6259538 159.284918 62.998267 0.0529 0.6594 0.5412 0.0282 90 18 15.8507 0.0803 0.2276 0.0864 1
390181 DESIXJ15180096+3042444 229.503992 30.712339 0.0801 0.6581 0.8526 0.0199 282 13 15.0032 0.0781 -0.0825 0.0505 0
391038 DESIXJ08461226+0224376 131.551065 2.410439 0.0280 0.8793 0.4143 0.0113 105 34 15.7768 0.0308 -0.0887 0.1430 1
391516 DESIXJ08421766+2708495 130.573566 27.147085 0.0917 0.8119 0.6780 0.0234 178 19 16.1061 0.0446 0.0387 0.0599 0
392672 DESIXJ15194879+4843021 229.953301 48.717236 0.0369 0.1785 1.0263 0.0311 197 11 13.9759 0.1856 -0.0066 0.0554 0
393456 DESIXJ09064067+4148382 136.669459 41.810603 0.0393 0.3482 0.5494 0.0459 45 10 15.0685 0.1504 0.6586 0.0974 0
394349 DESIXJ00511618-0436173 12.817412 -4.604808 0.1013 0.3871 0.9685 0.0369 243 7 16.1379 0.1393 -0.1067 0.0508 0
395977 DESIXJ08485575+2244486 132.232293 22.746847 0.0276 0.8994 0.3908 0.0181 15 15 15.6129 0.0304 1.0748 0.3274 0
396769 DESIXJ15073724+0201094 226.905170 2.019278 0.0064 0.8670 0.7250 0.0019 42 38 14.2739 0.0380 0.1238 0.3122 1
398053 DESIXJ14045358+1048033 211.223237 10.800928 0.0382 0.5736 0.6177 0.0167 113 11 14.6426 0.1046 0.2147 0.0600 0
398153 DESIXJ10020424+1221502 150.517651 12.363932 0.0216 0.9255 0.4539 0.0062 102 40 15.6873 0.0170 -0.1670 0.1822 0
399022 DESIXJ15291624+3018526 232.317680 30.314604 0.0361 0.8021 0.3225 0.0114 92 23 16.1125 0.0465 0.0213 0.1099 0
400594 DESIXJ01402557-0255173 25.106552 -2.921484 0.1112 0.2185 0.8349 0.0330 323 5 14.7808 0.1778 0.0425 0.0518 0
403877 DESIXJ17190008+4043060 259.750327 40.718344 0.0366 0.5266 0.7387 0.1477 92 12 15.2418 0.1288 0.1795 0.0697 0
404682 DESIXJ12223780+0817478 185.657512 8.296617 0.0047 0.5707 0.3215 0.0149 31 12 15.7543 0.0980 -0.0714 0.1854 0
407112 DESIXJ10404981+3848553 160.207529 38.815355 0.0254 0.6530 0.4069 0.0125 12 11 16.4961 0.0815 0.9692 0.3094 0
409215 DESIXJ08062937+1614432 121.622382 16.245331 0.0452 0.5479 0.6798 0.0372 145 14 16.0558 0.1053 -0.1475 0.0598 0
409465 DESIXJ07452968+5325377 116.373670 53.427141 0.0185 0.4760 0.2131 0.0290 16 10 15.6556 0.1204 0.8230 0.2690 0
414189 DESIXJ07005491+7107534 105.228802 71.131487 0.1353 0.7953 1.2027 0.0144 446 24 16.5408 0.0522 -0.4232 0.0509 0
414556 DESIXJ01502711+0824501 27.612950 8.413924 0.0617 0.6029 0.7648 0.0207 268 12 15.4480 0.0893 -0.2683 0.0505 0
416112 DESIXJ02094876+1533456 32.453158 15.562663 0.0360 0.8551 0.4793 0.0106 53 18 15.7034 0.0329 0.3944 0.1570 0
417015 DESIXJ07171282+5509499 109.303401 55.163849 0.0384 0.5930 0.6174 0.0222 70 12 15.7380 0.0937 0.2709 0.0801 0
417622 DESIXJ04212539-0626175 65.355801 -6.438195 0.0383 0.2605 0.6375 0.0198 98 8 15.7516 0.1646 0.0708 0.0595 0
418283 DESIXJ16321423+2521255 248.059281 25.357075 0.0428 0.5755 0.6474 0.0277 186 13 15.4704 0.0968 -0.2079 0.0539 0
418390 DESIXJ01194821+0218586 19.950868 2.316284 0.0724 0.4821 0.4040 0.0435 94 3 16.9196 0.1228 0.1256 0.0510 0
418734 DESIXJ13445156+1034576 206.214833 10.582665 0.0729 0.7966 0.5836 0.0224 222 23 15.5661 0.0520 -0.1025 0.0594 1
420301 DESIXJ17571388+6245041 269.307832 62.751134 0.0266 0.7403 0.7518 0.0177 100 39 14.5549 0.0634 0.1450 0.1773 0
421150 DESIXJ22534164+1116277 343.423505 11.274349 0.0074 0.3791 0.4160 0.0072 16 9 14.8786 0.1374 0.4930 0.2579 0
423165 DESIXJ12191382+0559120 184.807571 5.986661 0.0054 0.9409 0.3751 0.0079 58 29 17.4700 0.0270 -0.7393 0.2298 0
423461 DESIXJ01313752-0740450 22.906353 -7.679180 0.0747 0.6059 0.7423 0.0334 154 11 15.7553 0.0904 0.0784 0.0544 0
423540 DESIXJ02041235-1004442 31.051473 -10.078941 0.0064 0.8974 0.3634 0.0043 82 23 15.0492 0.0632 -0.5209 0.1207 0
426888 DESIXJ17335581+6606209 263.482558 66.105793 0.0087 0.6629 0.3640 0.0174 47 12 16.2821 0.0787 -0.2650 0.1152 0
428751 DESIXJ01205990+0734550 20.249599 7.581938 0.0262 0.4209 0.3983 0.0290 156 9 14.6813 0.1296 -0.1696 0.0536 0
431129 DESIXJ02005359+0914084 30.223295 9.235653 0.0571 0.8025 0.4983 0.0200 42 16 15.0785 0.0460 0.8494 0.1713 0
432213 DESIXJ01125989-0608355 18.249525 -6.143185 0.0074 0.8248 0.8812 0.0056 20 24 13.3561 0.0389 0.6926 0.3274 0
432492 DESIXJ08393830+2534189 129.909588 25.571923 0.0518 0.3537 0.7103 0.0346 152 11 14.7896 0.1479 0.1352 0.0565 0
433081 DESIXJ09375358+5850146 144.473257 58.837387 0.0298 0.9002 0.3611 0.0075 114 22 16.0853 0.0302 -0.1904 0.0861 0
433336 DESIXJ15080573+3423239 227.023875 34.389964 0.0446 0.4470 0.9032 0.0365 281 12 14.5636 0.1277 -0.2538 0.0515 1
433499 DESIXJ01560329+0331023 29.013716 3.517308 0.0162 0.4658 0.3342 0.0105 14 8 15.9029 0.1183 0.7690 0.2641 0
433611 DESIXJ12272398+0702025 186.849908 7.034040 0.0762 0.2877 0.4064 0.0488 104 10 16.6940 0.1625 0.1579 0.0609 0
434243 DESIXJ10115144+5853234 152.964339 58.889827 0.0305 0.5959 0.3467 0.0195 95 6 14.8742 0.0972 0.1718 0.0544 1
436886 DESIXJ01435841-0433260 25.993374 -4.557222 0.0405 0.6349 0.4548 0.0122 34 13 16.4988 0.0844 0.5546 0.1796 0
439239 DESIXJ09103537+7602019 137.647373 76.033865 0.0428 0.5258 0.5639 0.0330 96 10 14.9170 0.1129 0.2541 0.0623 0
439618 DESIXJ12170280+5608287 184.261655 56.141315 0.0521 0.8150 0.5604 0.0177 27 24 15.0155 0.0524 1.0956 0.3164 0
439763 DESIXJ10041747+0608211 151.072796 6.139183 0.0401 0.7137 0.3120 0.0682 239 14 16.8071 0.0859 -0.6397 0.0521 0
439837 DESIXJ11335877+0420417 173.494856 4.344925 0.0183 0.7222 0.5166 0.0078 26 17 17.2484 0.0685 0.2427 0.2743 0
441245 DESIXJ08042128+6132501 121.088676 61.547238 0.0297 0.5935 0.2399 0.0480 47 12 15.8072 0.1014 0.3769 0.1094 0
442105 DESIXJ10594550+1739038 164.939568 17.651057 0.0291 0.3532 0.5006 0.0165 333 10 14.4589 0.1466 -0.4793 0.0512 0
442657 DESIXJ21292743+0134056 322.364305 1.568234 0.0500 0.4303 0.6443 0.0100 124 15 14.8697 0.1266 0.2054 0.0662 0
446130 DESIXJ22010557-0521299 330.273199 -5.358298 0.0273 0.7079 0.8270 0.0062 120 42 15.1059 0.0676 -0.0756 0.1581 0
446443 DESIXJ15594439+1844010 239.934977 18.733615 0.0295 0.5127 0.4488 0.0370 52 11 16.0456 0.1119 0.2765 0.0940 0
447298 DESIXJ10325582-0609392 158.232587 -6.160899 0.1352 0.6458 0.8422 0.0178 253 17 16.0286 0.0821 0.0301 0.0534 1
448153 DESIXJ11341085-0454180 173.545226 -4.904996 0.0636 0.7248 0.4984 0.0166 114 14 15.7591 0.0642 0.1976 0.0640 0
450815 DESIXJ14421802+0343322 220.575064 3.725620 0.0259 0.7357 0.7469 0.0135 150 26 15.1899 0.0616 -0.2155 0.0778 0
451171 DESIXJ14022960+1307093 210.623344 13.119255 0.0607 0.6492 0.4382 0.0279 62 13 16.7251 0.0876 0.3375 0.0914 0
451674 DESIXJ11562943+5812438 179.122640 58.212168 0.0365 0.6601 0.3633 0.0202 59 13 17.2093 0.0792 0.0488 0.0977 1
453831 DESIXJ15591253+4442589 239.802203 44.716348 0.0062 0.8223 0.3479 0.0086 12 17 15.4870 0.0490 0.5035 0.3453 0
454057 DESIXJ15502295+2901276 237.595631 29.024333 0.0751 0.5133 0.8684 0.0263 242 22 15.8349 0.1111 -0.1861 0.0582 0
454627 DESIXJ10564885+1335075 164.203537 13.585416 0.1818 0.4141 0.9902 0.0502 205 10 16.7271 0.1355 0.1425 0.0525 0
454870 DESIXJ15183514+2209464 229.646402 22.162895 0.0876 0.3473 0.8526 0.0634 171 5 16.2746 0.1534 -0.0041 0.0515 1
454998 DESIXJ08143755+4144547 123.656443 41.748514 0.0314 0.8764 0.4130 0.0091 25 18 17.2040 0.0345 0.4764 0.2810 0
456620 DESIXJ12323466+0924156 188.144432 9.404339 0.0401 0.4481 0.5819 0.0354 145 11 14.6378 0.1246 0.0846 0.0565 0
457021 DESIXJ12402016+0116241 190.084004 1.273359 0.0158 0.8565 0.3566 0.0152 15 14 16.2283 0.0369 0.7023 0.3120 0
457257 DESIXJ13513253+1414522 207.885526 14.247831 0.0370 0.8156 0.3291 0.0132 76 10 16.9764 0.0449 -0.0293 0.0677 0
458019 DESIXJ22113137-0927155 332.880727 -9.454318 0.0282 0.5568 0.2750 0.0208 37 14 17.0234 0.1013 0.2449 0.1745 0
458516 DESIXJ10245133+1308454 156.213887 13.145934 0.0316 0.8164 0.4184 0.0112 16 14 17.0867 0.0455 0.7761 0.3067 0
459074 DESIXJ10432466+6615408 160.852739 66.261323 0.0117 0.5568 0.2303 0.0278 12 9 16.4341 0.1045 0.6488 0.2997 0
459094 DESIXJ16283906+1825040 247.162746 18.417790 0.0343 0.8309 0.4498 0.0256 99 8 16.0429 0.0430 -0.0343 0.0552 0
460119 DESIXJ12501665+1404233 192.569364 14.073152 0.0274 0.8858 0.3905 0.0086 31 10 16.8389 0.0519 0.3947 0.1555 0
461782 DESIXJ15243762+0857451 231.156760 8.962525 0.0357 0.7867 0.6790 0.0059 58 34 16.0073 0.0565 0.3072 0.2589 1
462867 DESIXJ14305435+5245408 217.726447 52.761324 0.0453 0.8304 0.4124 0.0151 89 21 16.5497 0.0456 0.0228 0.1007 1
463088 DESIXJ11533999+4327403 178.416611 43.461183 0.0200 0.2892 0.9640 0.0163 233 9 12.6143 0.1603 -0.0792 0.0524 0
464726 DESIXJ09453983+0700469 146.415957 7.013032 0.0127 0.5078 0.2955 0.0212 35 11 16.8341 0.1120 0.0158 0.1508 0
465741 DESIXJ15551786+2906216 238.824411 29.105997 0.0776 0.6659 0.6886 0.0173 114 13 14.7174 0.0770 0.4877 0.0636 0
465832 DESIXJ08573952+0259152 134.414659 2.987568 0.0125 0.6597 0.6670 0.0063 183 36 15.6124 0.0791 -0.7173 0.0857 0
467205 DESIXJ10123771+0233256 153.157142 2.557104 0.0953 0.4657 0.5919 0.0207 177 4 15.9431 0.1191 0.0999 0.0498 0
467478 DESIXJ07583264+1419068 119.635982 14.318565 0.0476 0.4876 0.3463 0.0731 54 5 16.5279 0.1273 0.3596 0.0618 1
467986 DESIXJ09065700-0007247 136.737515 -0.123524 0.0189 0.7474 0.4534 0.0119 32 17 15.1979 0.0616 0.5408 0.2438 0
469094 DESIXJ12110776+1416292 182.782328 14.274777 0.0040 0.8821 0.6361 0.0015 50 34 14.0228 0.0359 -0.0655 0.2772 0
469250 DESIXJ11044507+4509232 166.187803 45.156436 0.0220 0.8690 0.6937 0.0040 50 53 15.8102 0.0431 0.2202 0.3294 0
469862 DESIXJ16234959+3803447 245.956633 38.062412 0.0283 0.5429 0.7739 0.0187 202 26 16.3569 0.1073 -0.6131 0.0662 0
472177 DESIXJ11402178-0242129 175.090766 -2.703572 0.0220 0.6664 0.5285 0.0180 60 26 14.5637 0.0793 0.3839 0.1990 1
474843 DESIXJ09440092+5854481 146.003849 58.913350 0.0455 0.5096 0.3114 0.0184 63 11 16.5224 0.1145 0.2504 0.0817 0
475900 DESIXJ11525163+6030152 178.215118 60.504226 0.0622 0.6723 0.4398 0.0145 23 12 16.8076 0.0814 0.9036 0.2493 0
476503 DESIXJ11454558+1049288 176.439922 10.824661 0.0101 0.2931 0.8920 0.0104 233 10 11.1042 0.1574 -0.0324 0.0527 0
476848 DESIXJ02344103+0048412 38.670956 0.811431 0.0211 0.4534 0.3722 0.0165 63 5 16.4393 0.1284 -0.0806 0.0565 1
478230 DESIXJ15323412+1304414 233.142178 13.078162 0.0523 0.5878 0.6450 0.0325 105 12 15.3800 0.0946 0.2317 0.0625 0
479813 DESIXJ11552842+3457582 178.868397 34.966162 0.0703 0.7700 0.9170 0.0073 510 24 13.9713 0.0565 -0.3031 0.0500 0
480415 DESIXJ07412130+2348577 115.338742 23.816024 0.0747 0.7535 0.6398 0.0111 159 19 16.5002 0.0604 -0.0833 0.0638 0
481838 DESIXJ08481818+1908007 132.075769 19.133534 0.0148 0.7744 0.7236 0.0063 98 82 15.8915 0.0501 -0.3390 0.3052 0
482276 DESIXJ14275501-0033451 216.979199 -0.562521 0.0791 0.5822 0.6428 0.0182 98 12 15.1600 0.0967 0.4967 0.0648 0
483014 DESIXJ15530910+1344045 238.287920 13.734580 0.0346 0.8929 0.6696 0.0223 36 23 15.0685 0.0315 0.7589 0.2723 0
483606 DESIXJ10274159+2416182 156.923273 24.271718 0.0041 0.9414 0.3607 0.0042 31 23 14.9572 0.0287 0.0248 0.2957 0
484632 DESIXJ13253636+3622524 201.401485 36.381209 0.0188 0.8437 0.6915 0.0047 288 34 13.9984 0.0437 -0.5249 0.0631 0
485467 DESIXJ10021361+1028469 150.556705 10.479698 0.0983 0.3690 0.5034 0.0353 120 10 16.8640 0.1437 0.1637 0.0582 0
486322 DESIXJ12352585+3556228 188.857717 35.939659 0.0424 0.5798 0.1568 0.0402 28 12 16.1250 0.0994 0.7673 0.1946 0
486829 DESIXJ13382858-0106463 204.619094 -1.112852 0.0706 0.7290 0.3929 0.0167 151 14 15.5935 0.0631 0.1083 0.0573 1
486990 DESIXJ02033626-0029288 30.901099 -0.491322 0.0336 0.7190 0.4101 0.0125 50 16 16.7648 0.0666 0.1935 0.1419 1
490488 DESIXJ12551792-0621364 193.824679 -6.360117 0.0161 0.8159 0.7037 0.0113 90 27 15.0469 0.0415 -0.0764 0.1349 1
492829 DESIXJ23204979+0230478 350.207440 2.513290 0.0134 0.5109 0.4117 0.0059 483 19 15.6984 0.1127 -1.3548 0.0506 0
492963 DESIXJ08013357+7239379 120.389891 72.660522 0.1117 0.6871 0.9584 0.0160 192 38 15.7565 0.0751 0.1372 0.0865 0
495246 DESIXJ06224238+6511271 95.676599 65.190868 0.0215 0.6980 0.6900 0.0180 93 14 14.6742 0.0723 0.0630 0.0715 1
495887 DESIXJ09473682-0214071 146.903411 -2.235295 0.0312 0.3407 0.6723 0.0322 112 5 14.4658 0.1486 0.1862 0.0526 1
497518 DESIXJ08434439+0104450 130.934948 1.079165 0.0438 0.7084 0.7448 0.0191 212 12 15.2138 0.0668 -0.2100 0.0519 0
499874 DESIXJ14171009+1034173 214.292032 10.571481 0.0573 0.8669 0.4933 0.0071 116 23 16.1063 0.0364 0.0630 0.0854 0
500038 DESIXJ01062985-0803127 16.624358 -8.053534 0.0445 0.1512 0.6404 0.0337 105 11 15.5466 0.1915 0.1186 0.0644 0
500179 DESIXJ16130087+3914136 243.253642 39.237115 0.0323 0.7366 0.6440 0.0282 113 19 15.3625 0.0672 -0.0057 0.0761 0
504693 DESIXJ02142590+0128112 33.607908 1.469769 0.0301 0.1908 0.6386 0.0156 120 5 14.4984 0.1803 0.0962 0.0536 0
505954 DESIXJ02111354-0632200 32.806408 -6.538898 0.0445 0.7715 0.7650 0.0060 230 64 15.0494 0.0597 -0.2373 0.1204 0
506033 DESIXJ09280350+1328525 142.014577 13.481257 0.0885 0.8390 0.7067 0.0414 217 18 16.0704 0.0473 -0.1000 0.0555 0
506547 DESIXJ23031961+0215204 345.831727 2.255662 0.0167 0.4563 0.3694 0.0189 54 4 15.4931 0.1210 0.0789 0.0572 0
508600 DESIXJ12425119+5518578 190.713305 55.316052 0.0633 0.8020 0.4481 0.0141 79 16 15.8725 0.0624 0.3723 0.0902 0
508682 DESIXJ16052112+1544168 241.337983 15.737994 0.0356 0.4199 0.6028 0.0090 133 11 14.3360 0.1297 0.1466 0.0568 1
508723 DESIXJ17545105+2850550 268.712716 28.848605 0.0236 0.2465 0.6965 0.0209 83 10 14.7067 0.1675 0.1703 0.0662 0
508928 DESIXJ07272895+3322109 111.870620 33.369703 0.1241 0.5529 0.9860 0.0121 326 29 15.9871 0.1025 -0.1678 0.0577 1
509790 DESIXJ23215868+0633570 350.494520 6.565829 0.0552 0.7875 0.3843 0.0102 64 15 15.6606 0.0475 0.4792 0.1017 0
510508 DESIXJ16462509+1946113 251.604555 19.769802 0.0232 0.4261 0.3180 0.0251 77 10 15.1231 0.1290 0.1336 0.0698 0
510666 DESIXJ02554420-1412283 43.934149 -14.207854 0.0292 0.8563 0.8719 0.0006 137 46 11.6000 0.0382 0.5865 0.1487 0
511197 DESIXJ23183161-0525473 349.631688 -5.429801 0.0434 0.3591 0.4337 0.0391 135 10 15.1801 0.1493 0.0335 0.0567 0
512059 DESIXJ23353182-0752274 353.882585 -7.874265 0.0596 0.3294 0.8589 0.0603 72 29 16.0686 0.1568 0.3454 0.1823 0
512542 DESIXJ22244826-0436465 336.201080 -4.612913 0.0889 0.6443 1.0528 0.0304 370 18 14.7542 0.0961 -0.1650 0.0511 0
513449 DESIXJ10445629+0044284 161.234536 0.741233 0.0054 0.7513 0.3451 0.0113 27 14 15.8804 0.0587 0.0371 0.2345 0
513880 DESIXJ17020839+1322021 255.534979 13.367242 0.0833 0.8146 0.7433 0.0139 96 23 15.7417 0.0432 0.4009 0.1007 0
514081 DESIXJ11372384+6145337 174.349344 61.759349 0.0112 0.2922 0.9215 0.0198 218 20 11.0879 0.1616 0.0036 0.0599 0
516450 DESIXJ21112455-0202179 317.852305 -2.038315 0.0309 0.6961 0.7190 0.0073 83 18 15.1026 0.0681 0.1984 0.0949 1
518018 DESIXJ12135517-0300254 183.479888 -3.007052 0.0378 0.3873 0.3764 0.0393 21 10 16.6902 0.1388 0.7919 0.2255 0
518702 DESIXJ16351078+3114224 248.794897 31.239545 0.0996 0.3031 1.0026 0.0250 297 14 16.0034 0.1556 -0.2070 0.0530 0
