# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR LOGDIST_AVG LOGDIST_AVG_ERR MAIN 
1087801 DESIXJ13593447+2219150 209.893625 22.320846 0.0608 0.8073 0.4224 0.0113 52 19 15.7230 0.0546 0.6377 0.1680 0
1088801 DESIXJ11452312+0956344 176.346329 9.942882 0.0948 0.4206 0.9801 0.0773 397 20 15.9324 0.1430 -0.3850 0.0530 0
1089031 DESIXJ13560446+3818149 209.018582 38.304141 0.0187 0.6217 0.3119 0.0539 177 13 13.2631 0.0876 -0.0555 0.0547 0
1089391 DESIXJ13080248+0957230 197.010352 9.956391 0.0105 0.7799 0.3729 0.0163 30 15 15.4004 0.0573 0.3047 0.2312 0
1090414 DESIXJ11474716+1151149 176.946503 11.854145 0.0268 0.5013 0.3314 0.0380 30 13 15.6368 0.1150 0.6597 0.2035 0
1092709 DESIXJ12251449+1150584 186.310367 11.849551 0.0081 0.4938 0.6554 0.0038 63 23 13.6845 0.1178 0.1217 0.1683 0
1093822 DESIXJ16225936+4640312 245.747319 46.675336 0.0480 0.4915 0.7875 0.0145 167 7 15.4582 0.1155 -0.0915 0.0511 1
1094142 DESIXJ10092751+0001544 152.364632 0.031785 0.0628 0.7657 0.4530 0.0276 111 26 15.7825 0.0627 0.2045 0.1000 0
1094160 DESIXJ12040440+0448477 181.018320 4.813261 0.0075 0.3071 0.3763 0.0145 42 10 15.4718 0.1536 -0.0297 0.1062 0
1096545 DESIXJ11570632+6334254 179.276353 63.573725 0.1253 0.5110 0.8802 0.0349 116 19 16.2842 0.1160 0.3933 0.0779 0
1097276 DESIXJ11035597+5852302 165.983214 58.875056 0.0219 0.7297 0.4123 0.0113 74 15 16.5943 0.0654 -0.1854 0.0877 0
1097278 DESIXJ23051775+0023118 346.323951 0.386611 0.0542 0.8582 0.4460 0.0139 12 13 16.1697 0.0440 1.3520 0.3291 0
1097547 DESIXJ11133548+1239203 168.397838 12.655650 0.1677 0.3842 0.8741 0.0555 258 13 16.5443 0.1426 0.0081 0.0530 0
1097556 DESIXJ16111360+2619446 242.806678 26.329063 0.0393 0.7906 0.3883 0.0140 81 15 16.7426 0.0496 -0.0056 0.0837 0
1102145 DESIXJ13550174+4435093 208.757248 44.585907 0.0433 0.8127 0.5189 0.0102 167 16 14.5845 0.0465 0.0330 0.0586 0
1102269 DESIXJ23281230-0103436 352.051255 -1.062111 0.0087 0.6194 0.2457 0.0190 10 9 17.1690 0.0872 0.4167 0.3108 0
1102835 DESIXJ01461192-0827450 26.549662 -8.462497 0.0965 0.8765 0.6338 0.0162 395 20 16.1228 0.0297 -0.4104 0.0502 0
1103198 DESIXJ13550389+5647451 208.766229 56.795848 0.0589 0.4901 0.6188 0.0432 74 11 16.3462 0.1243 0.2871 0.0718 1
1103724 DESIXJ12372339+1701425 189.347450 17.028460 0.1179 0.7600 0.6287 0.0275 123 18 15.7974 0.0890 0.4413 0.0701 0
1104525 DESIXJ08033433+5518439 120.893059 55.312206 0.0312 0.7180 0.4403 0.0194 25 13 16.1609 0.0670 0.6964 0.2375 0
1104682 DESIXJ08224864+1424379 125.702660 14.410521 0.0581 0.5726 0.5178 0.0417 118 11 16.0391 0.1033 0.0826 0.0593 0
1104741 DESIXJ09382648+0828240 144.610346 8.473325 0.1080 0.5784 0.8135 0.0453 318 22 15.6736 0.1008 -0.1369 0.0540 0
1104839 DESIXJ15241284+1141368 231.053517 11.693551 0.0095 0.7361 0.2401 0.0120 46 8 15.3988 0.0610 0.0123 0.0786 0
1107444 DESIXJ11003727+1026138 165.155299 10.437161 0.0361 0.7175 0.9220 0.0087 227 19 13.5831 0.0676 0.0071 0.0556 0
1108195 DESIXJ15044007+1609019 226.166968 16.150522 0.0520 0.7935 0.6520 0.0064 171 16 14.5404 0.0502 0.1148 0.0576 0
1108205 DESIXJ23092293+0100036 347.345549 1.001013 0.0154 0.6496 0.4329 0.0188 31 10 15.2650 0.0805 0.3966 0.1542 0
1108601 DESIXJ16061603+1356049 241.566811 13.934693 0.0745 0.5183 0.7504 0.0198 128 12 16.2896 0.1116 0.0903 0.0585 0
1108614 DESIXJ11432624+3606468 175.859347 36.113009 0.0212 0.5302 0.4049 0.0234 104 11 14.5611 0.1105 0.0248 0.0620 0
1111082 DESIXJ16221769+3851342 245.573698 38.859506 0.0330 0.7234 0.3594 0.0106 45 6 16.4018 0.0673 0.2998 0.0664 0
1111560 DESIXJ22401341-0048180 340.055879 -0.804999 0.0546 0.7416 0.6193 0.0171 58 6 17.1184 0.0609 0.2384 0.0625 1
1111596 DESIXJ10215317+0147483 155.471537 1.796752 0.0713 0.7967 0.6160 0.0160 253 16 15.8659 0.0515 -0.2446 0.0521 1
1111638 DESIXJ16061254+3212519 241.552244 32.214429 0.1315 0.7646 0.9398 0.0320 349 26 16.4904 0.0590 -0.2726 0.0542 0
1112330 DESIXJ01160537+1354269 19.022383 13.907483 0.0468 0.8028 0.4173 0.0115 55 9 15.8117 0.0487 0.4683 0.0763 0
1112355 DESIXJ08355447+1439452 128.976959 14.662564 0.0622 0.6623 0.4483 0.0167 69 14 17.1995 0.0779 0.1909 0.0886 0
1112527 DESIXJ09354974+1732181 143.957258 17.538351 0.0285 0.6141 0.3529 0.0202 45 4 17.2444 0.0916 0.1216 0.0603 0
1114834 DESIXJ13093344+5159023 197.389326 51.983984 0.0261 0.5083 0.4511 0.0276 59 5 16.0770 0.1137 0.1359 0.0594 1
1114872 DESIXJ12444754+0806261 191.198076 8.107253 0.0062 0.7804 0.4647 0.0042 108 14 14.8472 0.0517 -0.5307 0.0664 0
1115056 DESIXJ11442053+5426274 176.085554 54.440935 0.0509 0.7033 0.3332 0.0300 121 13 16.1006 0.0741 -0.0073 0.0621 0
1115835 DESIXJ14040441+3503538 211.018382 35.064952 0.0131 0.8650 0.6966 0.0056 84 34 15.4174 0.0361 -0.2275 0.1922 0
1116648 DESIXJ15280711+0753555 232.029622 7.898752 0.0774 0.4444 0.9081 0.0434 131 28 15.1584 0.1308 0.3217 0.0944 0
1116993 DESIXJ20540431+0039465 313.517978 0.662929 0.0273 0.8501 0.4171 0.0088 38 19 16.5401 0.0355 0.3039 0.2265 1
1117263 DESIXJ12232003+1549132 185.833452 15.820321 0.0017 0.7945 0.6558 0.0020 61 14 13.0510 0.0554 -0.2602 0.0991 0
1117552 DESIXJ12264048+0826085 186.668687 8.435701 0.0030 0.8750 0.7147 0.0016 61 40 12.3024 0.0434 0.0781 0.2758 0
1117718 DESIXJ14211756+0424522 215.323151 4.414500 0.0279 0.5062 0.3242 0.0305 51 6 17.2827 0.1130 0.0225 0.0674 0
1118664 DESIXJ09003443-0615195 135.143452 -6.255417 0.0442 0.2982 0.5991 0.0215 130 10 14.5926 0.1576 0.1950 0.0576 1
1120753 DESIXJ00324865-0656287 8.202698 -6.941306 0.0165 0.7235 0.6574 0.0264 10 11 14.8451 0.0703 1.1637 0.3222 0
1121217 DESIXJ16245177+0618597 246.215727 6.316583 0.0519 0.6139 0.4735 0.0247 11 9 15.3070 0.0876 1.5341 0.3063 0
1121319 DESIXJ13254009-0348570 201.417043 -3.815824 0.0203 0.6395 0.6009 0.0135 88 18 14.7723 0.0870 0.0788 0.0902 0
1122401 DESIXJ09585380-0033414 149.724182 -0.561491 0.0693 0.3045 0.4125 0.0621 10 8 16.6533 0.1604 1.4588 0.3029 0
1123933 DESIXJ15345036+3614486 233.709816 36.246842 0.0884 0.5005 0.8745 0.0340 194 12 16.0061 0.1159 -0.0357 0.0538 0
1125230 DESIXJ07145584+5703256 108.732672 57.057117 0.0374 0.8463 0.8448 0.0203 55 9 14.8705 0.0485 0.5491 0.0790 0
1125959 DESIXJ03074819-0417343 46.950791 -4.292848 0.0302 0.3608 0.5528 0.0186 119 5 14.6541 0.1436 0.0657 0.0523 0
1126137 DESIXJ10435937-0035180 160.997384 -0.588329 0.0606 0.5732 0.9143 0.0184 13 21 14.3419 0.0954 1.7436 0.3476 0
1126393 DESIXJ10545592-0622288 163.733012 -6.374655 0.0672 0.4827 0.4957 0.0199 123 11 15.7566 0.1159 0.1791 0.0587 1
1126447 DESIXJ07543223+1648348 118.634272 16.809661 0.0459 0.5373 0.6673 0.0176 289 12 13.5811 0.1051 -0.0530 0.0507 0
1127679 DESIXJ17465096+2448292 266.712328 24.808119 0.0107 0.5419 0.4195 0.0112 40 14 15.3948 0.1034 0.0954 0.1657 0
1130298 DESIXJ12094265+2002503 182.427695 20.047303 0.0083 0.7117 0.3930 0.0041 28 17 15.5673 0.0745 0.2297 0.2641 0
1131318 DESIXJ00203041-0444019 5.126724 -4.733867 0.0132 0.8465 0.4302 0.0148 42 21 15.3742 0.0354 0.1330 0.2277 0
1132542 DESIXJ16503146+2405324 252.631080 24.092320 0.0363 0.2682 0.6610 0.0132 128 11 14.4703 0.1656 0.1481 0.0587 0
1134689 DESIXJ07081506+4700321 107.062738 47.008913 0.0654 0.3594 0.6878 0.0228 40 25 14.2825 0.1456 1.1149 0.2664 0
1135200 DESIXJ02293065-0411175 37.377705 -4.188198 0.0242 0.5959 0.3256 0.0223 39 12 16.7832 0.0952 0.1935 0.1334 0
1137230 DESIXJ03095331-0521245 47.472135 -5.356808 0.0294 0.6952 0.4523 0.0180 41 14 15.8208 0.0735 0.4385 0.1552 0
1139567 DESIXJ00310240-0304579 7.759999 -3.082760 0.0404 0.4043 0.3117 0.0199 67 14 17.7338 0.1364 -0.0892 0.0931 0
1139580 DESIXJ01262345+0616377 21.597724 6.277136 0.0073 0.8025 0.3632 0.0029 79 39 13.9698 0.0518 -0.2323 0.2318 0
1140485 DESIXJ16415768+5148064 250.490348 51.801771 0.0285 0.4286 0.3406 0.0305 122 5 15.0091 0.1304 -0.0510 0.0517 0
1140798 DESIXJ01550054+1051185 28.752233 10.855127 0.0207 0.5743 0.5402 0.0157 75 12 15.3862 0.0994 0.0089 0.0747 0
1141375 DESIXJ02382542+0158074 39.605909 1.968715 0.0204 0.5806 0.8277 0.0112 37 20 13.8925 0.0977 0.7380 0.2479 0
1143335 DESIXJ12230619+0515010 185.775798 5.250280 0.0056 0.4336 0.7830 0.0078 126 10 10.2990 0.1273 0.2652 0.0574 0
1143784 DESIXJ07492455+5558134 117.352275 55.970385 0.0344 0.4066 1.0483 0.0439 179 9 14.7217 0.1376 -0.1126 0.0525 0
1143970 DESIXJ09312493+0420354 142.853856 4.343173 0.0180 0.3218 0.4308 0.0256 34 12 16.8287 0.1554 0.1657 0.1540 0
1144068 DESIXJ20543655-0212320 313.652292 -2.208887 0.0847 0.9391 0.7468 0.0163 291 29 15.2999 0.0222 -0.1461 0.0584 1
1144646 DESIXJ09001231+1734581 135.051304 17.582804 0.0128 0.6239 0.3426 0.0072 37 16 15.5102 0.0833 0.2496 0.2001 0
1144692 DESIXJ04022874-1428498 60.619744 -14.480503 0.0238 0.6208 0.6463 0.0194 107 12 15.5338 0.0871 -0.1478 0.0617 0
1147081 DESIXJ12191758+0552332 184.823237 5.875898 0.0103 0.7786 0.7109 0.0042 214 23 14.8909 0.0491 -0.7357 0.0612 0
1147358 DESIXJ07134423+4113041 108.434284 41.217807 0.0686 0.4468 0.2848 0.0356 52 19 14.6669 0.1274 0.8872 0.1627 0
1147836 DESIXJ22570793-0227079 344.283038 -2.452201 0.0101 0.5494 0.3520 0.0038 266 30 15.7625 0.1036 -1.1505 0.0623 0
1148064 DESIXJ08550100-0308460 133.754163 -3.146098 0.0059 0.8001 0.7088 0.0052 234 34 14.3882 0.0458 -0.9063 0.0703 0
1150600 DESIXJ00005549+0754238 0.231207 7.906615 0.0387 0.6332 0.8121 0.0156 138 23 15.6663 0.0844 -0.1178 0.0781 0
1150802 DESIXJ15235998+0830347 230.999897 8.509634 0.0306 0.7656 0.7028 0.0174 77 34 15.3652 0.0534 0.2016 0.1999 0
1150890 DESIXJ07532745+5643368 118.364380 56.726886 0.0496 0.9351 0.5445 0.0135 100 27 15.6842 0.0316 0.1693 0.1187 0
1152521 DESIXJ12540301-0042550 193.512549 -0.715277 0.0848 0.4477 0.4195 0.0424 54 5 17.3484 0.1269 0.4412 0.0603 0
1153650 DESIXJ13125543+6538074 198.230979 65.635398 0.0053 0.6292 0.1442 0.0237 11 9 16.7019 0.0859 0.2938 0.3065 0
1156131 DESIXJ22241336+3045297 336.055676 30.758241 0.0216 0.4192 0.3776 0.0191 85 10 14.7306 0.1297 0.0932 0.0658 1
1157225 DESIXJ13365403+3205450 204.225106 32.095844 0.0100 0.7344 0.3599 0.0083 28 14 16.6140 0.0590 0.0778 0.2248 0
1157936 DESIXJ08394122-0251236 129.921738 -2.856561 0.0497 0.3432 0.7286 0.0252 135 22 14.9429 0.1473 0.1586 0.0763 1
1159755 DESIXJ09353544-0337069 143.897654 -3.618571 0.0528 0.6911 0.4105 0.0227 108 11 17.1689 0.0717 -0.1243 0.0608 1
1161247 DESIXJ16322041+4023341 248.085023 40.392807 0.0795 0.2226 0.7987 0.0436 156 11 15.6285 0.1778 0.1315 0.0569 0
1162430 DESIXJ04395858-0703022 69.994076 -7.050624 0.0140 0.5790 0.4909 0.0277 26 5 15.2446 0.0965 0.4929 0.0889 0
1163192 DESIXJ11444776+1946238 176.199016 19.773289 0.0282 0.8030 0.4220 0.0172 72 8 14.9403 0.0936 0.2975 0.0640 0
1163726 DESIXJ01481105-0807140 27.046035 -8.120567 0.0480 0.8027 0.3809 0.0248 13 11 16.4173 0.0473 1.1888 0.3041 0
1164458 DESIXJ12191557+0617376 184.814895 6.293783 0.0022 0.6669 0.4682 0.0081 620 24 14.4797 0.0768 -1.8242 0.0497 0
1165760 DESIXJ09201328+0847345 140.055323 8.792903 0.0282 0.1463 0.8205 0.0143 140 5 13.7750 0.1903 0.1547 0.0537 1
1166251 DESIXJ17140838+6711329 258.534920 67.192466 0.0866 0.6337 0.5834 0.0193 156 14 15.6116 0.0902 0.1511 0.0576 0
1166378 DESIXJ04162611-1319173 64.108777 -13.321480 0.0458 0.3648 0.3197 0.0460 85 11 15.7597 0.1472 0.2060 0.0674 1
1167475 DESIXJ13493512+3515110 207.396353 35.253065 0.0172 0.8697 0.4347 0.0065 70 20 14.7433 0.0371 0.1293 0.1211 0
1167784 DESIXJ14104286+0447083 212.678601 4.785635 0.0850 0.7371 0.3929 0.0234 161 14 16.1443 0.0626 0.0417 0.0565 1
1169984 DESIXJ15045284+0128488 226.220146 1.480214 0.1323 0.4608 1.0302 0.0492 72 30 16.8476 0.1261 0.5891 0.1976 0
1171175 DESIXJ08433772+4715089 130.907146 47.252483 0.0691 0.8180 0.4560 0.0173 127 9 16.2150 0.0497 0.0730 0.0531 0
1171292 DESIXJ14041286+0831020 211.053590 8.517211 0.0161 0.5503 0.6366 0.0307 232 17 15.3723 0.1030 -0.7108 0.0549 0
1173057 DESIXJ16210961+2104298 245.290040 21.074951 0.0568 0.7794 0.9167 0.0091 308 37 14.4634 0.0492 -0.1813 0.0634 1
1173952 DESIXJ08520804+1936409 133.033486 19.611353 0.0832 0.3106 0.4054 0.0690 105 10 16.6638 0.1621 0.1970 0.0611 0
1174214 DESIXJ00395413+0845459 9.975556 8.762737 0.0582 0.6274 0.8216 0.0360 120 19 15.7240 0.0913 0.1172 0.0757 0
1175325 DESIXJ11515369+5305597 177.973722 53.099930 0.0037 0.9079 0.4454 0.0103 18 17 15.7594 0.0380 0.0810 0.3163 0
1176423 DESIXJ01235599+0108319 20.983274 1.142200 0.0565 0.8030 0.5979 0.0273 155 21 15.9292 0.0510 -0.0945 0.0666 0
1178306 DESIXJ13564520-0008523 209.188329 -0.147870 0.1076 0.7075 0.6140 0.0217 185 13 15.7717 0.0672 0.1640 0.0540 1
1180156 DESIXJ21293409+1024466 322.392062 10.412948 0.0513 0.9308 0.4199 0.0099 36 14 16.6279 0.0214 0.5899 0.1777 0
1180431 DESIXJ01470576+1353495 26.774010 13.897077 0.0438 0.4171 0.5626 0.0335 122 10 15.2782 0.1310 0.0735 0.0582 0
1181655 DESIXJ21305606+1102296 322.733599 11.041550 0.0879 0.2335 0.5032 0.0376 179 10 16.0861 0.1721 0.0229 0.0547 0
1181894 DESIXJ11455716+0444509 176.488165 4.747476 0.0209 0.7138 0.2141 0.0186 18 12 17.1311 0.0666 0.5433 0.2810 0
1182171 DESIXJ09561044+2658553 149.043482 26.982035 0.0192 0.9135 0.3848 0.0072 44 22 15.5844 0.0197 0.2997 0.2355 0
1183677 DESIXJ20541615-0041043 313.567289 -0.684514 0.0528 0.5715 0.4785 0.0251 76 6 17.1519 0.0970 0.0610 0.0561 1
1184406 DESIXJ14305445+0116396 217.726882 1.277657 0.0323 0.2676 0.8626 0.0299 235 28 14.4229 0.1653 -0.2282 0.0661 1
1184427 DESIXJ08545791+2903227 133.741303 29.056305 0.0832 0.8762 0.9575 0.0324 304 41 16.1306 0.0451 -0.3329 0.0668 0
1184795 DESIXJ13241753+1405082 201.073028 14.085609 0.0227 0.6386 0.7211 0.0080 63 28 16.3035 0.0848 0.0166 0.2095 0
1184851 DESIXJ09124907+0622534 138.204471 6.381489 0.0907 0.2740 1.0976 0.0441 223 22 15.3409 0.1646 0.0520 0.0615 0
1184962 DESIXJ09582036+1604130 149.584816 16.070270 0.0843 0.5526 0.9012 0.0175 339 21 15.4102 0.1017 -0.2532 0.0531 0
1186502 DESIXJ13132706+1123474 198.362734 11.396512 0.0658 0.5713 0.3756 0.0317 77 12 16.5461 0.0976 0.2844 0.0744 0
1187402 DESIXJ12420268+1538112 190.511183 15.636449 0.0013 0.7797 0.6713 0.0050 61 25 14.6281 0.0580 -0.6403 0.1962 0
1187750 DESIXJ13580030+1137064 209.501243 11.618436 0.0377 0.7338 0.4215 0.0276 51 17 16.7815 0.0645 0.2536 0.1538 0
1190869 DESIXJ10080566+0737371 152.023565 7.626985 0.0685 0.8015 0.3521 0.0211 38 14 17.3109 0.0517 0.5602 0.1684 0
1191035 DESIXJ11351370+5822433 173.807089 58.378681 0.0523 0.4326 0.3285 0.0374 72 11 16.8008 0.1301 0.1728 0.0734 0
1192900 DESIXJ07453091+4639567 116.378789 46.665750 0.0323 0.7845 0.5454 0.0165 48 19 16.0902 0.0752 0.3558 0.1861 0
1192921 DESIXJ12441123+4140057 191.046781 41.668250 0.0170 0.7532 0.4116 0.0050 32 19 16.2002 0.0750 0.2360 0.2574 0
1195205 DESIXJ08570894+1611418 134.287257 16.194939 0.0554 0.3581 0.7512 0.0325 136 5 16.0500 0.1470 -0.0272 0.0519 0
1196438 DESIXJ11153667+0950221 168.902774 9.839459 0.0658 0.5229 0.3460 0.0398 120 11 16.3702 0.1135 0.0662 0.0588 0
1197161 DESIXJ12545124+0239113 193.713509 2.653150 0.0032 0.3452 0.3501 0.0069 34 14 13.0635 0.1465 0.2680 0.1955 1
1197800 DESIXJ08421612+3812003 130.567159 38.200086 0.1201 0.8449 0.6113 0.0128 346 10 16.1592 0.0409 -0.2387 0.0480 0
1197867 DESIXJ11461024+0414156 176.542670 4.237667 0.0757 0.3649 0.8416 0.0340 146 10 16.5295 0.1438 -0.0234 0.0558 0
1198155 DESIXJ09023011+2029496 135.625478 20.497100 0.0802 0.3861 0.8190 0.0219 190 14 15.5744 0.1386 0.0386 0.0559 0
1198648 DESIXJ16305963+1615050 247.748461 16.251382 0.0340 0.8496 0.4169 0.0140 106 18 16.9509 0.0371 -0.2580 0.0789 0
1199940 DESIXJ13394456+3647590 204.935687 36.799726 0.0193 0.8109 0.2897 0.0067 15 16 17.0919 0.0525 0.5981 0.3311 0
1200159 DESIXJ10354206+2607331 158.925244 26.125848 0.0047 0.7524 0.4582 0.0119 18 17 13.8580 0.0553 0.6018 0.3159 0
1200484 DESIXJ12471165+1051484 191.798529 10.863445 0.0598 0.3954 0.4325 0.0483 91 10 15.6239 0.1417 0.3313 0.0641 1
1201549 DESIXJ09340123+1747449 143.505124 17.795797 0.0271 0.7737 0.5134 0.0163 50 23 16.2482 0.0514 0.2343 0.2159 1
1201561 DESIXJ22355767+0054490 338.990279 0.913622 0.0587 0.8737 0.4960 0.0055 147 8 15.6269 0.0350 0.0162 0.0511 0
1202456 DESIXJ11460405+1134528 176.516885 11.581324 0.0099 0.5757 0.5013 0.0196 62 15 14.2455 0.0993 0.0971 0.1082 0
1204297 DESIXJ09371761+1714119 144.323369 17.236649 0.0277 0.8065 0.6092 0.0042 99 10 15.9059 0.0429 -0.0865 0.0589 1
1205722 DESIXJ08043808+1359040 121.158681 13.984449 0.0376 0.8168 0.3708 0.0287 69 19 16.7379 0.0459 0.0856 0.1179 0
1206651 DESIXJ11092926+0854058 167.371899 8.901617 0.1545 0.4927 0.7749 0.0534 203 17 16.2605 0.1190 0.1723 0.0568 0
1206697 DESIXJ01464852+0041081 26.702149 0.685570 0.0577 0.3203 0.4198 0.0303 40 3 16.7610 0.1539 0.5406 0.0592 0
1207090 DESIXJ14465519+1009596 221.729964 10.166549 0.0505 0.8576 0.3361 0.0153 48 18 17.0164 0.0360 0.3587 0.1803 0
1207431 DESIXJ11593227+0606280 179.884456 6.107787 0.0211 0.5790 0.4161 0.0192 33 12 17.0846 0.0956 0.1962 0.1730 0
1210091 DESIXJ08505340-0227271 132.722510 -2.457534 0.0109 0.5359 0.3366 0.0173 19 4 16.2492 0.1039 0.4052 0.1032 0
1213496 DESIXJ04272362-1217338 66.848429 -12.292727 0.0306 0.4258 0.3023 0.0330 58 10 16.4629 0.1300 0.1425 0.0840 0
1214466 DESIXJ11552993-0417090 178.874728 -4.285838 0.0266 0.6986 0.4491 0.0135 26 7 16.1484 0.0696 0.6297 0.1141 0
1214744 DESIXJ22102242+2443398 332.593434 24.727722 0.0407 0.9108 0.5740 0.0167 170 11 15.2219 0.0261 -0.1352 0.0526 0
1216292 DESIXJ17350238+3054236 263.759918 30.906542 0.0613 0.4495 1.2134 0.7187 144 11 15.1753 0.2684 0.0454 0.0783 0
1218660 DESIXJ09320455+1209135 143.018940 12.153742 0.0709 0.6471 0.8267 0.0417 671 27 15.4514 0.0865 -0.7340 0.0498 0
1220191 DESIXJ02182790+0229050 34.616270 2.484730 0.0048 0.6710 0.4702 0.0065 22 16 15.8940 0.0763 -0.0874 0.2920 0
1220368 DESIXJ01005877+0156268 15.244857 1.940775 0.0429 0.4016 0.3191 0.0122 64 11 16.2195 0.1349 0.2538 0.0790 0
1222052 DESIXJ01034506-0857438 15.937738 -8.962161 0.0370 0.8359 0.8125 0.0141 23 14 14.4541 0.0377 1.1434 0.2678 0
1223679 DESIXJ07475546+3402115 116.981103 34.036528 0.0158 0.3590 0.4364 0.0211 31 10 14.7261 0.1439 0.5729 0.1515 0
1224003 DESIXJ14244384+5351501 216.182674 53.863916 0.0407 0.6252 0.6387 0.0210 59 28 15.5202 0.0887 0.4297 0.2266 0
1224435 DESIXJ11524106+0537573 178.171081 5.632583 0.0796 0.7409 0.5434 0.0224 167 15 16.6916 0.0618 -0.1088 0.0566 0
1225148 DESIXJ09351073+5710283 143.794722 57.174536 0.0863 0.5171 0.4944 0.0369 131 11 15.9034 0.1163 0.2075 0.0577 1
1225179 DESIXJ17152890+4119336 258.870397 41.326014 0.0396 0.8885 0.6265 0.0085 123 21 15.4595 0.0338 0.0033 0.0785 0
1225900 DESIXJ04042275-0404034 61.094772 -4.067618 0.0675 0.6225 0.5452 0.0259 159 12 15.3848 0.0889 0.0938 0.0551 0
1227698 DESIXJ22525013-1055482 343.208856 -10.930066 0.0657 0.7732 0.4311 0.0140 90 15 17.0243 0.0617 0.0834 0.0773 1
1228082 DESIXJ08402929+0056579 130.122042 0.949421 0.0595 0.3747 0.1677 0.0597 54 11 16.9536 0.1453 0.3652 0.0934 0
1228943 DESIXJ09043908+1827513 136.162817 18.464243 0.0114 0.5854 0.4911 0.0083 76 16 12.5793 0.0966 0.3617 0.0939 0
1229724 DESIXJ03313095-1541290 52.878940 -15.691387 0.0312 0.5991 0.4819 0.0131 85 5 14.9093 0.0916 0.2334 0.0527 0
1231240 DESIXJ08204529+1921440 125.188692 19.362218 0.0191 0.4876 0.7857 0.0167 58 16 14.3905 0.1148 0.3781 0.1184 0
1232233 DESIXJ04461958-0654046 71.581587 -6.901283 0.0453 0.7399 0.6237 0.0118 132 14 15.8291 0.0649 -0.0606 0.0613 1
1233287 DESIXJ11213499-0429494 170.395797 -4.497064 0.0826 0.4093 1.0381 0.0473 296 20 15.7698 0.1388 -0.2449 0.0551 0
1233649 DESIXJ11382814+6833088 174.617271 68.552437 0.0404 0.5361 0.3950 0.0131 95 12 14.8851 0.1072 0.2724 0.0658 0
1234118 DESIXJ18104367+3700094 272.681961 37.002611 0.0983 0.8319 -1.1214 0.2136 214 7 14.6994 0.1780 0.2866 0.0509 0
1236395 DESIXJ22392986+2713503 339.874407 27.230651 0.1151 0.8735 0.7068 0.0086 190 30 16.2005 0.0344 0.0861 0.0735 0
1238340 DESIXJ21355399-0308529 323.974941 -3.148021 0.0097 0.8202 0.7460 0.0080 168 10 13.4952 0.0436 -0.4339 0.0518 0
1239175 DESIXJ22225099-0328207 335.712465 -3.472411 0.0632 0.5655 0.3525 0.0166 90 11 16.3262 0.0984 0.2032 0.0661 0
1239452 DESIXJ16040358+3018154 241.014928 30.304291 0.0301 0.6202 0.2853 0.0365 56 12 16.2051 0.0888 0.2109 0.0946 0
1241761 DESIXJ09173943-0622179 139.414310 -6.371637 0.0117 0.7181 0.4545 0.0126 60 14 15.4733 0.0652 -0.0690 0.1033 0
1243076 DESIXJ23205103+0808141 350.212613 8.137237 0.0122 0.7619 0.7813 0.0088 584 34 15.8806 0.0530 -1.5415 0.0514 0
1243227 DESIXJ13060922-0804015 196.538411 -8.067086 0.0043 0.8626 0.6565 0.0022 111 70 14.6016 0.0382 -0.6238 0.2681 0
1244206 DESIXJ17105534+4134520 257.730580 41.581111 0.0341 0.7501 0.8303 0.0171 31 27 15.8306 0.0615 0.6847 0.3136 0
1244400 DESIXJ17112794+3816486 257.866435 38.280168 0.0372 0.7354 0.8112 0.0118 163 22 15.6497 0.0654 -0.2197 0.0671 1
1245015 DESIXJ01404176+0335352 25.173995 3.593101 0.0516 0.7921 0.5594 0.0151 136 17 15.9294 0.0578 -0.0492 0.0643 0
1246361 DESIXJ16185329+0530323 244.722027 5.508960 0.0645 0.6170 0.5135 0.0171 168 5 15.4710 0.0894 0.0315 0.0492 1
1248607 DESIXJ00154019-0248113 3.917476 -2.803137 0.0182 0.4536 0.3217 0.0241 57 11 15.6851 0.1220 0.0499 0.0842 0
1249712 DESIXJ16230312+3755206 245.763011 37.922377 0.0309 0.5420 0.9036 0.0058 209 41 11.5875 0.1033 0.3492 0.0862 0
1252369 DESIXJ13174124-0720332 199.421813 -7.342548 0.1108 0.6357 0.7518 0.0264 34 13 16.5102 0.0845 1.0244 0.1812 0
1254007 DESIXJ01415860-0415171 25.494167 -4.254753 0.0181 0.6029 0.4631 0.0174 48 13 15.1146 0.0944 0.2666 0.1138 0
1255933 DESIXJ10503039+1938412 162.626645 19.644786 0.0042 0.4832 0.4323 0.0030 20 11 14.1464 0.1143 0.4590 0.2527 0
1256065 DESIXJ13062878-0029433 196.619905 -0.495370 0.0860 0.5556 0.4343 0.0240 111 8 17.0678 0.1006 0.0902 0.0544 0
1257789 DESIXJ07471241+3044217 116.801716 30.739373 0.0592 0.8903 0.5055 0.0097 92 28 17.0918 0.0284 0.0124 0.1369 0
1258062 DESIXJ16033957+1225055 240.914861 12.418189 0.0470 0.8696 0.4283 0.0116 112 21 16.7325 0.0352 -0.1231 0.0818 0
1258995 DESIXJ08515266+5228330 132.969417 52.475821 0.0648 0.6455 0.5423 0.0148 62 12 15.2309 0.0816 0.6512 0.0895 0
