# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR
292332 DESIXJ15314953+4000221 232.956381 40.006145 0.0290 0.8437 0.5035 0.0133 16 1 15.3516 0.0501
292444 DESIXJ14433741+0907507 220.905864 9.130760 0.0344 0.4247 0.3389 0.0090 90 1 16.2991 0.1581
292644 DESIXJ12432271+3738587 190.844618 37.649630 0.0859 0.8300 0.7482 0.0178 693 6 15.2817 0.0582
292970 DESIXJ12080638+0529178 182.026566 5.488273 0.0722 0.5682 0.7461 0.0337 146 20 16.2169 0.1245
294013 DESIXJ14281848+5713437 217.077010 57.228805 0.0425 0.5749 0.4244 0.0154 80 5 16.4349 0.1192
294291 DESIXJ14054262+5241481 211.427604 52.696705 0.0416 0.5420 0.4595 0.0203 13 11 17.0952 0.1299
297893 DESIXJ08125527+3404152 123.230287 34.070899 0.0438 0.5273 0.9246 0.0371 93 18 16.2068 0.1331
298894 DESIXJ10012890+1420345 150.370433 14.342922 0.0778 0.4134 0.7430 0.0387 228 14 16.1319 0.1648
299193 DESIXJ02564075-0014446 44.169783 -0.245712 0.0291 0.8756 0.4908 0.0230 82 2 15.0145 0.0513
299332 DESIXJ14452964+3820474 221.373490 38.346490 0.0316 0.7386 0.4526 0.0223 59 3 16.2940 0.0777
300572 DESIXJ12264706+1227143 186.696088 12.453967 0.0047 0.8815 0.7070 0.0009 97 51 13.7629 0.0457
301605 DESIXJ10514290+0717397 162.928735 7.294358 0.0232 0.2729 0.4263 0.0328 22 2 16.7005 0.2005
303126 DESIXJ01171668+1425417 19.319511 14.428259 0.0600 0.7855 0.4770 0.0113 42 1 15.9380 0.0591
303216 DESIXJ11463018+1910242 176.625743 19.173384 0.1415 0.2946 0.7321 0.0749 324 11 17.0799 0.2042
303323 DESIXJ11143416+3800540 168.642332 38.014988 0.0286 0.7944 0.3603 0.0124 35 3 16.3619 0.0602
303536 DESIXJ10455539+1625592 161.480806 16.433112 0.0660 0.8377 0.4413 0.0234 107 1 16.6675 0.0786
308565 DESIXJ13295526+0639223 202.480260 6.656197 0.0338 0.7959 0.5857 0.0115 113 1 16.1053 0.0600
309120 DESIXJ09533293+1013256 148.387193 10.223791 0.0523 0.6382 0.5251 0.0274 95 2 16.7401 0.1049
309338 DESIXJ08431490+3237570 130.812092 32.632496 0.0666 0.8945 0.4034 0.0142 148 1 16.7819 0.0365
310249 DESIXJ02401765+0225363 40.073528 2.426753 0.0216 0.6603 0.3512 0.0220 73 2 14.7295 0.0989
310404 DESIXJ08224411+0813076 125.683781 8.218784 0.0144 0.8914 0.3977 0.0064 81 2 14.5845 0.0368
311478 DESIXJ01193022+0313237 19.875918 3.223245 0.0189 0.4252 0.3314 0.0209 146 40 14.4683 0.1586
311790 DESIXJ01262261+0954356 21.594188 9.909891 0.0076 0.4148 0.8676 0.0028 69 13 13.1828 0.1598
312198 DESIXJ22345466-0442052 338.727769 -4.701448 0.0030 0.3954 0.3600 0.0029 24 8 13.9503 0.1663
314562 DESIXJ09044115+1853040 136.171444 18.884456 0.0425 0.4852 0.8097 0.0444 157 13 15.3805 0.1440
317904 DESIXJ00352751+0255573 8.864629 2.932574 0.0141 0.7083 0.1725 0.0116 12 6 16.4345 0.0801
318278 DESIXJ08420225+0303380 130.509372 3.060565 0.0798 0.2232 0.9211 0.0446 204 4 15.8869 0.2154
319213 DESIXJ17353100+5150430 263.879176 51.845283 0.0261 0.7064 0.4724 0.0123 47 3 15.6557 0.0836
320264 DESIXJ23252620+0553192 351.359186 5.888677 0.0654 0.4676 0.4863 0.0385 103 1 15.7777 0.1487

321316 DESIXJ00523426-0247350 13.142741 -2.793055 0.0332 0.3318 0.2181 0.0470 25 1 16.5897 0.1862
321487 DESIXJ14552200-0514205 223.841651 -5.239040 0.0258 0.6576 0.3635 0.0234 88 0 15.4737 0.0968
322099 DESIXJ07264391+3723064 111.682976 37.385104 0.0160 0.3415 0.6940 0.0204 244 3 14.4693 0.1817
322315 DESIXJ01334539-1110345 23.439135 -11.176242 0.0494 0.4626 0.4637 0.0325 105 2 15.5621 0.1486
323436 DESIXJ17274404+1842297 261.933509 18.708243 0.0826 0.6965 0.9429 0.0236 184 23 15.8644 0.0857
327630 DESIXJ15043966+1104558 226.165247 11.082171 0.0757 0.5138 0.6009 0.0320 164 10 15.9982 0.1382
327835 DESIXJ00292844+2130542 7.368499 21.515058 0.0277 0.6031 0.5082 0.0246 74 3 16.3868 0.1146
329127 DESIXJ03164250-0441421 49.177084 -4.695017 0.0115 0.6627 0.3938 0.0107 16 2 15.9608 0.0946
330422 DESIXJ00325448-0123419 8.226999 -1.394986 0.1300 0.5256 0.7263 0.0398 401 2 16.5365 0.1350
336174 DESIXJ00492878+0714380 12.369905 7.243884 0.0589 0.7537 0.4211 0.0133 124 1 15.7181 0.0679
342528 DESIXJ18212116+5041534 275.338172 50.698164 0.0456 0.9034 0.8553 0.0033 257 9 15.2812 0.0355
342944 DESIXJ08010482+2648082 120.270078 26.802279 0.0421 0.3469 0.4105 0.0136 25 22 15.6511 0.1791
343445 DESIXJ08113906+5913209 122.912737 59.222482 0.0266 0.8241 0.4975 0.0174 21 0 16.2599 0.0558
348402 DESIXJ01413964-0913041 25.415168 -9.217796 0.0061 0.7599 0.3885 0.0059 12 1 16.4325 0.0743
349743 DESIXJ17560680+2619567 269.028325 26.332419 0.0537 0.6359 0.5520 0.0210 154 2 15.8630 0.1016
349814 DESIXJ02093726+0215045 32.405235 2.251237 0.0242 0.7707 0.3668 0.0166 12 0 16.7452 0.0750
351001 DESIXJ10171215+5832228 154.300642 58.539656 0.0077 0.5048 0.2687 0.0261 20 4 17.0147 0.1410
351853 DESIXJ16201078+3507531 245.044897 35.131417 0.0294 0.7467 -0.5016 0.0533 97 5 13.6902 0.0851
352033 DESIXJ12520012+1056287 193.000486 10.941301 0.0549 0.2535 0.8652 0.0492 148 2 16.0927 0.2093
352178 DESIXJ09450165+0744156 146.256863 7.737661 0.0470 0.6016 0.5037 0.0197 109 4 15.8942 0.1110
354480 DESIXJ01494585+0839455 27.441030 8.662632 0.0793 0.5924 0.6634 0.0245 244 2 15.8424 0.1127
357482 DESIXJ22354086+0316258 338.920239 3.273840 0.0381 0.1803 0.4026 0.0324 89 2 15.6774 0.2266
358901 DESIXJ00150465-0618539 3.769355 -6.314966 0.0374 0.4530 0.6633 0.0156 160 1 15.1896 0.1561
362226 DESIXJ15454958+1941084 236.456563 19.685658 0.0496 0.5733 0.6251 0.0333 124 2 15.8653 0.1195
363449 DESIXJ11011817+0917120 165.325689 9.286664 0.0363 0.8893 0.8327 0.0045 324 28 14.3596 0.0365
364605 DESIXJ09033101+1335559 135.879207 13.598859 0.0292 0.8710 0.7797 0.0117 23 28 15.9196 0.0507
364668 DESIXJ09204239+1811268 140.176618 18.190777 0.0295 0.5130 0.3680 0.0291 21 0 17.0201 0.1374
366087 DESIXJ11071375+5652245 166.807302 56.873466 0.0476 0.8641 0.4867 0.0087 42 5 16.0188 0.0458
371209 DESIXJ15274878+1646021 231.953234 16.767258 0.0444 0.8489 0.4053 0.0130 14 0 15.8392 0.0889
371754 DESIXJ15063017+0519268 226.625708 5.324105 0.0368 0.4148 0.9562 0.0220 321 11 15.1864 0.1615
376185 DESIXJ09444914+0232590 146.204741 2.549711 0.1497 0.4124 0.9399 0.0512 241 5 17.1115 0.1661
377807 DESIXJ11175677+5421032 169.486561 54.350886 0.0347 0.6500 0.3149 0.0249 95 1 15.9602 0.1032
378348 DESIXJ08134624+5251554 123.442648 52.865401 0.0182 0.9700 0.7471 0.0061 116 24 16.2383 0.0220
378649 DESIXJ14381827+0408528 219.576140 4.147998 0.0440 0.9440 0.4948 0.0132 35 5 16.7103 0.0220
379170 DESIXJ15582611+1735317 239.608783 17.592129 0.0316 0.3355 0.8028 0.0207 151 5 15.5338 0.1831
379906 DESIXJ01151124-0109013 18.796845 -1.150352 0.0189 0.5902 0.5841 0.0125 103 16 16.7648 0.1135

382836 DESIXJ10530705+6447432 163.279356 64.795343 0.0037 0.6988 0.2646 0.0104 31 1 16.1169 0.0873
384873 DESIXJ09491807+0533576 147.325280 5.566010 0.0242 0.7896 0.3766 0.0224 71 0 15.7549 0.0660
384915 DESIXJ12433785+1755590 190.907719 17.933068 0.0263 0.4575 0.1189 0.0632 10 2 16.5508 0.1539
386477 DESIXJ11392694+6010212 174.862250 60.172543 0.0042 0.5454 0.4683 0.0030 36 2 15.5932 0.1276
386740 DESIXJ10070708+1559020 151.779498 15.983890 0.0028 0.7465 0.4285 0.0040 48 12 14.1452 0.0724
389055 DESIXJ09284195+1012118 142.174797 10.203269 0.0763 0.6150 0.9159 0.0250 304 20 15.3845 0.1080
389201 DESIXJ10575786+5534452 164.491073 55.579222 0.0472 0.5185 0.4356 0.0117 105 2 16.2716 0.1353
390181 DESIXJ15180096+3042444 229.503992 30.712339 0.0801 0.6581 0.8526 0.0199 304 3 15.2018 0.0954
391516 DESIXJ08421766+2708495 130.573566 27.147085 0.0917 0.8119 0.6780 0.0234 195 5 16.2809 0.0538
392672 DESIXJ15194879+4843021 229.953301 48.717236 0.0369 0.1785 1.0263 0.0311 204 5 14.2381 0.2275
393456 DESIXJ09064067+4148382 136.669459 41.810603 0.0393 0.3482 0.5494 0.0459 47 0 15.3234 0.1831
394349 DESIXJ00511618-0436173 12.817412 -4.604808 0.1013 0.3871 0.9685 0.0369 286 5 16.3952 0.1704
395977 DESIXJ08485575+2244486 132.232293 22.746847 0.0276 0.8994 0.3908 0.0181 15 1 15.7582 0.0344
398053 DESIXJ14045358+1048033 211.223237 10.800928 0.0382 0.5736 0.6177 0.0167 118 0 14.8538 0.1249
398153 DESIXJ10020424+1221502 150.517651 12.363932 0.0216 0.9255 0.4539 0.0062 104 12 15.8511 0.0208
399022 DESIXJ15291624+3018526 232.317680 30.314604 0.0361 0.8021 0.3225 0.0114 95 11 16.2281 0.0562
400594 DESIXJ01402557-0255173 25.106552 -2.921484 0.1112 0.2185 0.8349 0.0330 362 6 15.0689 0.2174
403877 DESIXJ17190008+4043060 259.750327 40.718344 0.0366 0.5266 0.7387 0.1477 95 5 15.4484 0.1495
404648 DESIXJ09462159+2953428 146.589964 29.895214 0.1124 0.5259 0.9943 0.0187 309 27 15.7782 0.1301
404682 DESIXJ12223780+0817478 185.657512 8.296617 0.0047 0.5707 0.3215 0.0149 31 4 15.9204 0.1197
407112 DESIXJ10404981+3848553 160.207529 38.815355 0.0254 0.6530 0.4069 0.0125 12 6 16.7174 0.0986
409215 DESIXJ08062937+1614432 121.622382 16.245331 0.0452 0.5479 0.6798 0.0372 151 8 16.2708 0.1278
409465 DESIXJ07452968+5325377 116.373670 53.427141 0.0185 0.4760 0.2131 0.0290 16 3 15.9054 0.1468
414189 DESIXJ07005491+7107534 105.228802 71.131487 0.1353 0.7953 1.2027 0.0144 506 13 16.7083 0.0616
414556 DESIXJ01502711+0824501 27.612950 8.413924 0.0617 0.6029 0.7648 0.0207 285 2 15.6659 0.1097
415794 DESIXJ07154299+4935527 108.929113 49.597968 0.0336 0.4501 0.8031 0.0270 184 1 14.4357 0.1537
416112 DESIXJ02094876+1533456 32.453158 15.562663 0.0360 0.8551 0.4793 0.0106 55 1 15.8796 0.0403
417015 DESIXJ07171282+5509499 109.303401 55.163849 0.0384 0.5930 0.6174 0.0222 73 3 15.9377 0.1142
418390 DESIXJ01194821+0218586 19.950868 2.316284 0.0724 0.4821 0.4040 0.0435 101 0 17.1159 0.1482
420301 DESIXJ17571388+6245041 269.307832 62.751134 0.0266 0.7403 0.7518 0.0177 103 26 14.7678 0.0759
421150 DESIXJ22534164+1116277 343.423505 11.274349 0.0074 0.3791 0.4160 0.0072 16 2 15.1235 0.1696
423165 DESIXJ12191382+0559120 184.807571 5.986661 0.0054 0.9409 0.3751 0.0079 59 4 17.6078 0.0286
423461 DESIXJ01313752-0740450 22.906353 -7.679180 0.0747 0.6059 0.7423 0.0334 173 8 15.9590 0.1102
423540 DESIXJ02041235-1004442 31.051473 -10.078941 0.0064 0.8974 0.3634 0.0043 82 3 15.1782 0.0653
426888 DESIXJ17335581+6606209 263.482558 66.105793 0.0087 0.6629 0.3640 0.0174 48 1 16.4595 0.0954
428751 DESIXJ01205990+0734550 20.249599 7.581938 0.0262 0.4209 0.3983 0.0290 160 1 14.9106 0.1594
431129 DESIXJ02005359+0914084 30.223295 9.235653 0.0571 0.8025 0.4983 0.0200 44 0 15.2585 0.0558
432213 DESIXJ01125989-0608355 18.249525 -6.143185 0.0074 0.8248 0.8812 0.0056 42 11 13.5025 0.0480
433081 DESIXJ09375358+5850146 144.473257 58.837387 0.0298 0.9002 0.3611 0.0075 117 2 16.2278 0.0342
433499 DESIXJ01560329+0331023 29.013716 3.517308 0.0162 0.4658 0.3342 0.0105 14 2 16.0867 0.1461
433611 DESIXJ12272398+0702025 186.849908 7.034040 0.0762 0.2877 0.4064 0.0488 112 2 16.8971 0.1985
435687 DESIXJ23243789-0159513 351.157872 -1.997596 0.0181 0.8001 0.4857 0.0089 104 0 14.8506 0.0618
439239 DESIXJ09103537+7602019 137.647373 76.033865 0.0428 0.5258 0.5639 0.0330 100 3 15.1612 0.1361
439618 DESIXJ12170280+5608287 184.261655 56.141315 0.0521 0.8150 0.5604 0.0177 28 17 15.1870 0.0602
439763 DESIXJ10041747+0608211 151.072796 6.139183 0.0401 0.7137 0.3120 0.0682 248 2 16.9427 0.0974
439837 DESIXJ11335877+0420417 173.494856 4.344925 0.0183 0.7222 0.5166 0.0078 27 9 17.4374 0.0817
441245 DESIXJ08042128+6132501 121.088676 61.547238 0.0297 0.5935 0.2399 0.0480 48 0 16.0366 0.1205
442105 DESIXJ10594550+1739038 164.939568 17.651057 0.0291 0.3532 0.5006 0.0165 343 1 14.6944 0.1795
442657 DESIXJ21292743+0134056 322.364305 1.568234 0.0500 0.4303 0.6443 0.0100 130 11 15.1180 0.1561
446130 DESIXJ22010557-0521299 330.273199 -5.358298 0.0273 0.7079 0.8270 0.0062 123 30 15.2622 0.0823
446443 DESIXJ15594439+1844010 239.934977 18.733615 0.0295 0.5127 0.4488 0.0370 54 1 16.2686 0.1365
448153 DESIXJ11341085-0454180 173.545226 -4.904996 0.0636 0.7248 0.4984 0.0166 121 1 15.9547 0.0779
450815 DESIXJ14421802+0343322 220.575064 3.725620 0.0259 0.7357 0.7469 0.0135 154 15 15.3434 0.0748
451171 DESIXJ14022960+1307093 210.623344 13.119255 0.0607 0.6492 0.4382 0.0279 66 3 16.9083 0.1041
453831 DESIXJ15591253+4442589 239.802203 44.716348 0.0062 0.8223 0.3479 0.0086 12 11 15.6750 0.0567
454057 DESIXJ15502295+2901276 237.595631 29.024333 0.0751 0.5133 0.8684 0.0263 260 18 16.0802 0.1358
454627 DESIXJ10564885+1335075 164.203537 13.585416 0.1818 0.4141 0.9902 0.0502 243 4 16.9672 0.1648
454667 DESIXJ15311922+4935055 232.830088 49.584859 0.0726 0.3342 0.9099 0.0614 184 2 16.2880 0.1890
454998 DESIXJ08143755+4144547 123.656443 41.748514 0.0314 0.8764 0.4130 0.0091 26 4 17.3863 0.0398
456620 DESIXJ12323466+0924156 188.144432 9.404339 0.0401 0.4481 0.5819 0.0354 151 4 14.8813 0.1528
457021 DESIXJ12402016+0116241 190.084004 1.273359 0.0158 0.8565 0.3566 0.0152 16 2 16.3555 0.0435
457257 DESIXJ13513253+1414522 207.885526 14.247831 0.0370 0.8156 0.3291 0.0132 75 3 17.1035 0.0537
458019 DESIXJ22113137-0927155 332.880727 -9.454318 0.0282 0.5568 0.2750 0.0208 38 7 17.1653 0.1237
458516 DESIXJ10245133+1308454 156.213887 13.145934 0.0316 0.8164 0.4184 0.0112 17 5 17.2828 0.0542
459074 DESIXJ10432466+6615408 160.852739 66.261323 0.0117 0.5568 0.2303 0.0278 12 2 16.6699 0.1264
459094 DESIXJ16283906+1825040 247.162746 18.417790 0.0343 0.8309 0.4498 0.0256 97 1 16.2037 0.0508
460119 DESIXJ12501665+1404233 192.569364 14.073152 0.0274 0.8858 0.3905 0.0086 28 2 16.9764 0.0550
463088 DESIXJ11533999+4327403 178.416611 43.461183 0.0200 0.2892 0.9640 0.0163 238 2 12.8576 0.1967
464726 DESIXJ09453983+0700469 146.415957 7.013032 0.0127 0.5078 0.2955 0.0212 35 3 16.9970 0.1370
465741 DESIXJ15551786+2906216 238.824411 29.105997 0.0776 0.6659 0.6886 0.0173 123 4 14.9213 0.0938
465832 DESIXJ08573952+0259152 134.414659 2.987568 0.0125 0.6597 0.6670 0.0063 185 26 15.7891 0.0961
467205 DESIXJ10123771+0233256 153.157142 2.557104 0.0953 0.4657 0.5919 0.0207 205 1 16.1758 0.1467
469094 DESIXJ12110776+1416292 182.782328 14.274777 0.0040 0.8821 0.6361 0.0015 50 16 14.1636 0.0406
469250 DESIXJ11044507+4509232 166.187803 45.156436 0.0220 0.8690 0.6937 0.0040 51 38 15.9606 0.0480
469862 DESIXJ16234959+3803447 245.956633 38.062412 0.0283 0.5429 0.7739 0.0187 208 20 16.5538 0.1299
474843 DESIXJ09440092+5854481 146.003849 58.913350 0.0455 0.5096 0.3114 0.0184 66 2 16.6772 0.1388
475900 DESIXJ11525163+6030152 178.215118 60.504226 0.0622 0.6723 0.4398 0.0145 24 1 17.0276 0.0969
476003 DESIXJ10420169+1944455 160.507044 19.745971 0.0427 0.3127 0.3895 0.0497 39 0 17.0347 0.1936

478230 DESIXJ15323412+1304414 233.142178 13.078162 0.0523 0.5878 0.6450 0.0325 111 1 15.6097 0.1154
479813 DESIXJ11552842+3457582 178.868397 34.966162 0.0703 0.7700 0.9170 0.0073 546 13 14.1189 0.0674
480415 DESIXJ07412130+2348577 115.338742 23.816024 0.0747 0.7535 0.6398 0.0111 171 9 16.6829 0.0722

483606 DESIXJ10274159+2416182 156.923273 24.271718 0.0041 0.9414 0.3607 0.0042 31 1 15.0800 0.0302
484632 DESIXJ13253636+3622524 201.401485 36.381209 0.0188 0.8437 0.6915 0.0047 293 16 14.1573 0.0504
485467 DESIXJ10021361+1028469 150.556705 10.479698 0.0983 0.3690 0.5034 0.0353 132 1 17.1384 0.1757
492829 DESIXJ23204979+0230478 350.207440 2.513290 0.0134 0.5109 0.4117 0.0059 489 14 15.9104 0.1372
492963 DESIXJ08013357+7239379 120.389891 72.660522 0.1117 0.6871 0.9584 0.0160 213 29 15.9158 0.0903
499874 DESIXJ14171009+1034173 214.292032 10.571481 0.0573 0.8669 0.4933 0.0071 123 6 16.2967 0.0422
500179 DESIXJ16130087+3914136 243.253642 39.237115 0.0323 0.7366 0.6440 0.0282 118 11 15.5340 0.0794
504693 DESIXJ02142590+0128112 33.607908 1.469769 0.0301 0.1908 0.6386 0.0156 105 1 14.7989 0.2221
505954 DESIXJ02111354-0632200 32.806408 -6.538898 0.0445 0.7715 0.7650 0.0060 240 42 15.2099 0.0700
506033 DESIXJ09280350+1328525 142.014577 13.481257 0.0885 0.8390 0.7067 0.0414 236 3 16.2377 0.0539
506547 DESIXJ23031961+0215204 345.831727 2.255662 0.0167 0.4563 0.3694 0.0189 57 0 15.6952 0.1491
508600 DESIXJ12425119+5518578 190.713305 55.316052 0.0633 0.8020 0.4481 0.0141 84 2 16.0708 0.0700
508723 DESIXJ17545105+2850550 268.712716 28.848605 0.0236 0.2465 0.6965 0.0209 85 1 14.9525 0.2065
509790 DESIXJ23215868+0633570 350.494520 6.565829 0.0552 0.7875 0.3843 0.0102 68 0 15.8025 0.0585
510508 DESIXJ16462509+1946113 251.604555 19.769802 0.0232 0.4261 0.3180 0.0251 78 2 15.2936 0.1584
510666 DESIXJ02554420-1412283 43.934149 -14.207854 0.0292 0.8563 0.8719 0.0006 142 22 11.7383 0.0446
511197 DESIXJ23183161-0525473 349.631688 -5.429801 0.0434 0.3591 0.4337 0.0391 141 1 15.4076 0.1812
512542 DESIXJ22244826-0436465 336.201080 -4.612913 0.0889 0.6443 1.0528 0.0304 419 14 14.9429 0.1117
514081 DESIXJ11372384+6145337 174.349344 61.759349 0.0112 0.2922 0.9215 0.0198 220 17 11.3145 0.1974
521327 DESIXJ02272602+2305382 36.858434 23.093937 0.0321 0.2081 0.9061 0.0314 126 8 14.0075 0.2174
522275 DESIXJ23385385+3021184 354.724392 30.355112 0.0659 0.7310 0.8296 0.0183 249 8 15.3489 0.0805
524383 DESIXJ10595607+2431354 164.983641 24.526505 0.0361 0.8525 0.3571 0.0114 65 2 16.1507 0.0411
527503 DESIXJ17212652+3942093 260.360481 39.702574 0.0708 0.4896 0.2607 0.1248 315 9 13.6359 0.1609
531483 DESIXJ00213643+2529349 5.401792 25.493015 0.0234 0.7523 0.3859 0.0183 125 3 15.8025 0.0685
531497 DESIXJ14183170-0721521 214.632084 -7.364485 0.0482 0.7992 0.4356 0.0168 35 1 16.7799 0.0590
537329 DESIXJ01431387+0324497 25.807780 3.413801 0.0328 0.7271 0.3991 0.0232 120 1 15.8642 0.1063
538195 DESIXJ17581950+4724317 269.581232 47.408809 0.0743 0.5737 0.6868 0.0178 222 18 16.4118 0.1200
539053 DESIXJ01331373-0803358 23.307206 -8.059932 0.0176 0.7336 0.4089 0.0047 49 10 15.5962 0.0786
541460 DESIXJ11164846+1319447 169.201899 13.329076 0.0342 0.2337 0.3693 0.0557 62 8 16.0399 0.2133
544011 DESIXJ10565015+1357331 164.208944 13.959188 0.2919 0.7207 1.5095 0.0351 370 21 17.6077 0.0801
544606 DESIXJ01140831+1524111 18.534608 15.403072 0.0602 0.8589 0.6293 0.0186 87 1 15.8585 0.0407
544631 DESIXJ11065418+0746541 166.725740 7.781692 0.0111 0.6586 0.3575 0.0118 47 4 16.7557 0.0999
544634 DESIXJ09024441+1742368 135.685034 17.710230 0.0522 0.2819 0.7737 0.0429 284 13 14.3637 0.2011
545443 DESIXJ08332408+3734021 128.350331 37.567244 0.0347 0.8138 0.4445 0.0055 57 3 16.9191 0.0620
546312 DESIXJ12275483+0805254 186.978472 8.090375 0.0021 0.7778 0.6359 0.0033 22 9 13.8914 0.0644
546817 DESIXJ12301033+1046460 187.543027 10.779455 0.0061 0.5951 0.6811 0.0037 18 17 12.1508 0.1130
550420 DESIXJ10180318+2219101 154.513256 22.319485 0.0381 0.3793 0.3096 0.0296 49 5 17.1813 0.1727
552062 DESIXJ11113456+6220438 167.893979 62.345499 0.0158 0.7097 0.4097 0.0055 10 7 15.7771 0.0818
553937 DESIXJ08583896+1126537 134.662316 11.448255 0.1312 0.8050 0.9533 0.0264 477 13 16.2611 0.0611
554124 DESIXJ13291617+1242051 202.317363 12.701410 0.0459 0.4425 0.2721 0.0335 41 0 16.3397 0.1553
555043 DESIXJ08262690+4611006 126.612087 46.183506 0.1262 0.6038 0.6905 0.0188 275 5 16.0845 0.1108
555278 DESIXJ08215270+3419382 125.469574 34.327289 0.0077 0.5575 0.2814 0.0293 12 5 17.0489 0.1242
556015 DESIXJ23395758+0008062 354.989905 0.135060 0.0600 0.5268 0.7284 0.0273 134 3 15.1672 0.1338
557139 DESIXJ20411477+0110473 310.311543 1.179810 0.0271 0.4901 0.3370 0.0415 75 2 16.3626 0.1431
557816 DESIXJ09045573+1442186 136.232223 14.705171 0.0544 0.8267 0.5121 0.0149 76 1 16.5501 0.0484
558639 DESIXJ12313321+1113462 187.888355 11.229508 0.0690 0.5932 0.4007 0.0211 127 1 16.9498 0.1166
558852 DESIXJ09333444+0633069 143.393519 6.551907 0.0521 0.7972 0.6523 0.0310 236 3 15.7473 0.0604
562926 DESIXJ12411534+1047146 190.313918 10.787398 0.0333 0.8390 0.4367 0.0063 71 10 16.8850 0.0498
563674 DESIXJ13174955+4436537 199.456450 44.614912 0.0355 0.5954 0.3269 0.0288 25 2 16.9459 0.1164
565131 DESIXJ14543422+0700578 223.642576 7.016058 0.0356 0.7052 0.4199 0.0150 40 3 16.1567 0.0823
565569 DESIXJ11122586+0933592 168.107743 9.566449 0.0294 0.3696 0.6023 0.0182 97 0 15.6218 0.1759
566353 DESIXJ09315862+1200586 142.994269 12.016287 0.0487 0.2307 0.8530 0.0425 148 4 16.2876 0.2145
567165 DESIXJ16013163+3628346 240.381777 36.476288 0.0315 0.8166 0.3613 0.0208 24 0 16.2708 0.0582
568913 DESIXJ09563584+6757551 149.149337 67.965292 0.0353 0.8397 0.8812 0.0057 156 10 15.3871 0.0538
569248 DESIXJ11080099+1717587 167.004133 17.299644 0.0241 0.7004 0.4414 0.0201 39 3 16.7651 0.0867
571372 DESIXJ13340335+5646251 203.513969 56.773641 0.0554 0.3888 0.6753 0.0235 218 5 14.9881 0.1705
572557 DESIXJ14442695+1215276 221.112300 12.257659 0.0477 0.9084 0.7430 0.0173 315 5 14.8527 0.0279
573872 DESIXJ07591381+2638223 119.807546 26.639531 0.0216 0.5012 0.6714 0.0221 221 28 17.1860 0.1382
574924 DESIXJ08311742+3546272 127.822603 35.774219 0.0391 0.6011 0.3061 0.0131 10 0 17.2353 0.1123
575409 DESIXJ08184794+4618266 124.699767 46.307383 0.0446 0.8208 0.4725 0.0137 93 4 17.0680 0.0538
575725 DESIXJ12162702+0603088 184.112587 6.052450 0.0068 0.6452 0.1637 0.0244 18 1 17.4538 0.1023
579254 DESIXJ12265081+1310423 186.711712 13.178426 -0.0000 0.3312 0.2673 0.0076 149 20 14.7322 0.1845
581133 DESIXJ04131299-1220125 63.304120 -12.336796 0.0320 0.7215 0.3870 0.0189 129 0 14.9805 0.0837
582938 DESIXJ00365133-0152044 9.213860 -1.867890 0.0540 0.7967 0.4701 0.0100 138 1 16.3875 0.0589
583145 DESIXJ13065953+6115563 196.748044 61.265643 0.1212 0.7893 1.0235 0.0404 11 34 16.3818 0.0665
583401 DESIXJ09595966-0253252 149.998600 -2.890346 0.0199 0.5097 0.4639 0.0097 96 1 14.8931 0.1356
587121 DESIXJ12380426+1707226 189.517764 17.122936 0.0737 0.8264 0.7425 0.0329 31 16 15.9148 0.0530
597668 DESIXJ17501064+6212090 267.544347 62.202506 0.0355 0.5848 0.6194 0.0174 81 2 15.9354 0.1163
599494 DESIXJ07164475+5444172 109.186467 54.738111 0.0658 0.8602 0.9125 0.0302 334 23 15.2798 0.0500
599686 DESIXJ07580492+4718185 119.520514 47.305137 0.0082 0.5770 0.3881 0.0111 173 23 15.5009 0.1197
604264 DESIXJ23584266+0316211 359.677755 3.272522 0.0901 0.8652 0.5137 0.0151 188 6 16.1911 0.0385
607336 DESIXJ12302822+1718349 187.617577 17.309696 0.0037 0.6558 0.6851 0.0052 57 12 14.3602 0.0941
607407 DESIXJ14350217-0425401 218.759062 -4.427795 0.0452 0.2930 0.8183 0.0327 219 2 15.4496 0.1950
611881 DESIXJ09551282+0016354 148.803437 0.276511 0.0870 0.5682 0.9872 0.0214 121 23 15.6325 0.1208
612431 DESIXJ07422953+4433255 115.623046 44.557077 0.0433 0.4115 0.6094 0.0462 126 1 16.3873 0.1658
613159 DESIXJ12291528+0848520 187.313680 8.814458 0.0032 0.5822 0.6660 0.0059 119 19 14.9616 0.1156
618017 DESIXJ02112462+2551347 32.852583 25.859628 0.0156 0.7554 0.7756 0.0059 127 18 14.4189 0.0669
618480 DESIXJ16560719+1721570 254.029963 17.365823 0.0241 0.8485 0.4053 0.0124 72 2 16.1512 0.0455
618710 DESIXJ04433305-0922463 70.887718 -9.379520 0.0303 0.3002 0.4374 0.0265 83 0 15.2731 0.1927
620618 DESIXJ03203664-0703204 50.152655 -7.055656 0.0851 0.3042 0.4956 0.0495 170 2 16.3565 0.1960
622605 DESIXJ12170285-0618258 184.261892 -6.307156 0.0270 0.6107 0.5018 0.0158 97 1 16.1685 0.1093
