# SGA_ID DESI_NAME RA Dec z_desi BA G_R G_R_err V_0p4R26  V_0p4R26_err R_MAG_SB26_CORR R_MAG_SB26_ERR_CORR
624774 DESIXJ07105595+6107450 107.733134 61.129155 0.0404 0.5107 0.8072 0.0280 143 1 15.0074 0.1404
625220 DESIXJ16471109+2105383 251.796208 21.093964 0.0089 0.3722 0.2829 0.0112 31 3 15.7790 0.1722
629410 DESIXJ12185796+5229456 184.741484 52.496007 0.0489 0.4088 0.4583 0.0560 102 9 16.4472 0.1698
630574 DESIXJ14051458+0916329 211.310741 9.275801 0.0693 0.4828 0.7290 0.0367 247 2 15.3159 0.1444

631526 DESIXJ08093662+4811098 122.402597 48.186068 0.0390 0.1634 0.5246 0.0464 85 2 16.4001 0.2318
632394 DESIXJ13532341+1424371 208.347525 14.410309 0.0364 0.5833 0.3934 0.0183 18 1 16.3416 0.1294
633413 DESIXJ15301804+5536507 232.575156 55.614089 0.1405 0.7093 0.7841 0.0256 459 11 16.9270 0.0880
638419 DESIXJ14114258+1840041 212.927432 18.667806 0.0797 0.5089 0.3928 0.0458 232 4 16.9715 0.1413
638760 DESIXJ01231066+1346473 20.794397 13.779808 0.0383 0.9013 0.4683 0.0112 155 3 16.3489 0.0281

640994 DESIXJ14125666+3009511 213.236103 30.164188 0.0254 0.6529 0.3827 0.0098 95 5 15.6827 0.0963
641820 DESIXJ13273361+1143488 201.890053 11.730233 0.0141 0.8212 0.3670 0.0076 36 6 16.1471 0.0595
642454 DESIXJ13430885+3507010 205.786866 35.116946 0.0315 0.3485 0.4815 0.0320 147 1 16.3317 0.1962
643213 DESIXJ09340624+6310251 143.526005 63.173629 0.0390 0.8706 0.4173 0.0126 90 2 16.1972 0.0496
645617 DESIXJ15590983+4301447 239.790947 43.029092 0.0444 0.9388 0.5169 0.0083 48 3 16.4947 0.0266
646081 DESIXJ08410009+5315524 130.250387 53.264560 0.0442 0.9325 0.4269 0.0163 97 4 16.3997 0.0294
646326 DESIXJ13243437+3211455 201.143207 32.195961 0.0241 0.9246 0.5596 0.0144 64 12 16.1974 0.0287

649932 DESIXJ12114702+0513266 182.945902 5.224044 0.0949 0.8546 0.7452 0.0131 269 1 16.1695 0.0456
650168 DESIXJ04075988-0619502 61.999481 -6.330606 0.1208 0.5828 0.7891 0.0244 160 7 16.5354 0.1195
650216 DESIXJ16491813+2333282 252.325530 23.557829 0.0337 0.7397 0.3708 0.0119 55 4 16.8838 0.0727
650456 DESIXJ11293923+1846101 172.413477 18.769472 0.0194 0.6267 0.3756 0.0127 57 5 16.6404 0.1100
654774 DESIXJ12391033+1013351 189.793057 10.226426 0.0416 0.8935 0.4840 0.0146 113 0 15.8828 0.0359
654830 DESIXJ12023747+4737159 180.656113 47.621083 0.0249 0.8503 0.3480 0.0106 44 9 17.3308 0.0539
657844 DESIXJ11595924+0529279 179.996849 5.491084 0.0202 0.2495 0.4166 0.0415 90 3 15.6252 0.2078
659109 DESIXJ21022672-0619561 315.611325 -6.332239 0.0589 0.3627 0.4927 0.0568 99 12 16.3390 0.1798
659566 DESIXJ12425410+1126177 190.725402 11.438247 0.0051 0.4638 0.6845 0.0043 89 15 13.6941 0.1464
660883 DESIXJ08291190+4131196 127.299586 41.522118 0.0304 0.4648 0.4021 0.0226 103 2 15.9907 0.1513
663482 DESIXJ14451689+0724542 221.320387 7.415056 0.0633 0.4733 0.9235 0.0087 340 7 14.7899 0.1451
665005 DESIXJ12272738+1217250 186.864101 12.290272 0.0031 0.6245 0.7318 0.0016 234 13 12.3920 0.1025
667214 DESIXJ13521973+3129000 208.082194 31.483321 0.0448 0.9238 0.3963 0.0110 40 3 16.7930 0.0335
668050 DESIXJ07572582+1433152 119.357587 14.554214 0.0479 0.6551 0.5185 0.0215 115 2 16.0986 0.0963
668892 DESIXJ10245210+5357469 156.217099 53.963032 0.0324 0.7957 0.3472 0.0237 81 7 16.9069 0.0614
669673 DESIXJ14131737+0222011 213.322355 2.366978 0.0250 0.7861 0.3892 0.0182 10 4 16.2979 0.0618
671968 DESIXJ08055516+2631584 121.479844 26.532891 0.0597 0.4554 0.4742 0.0361 77 7 17.0701 0.1528
672134 DESIXJ08131361+2436290 123.306697 24.608047 0.0205 0.7700 0.5730 0.0198 84 1 15.2576 0.0766
672819 DESIXJ01401400-0541243 25.058343 -5.690079 0.0042 0.7638 0.2256 0.0045 31 7 16.3329 0.0646
673260 DESIXJ21110568+0752504 317.773667 7.880661 0.0673 0.6445 0.7490 0.0290 307 3 15.2809 0.1037
673691 DESIXJ23395143+0704240 354.964308 7.073340 0.0399 0.4272 0.8561 0.0108 138 5 15.6842 0.1572
675275 DESIXJ03474578-0442554 56.940746 -4.715395 0.0215 0.7269 0.4086 0.0129 94 2 15.8322 0.0752
677759 DESIXJ00400263+0305525 10.010960 3.097906 0.0178 0.3982 0.4319 0.0134 29 5 16.1863 0.1656
679472 DESIXJ15170124+1306110 229.255176 13.103059 0.0294 0.8665 0.3946 0.0222 50 0 15.0367 0.0460
679671 DESIXJ17274084+1509459 261.920176 15.162756 0.0871 0.4757 0.8426 0.0321 255 3 15.2373 0.1463

682397 DESIXJ08092130+5810065 122.338767 58.168466 0.0275 0.7216 0.5429 0.0098 100 4 15.5026 0.0815
682517 DESIXJ23475101-0230539 356.962552 -2.514976 0.0246 0.6644 0.4320 0.0175 50 6 17.1995 0.0995
685138 DESIXJ17073394+5743096 256.891420 57.719326 0.0783 0.6936 0.5278 0.1776 269 4 14.5741 0.1476
690060 DESIXJ12121508+1229169 183.062848 12.488035 0.0000 0.7509 0.4692 0.0017 56 9 14.0270 0.0726
691448 DESIXJ00245007-0505115 6.208607 -5.086515 0.0686 0.7790 0.5899 0.0232 79 11 16.1459 0.0720
692527 DESIXJ23360403+0004468 354.016794 0.079663 0.0768 0.2233 0.9495 0.0301 92 8 14.9937 0.2147
693137 DESIXJ17591318+4405439 269.804899 44.095530 0.0442 0.9280 0.6710 0.0113 189 0 15.2484 0.0349
693738 DESIXJ22000845+0158215 330.035213 1.972648 0.0126 0.2659 0.2733 0.0433 35 1 16.7895 0.2035
694286 DESIXJ07490281+5555067 117.261688 55.918527 0.0341 0.9335 0.6282 0.0096 49 1 14.8331 0.0339
697813 DESIXJ12324177+1432247 188.174038 14.540205 0.0240 0.3818 0.2420 0.0436 12 0 17.1054 0.1723
698006 DESIXJ03070863-0335096 46.785969 -3.586012 0.0305 0.7465 0.4780 0.0067 71 2 16.2049 0.0726
698277 DESIXJ16205785+0710081 245.241050 7.168907 0.0900 0.7250 0.7810 0.0377 170 11 16.5313 0.0791
699831 DESIXJ04443976-0854348 71.165655 -8.909674 0.0168 0.9804 0.6441 0.0102 28 11 14.9509 0.0087
700667 DESIXJ00143877-0713237 3.661561 -7.223254 0.0190 0.9398 0.6894 0.0046 80 13 16.0896 0.0167
702541 DESIXJ10030142+5744078 150.755905 57.735494 0.0446 0.8218 0.5060 0.0110 60 1 15.1568 0.0601
704834 DESIXJ00430557-0750407 10.773196 -7.844643 0.0274 0.8738 0.7841 0.0035 218 30 15.0855 0.0346
705451 DESIXJ21415898+0828569 325.495752 8.482482 0.0770 0.4884 0.8863 0.0299 828 39 15.1185 0.1420
705642 DESIXJ11194131+3522315 169.922105 35.375419 0.0209 0.7291 0.4368 0.0090 58 8 16.0256 0.0795
708029 DESIXJ10270051+1749008 156.752145 17.816879 0.0667 0.6387 0.8070 0.0253 81 7 14.7811 0.1149
709154 DESIXJ00222316+0357150 5.596510 3.954176 0.0190 0.9146 0.7870 0.0024 388 15 15.2242 0.0319
709249 DESIXJ00164119-0610020 4.171634 -6.167222 0.0253 0.3043 0.4481 0.0271 71 2 15.9283 0.1909

718777 DESIXJ08155084+6037452 123.961823 60.629211 0.0252 0.6672 0.5383 0.0184 104 1 14.3783 0.1031
720725 DESIXJ21145101+0012518 318.712545 0.214398 0.0859 0.6353 0.6488 0.0273 238 4 15.9371 0.1014
720796 DESIXJ14400564+4907130 220.023486 49.120276 0.0495 0.5895 0.3739 0.0196 48 2 17.0584 0.1157
722019 DESIXJ03363237-0647541 54.134885 -6.798362 0.0715 0.2195 0.9107 0.0185 183 1 15.9500 0.2136
722916 DESIXJ16063969+1844268 241.665358 18.740787 0.0387 0.8475 0.4153 0.0079 98 3 16.5972 0.0449
723131 DESIXJ15221887+1701336 230.578618 17.025987 0.0227 0.8227 0.4017 0.0115 69 1 15.5511 0.0545
724237 DESIXJ09562177-0015041 149.090716 -0.251147 0.0213 0.5799 0.7319 0.0289 89 3 15.4329 0.1182
724441 DESIXJ13270676+1146296 201.778157 11.774884 0.0862 0.7240 0.8775 0.0368 289 12 16.4321 0.0816
727053 DESIXJ11275380+2640307 171.974170 26.675199 0.0563 0.7002 0.4225 0.0164 75 6 16.9573 0.0922
727104 DESIXJ12380429+5528535 189.517860 55.481534 0.0350 0.4398 0.3624 0.0258 83 1 16.1735 0.1573
727339 DESIXJ16300422+4031140 247.517567 40.520568 0.0306 0.7683 0.7560 0.0273 310 31 16.5777 0.0710
729361 DESIXJ11012860+1153222 165.369181 11.889511 0.0267 0.4515 0.4409 0.0240 109 1 15.3195 0.1535
730997 DESIXJ15494321+2921211 237.430062 29.355870 0.0737 0.4982 0.7413 0.0118 262 8 15.5289 0.1381
732433 DESIXJ13133405+1542039 198.391881 15.701097 0.1469 0.4221 0.9659 0.0447 358 7 16.5995 0.1634
733279 DESIXJ00314636+0018524 7.943169 0.314561 0.0949 0.5054 0.8120 0.0315 254 6 15.6061 0.1409
734466 DESIXJ08491459+3230091 132.310783 32.502518 0.0466 0.8089 0.2736 0.0177 65 2 17.1824 0.0611
735315 DESIXJ09501497+4557264 147.562391 45.957329 0.0249 0.8381 0.4201 0.0153 128 0 14.6571 0.0497
735470 DESIXJ01241131+1349127 21.047108 13.820190 0.0558 0.8695 0.5944 0.0094 85 2 15.3874 0.0364
736406 DESIXJ10550764+1705366 163.781846 17.093487 0.1708 0.5144 0.9291 0.0404 302 5 16.9569 0.1383
737327 DESIXJ09271970+0525248 141.832094 5.423561 0.0468 0.3687 0.5739 0.0398 108 2 16.9108 0.1763
737631 DESIXJ14012997+4449355 210.374885 44.826536 0.0361 0.5634 0.4863 0.0121 112 8 16.0249 0.1242
737758 DESIXJ10230532+1051013 155.772154 10.850368 0.0471 0.8392 0.3513 0.0287 56 1 15.6517 0.0676
737919 DESIXJ15435379+1427061 235.974118 14.451701 0.1226 0.3807 0.7661 0.0685 168 26 16.5168 0.1765
740414 DESIXJ10230255+1309527 155.760617 13.164644 0.0327 0.5182 0.4749 0.0233 68 3 16.6888 0.1337
741769 DESIXJ12552344+0754354 193.847685 7.909821 0.0094 0.8906 0.5685 0.0035 70 12 13.7416 0.0350
744887 DESIXJ01385289-1027117 24.720383 -10.453245 0.0482 0.6431 0.6446 0.0217 194 12 15.4154 0.0985
746785 DESIXJ10430059+1040241 160.752448 10.673363 0.0396 0.2229 0.3355 0.0437 89 3 16.5403 0.2166
747285 DESIXJ09593069+1142527 149.877860 11.714633 0.0796 0.9074 0.6372 0.0097 254 3 15.7695 0.0263
747483 DESIXJ13222780+1020429 200.615838 10.345255 0.1079 0.8275 0.6730 0.0181 51 16 16.4729 0.0531
747524 DESIXJ14162688+1008026 214.111982 10.134059 0.1022 0.7017 0.5364 0.0243 159 1 16.4065 0.0854
748429 DESIXJ12530374+0740598 193.265580 7.683276 0.0055 0.9417 0.6666 0.0020 164 20 14.2456 0.0338
751311 DESIXJ16015559+1542228 240.481636 15.706329 0.0348 0.7676 0.4619 0.0174 166 0 15.2426 0.0671
754730 DESIXJ11241381+3135457 171.057539 31.596032 0.1303 0.9218 0.9117 0.0064 392 14 16.0485 0.0218
755008 DESIXJ15120887+3910409 228.036973 39.178036 0.1626 0.8646 0.7283 0.0165 135 10 16.9105 0.0495
756379 DESIXJ09383736+0239131 144.655661 2.653637 0.0274 0.5564 0.4081 0.0270 64 2 16.7491 0.1242
756473 DESIXJ15043558+1032583 226.148271 10.549532 0.0339 0.7227 0.3503 0.0314 25 6 16.6764 0.0808
756690 DESIXJ08463154+1521169 131.631427 15.354696 0.0752 0.7192 0.5391 0.0144 173 1 16.5634 0.0772
758655 DESIXJ08232275+2158107 125.844811 21.969640 0.0155 0.9727 0.6866 0.0064 120 3 15.3354 0.0220
759160 DESIXJ13570806+0259106 209.283580 2.986282 0.1896 0.8265 -1.9590 0.1789 346 16 15.2545 0.1758
760453 DESIXJ07233678+5415367 110.903270 54.260203 0.0729 0.8390 0.5636 0.0115 129 0 15.3708 0.0521
760665 DESIXJ02114125-0918192 32.921895 -9.305341 0.0051 0.6485 0.4756 0.0037 26 24 12.2404 0.0960
760780 DESIXJ14495906+2612554 222.496094 26.215386 0.0500 0.8661 0.4766 0.0161 232 3 15.2850 0.0420
761375 DESIXJ03293149-1458340 52.381226 -14.976119 0.0060 0.6290 0.3964 0.0198 14 2 16.4856 0.1067
764375 DESIXJ00595047+0435448 14.960276 4.595769 0.0298 0.2595 0.6532 0.0322 164 1 15.1691 0.2059
764688 DESIXJ03010685-0554010 45.278561 -5.900275 0.0307 0.4188 0.4992 0.0159 64 16 16.8308 0.1590
765869 DESIXJ04010656-1615433 60.277349 -16.262019 0.0314 0.8295 0.6800 0.0098 136 1 15.0742 0.0510
766593 DESIXJ02063625+0841351 31.651029 8.693081 0.0183 0.3368 0.4425 0.0200 88 0 14.8943 0.1816
766861 DESIXJ07403322+5424077 115.138407 54.402145 0.0357 0.9656 0.5692 0.0135 166 2 15.8442 0.0310
767713 DESIXJ13563554+1140167 209.148069 11.671313 0.0632 0.7675 0.9446 0.0398 281 8 15.4759 0.0793
768412 DESIXJ03000596-0117161 45.024848 -1.287801 0.0288 0.7765 0.7946 0.0136 179 3 14.9903 0.0658
769267 DESIXJ01060276+0121367 16.511507 1.360197 0.0452 0.9100 0.8159 0.0205 452 5 15.2249 0.0352
769313 DESIXJ04480608-0204216 72.025342 -2.072663 0.0489 0.5959 0.8138 0.0364 199 11 15.3084 0.1143
769483 DESIXJ01465176-0357526 26.715679 -3.964619 0.0409 0.5551 0.2842 0.0245 45 1 16.6531 0.1239
771100 DESIXJ10213622+7304529 155.400932 73.081350 0.0595 0.5778 0.9970 0.0461 126 10 15.4363 0.1387
772382 DESIXJ13414077+1330147 205.419878 13.504072 0.1366 0.4881 0.5852 0.0301 96 4 16.0345 0.1414
774547 DESIXJ02090470-1135568 32.269577 -11.599120 0.0402 0.7527 0.4321 0.0191 104 2 16.7704 0.0714
775678 DESIXJ16470135+1353520 251.755629 13.897780 0.0241 0.5067 0.3898 0.0123 30 1 15.6099 0.1373
775933 DESIXJ12140903+0746350 183.537625 7.776393 0.0041 0.8664 0.5246 0.0011 49 9 13.1620 0.0404
778513 DESIXJ20574372-0924201 314.432185 -9.405576 0.0659 0.8293 0.6573 0.0120 33 2 15.1837 0.0507
779138 DESIXJ07162786+4323447 109.116083 43.395754 0.0627 0.7691 0.6145 0.0131 212 0 15.6036 0.0718
782574 DESIXJ02295081-0419505 37.461712 -4.330699 0.0437 0.6151 0.5220 0.0202 154 0 15.4080 0.1061
784004 DESIXJ23245326+2723355 351.221935 27.393187 0.0425 0.5202 0.7808 0.0165 176 3 16.1130 0.1337
785531 DESIXJ10511221+2518452 162.800880 25.312560 0.0210 0.9251 0.4208 0.0086 11 6 16.1229 0.0213
787393 DESIXJ09081063+0555401 137.044286 5.927806 0.0044 0.8681 0.5509 0.0009 47 10 13.8505 0.0390
788272 DESIXJ10341021+1742018 158.542527 17.700502 0.0463 0.7297 0.5340 0.0167 180 3 15.7821 0.0960
788353 DESIXJ15555047+4154524 238.960288 41.914542 0.0347 0.7904 0.4999 0.0116 137 12 14.8669 0.0637
793915 DESIXJ02072888+2416038 31.870313 24.267718 0.0320 0.9427 0.5225 0.0074 157 1 15.8772 0.0166
796098 DESIXJ09440554+1701566 146.023104 17.032389 0.0148 0.8998 0.4602 0.0078 22 6 17.2092 0.0280
798702 DESIXJ03102298-0425262 47.595738 -4.423951 0.0681 0.5647 0.8571 0.0131 331 4 15.3359 0.1281
800713 DESIXJ00263615+0849502 6.650610 8.830625 0.0572 0.8347 0.8952 0.0171 104 15 15.7943 0.0477
801021 DESIXJ02461745+1305442 41.572714 13.095621 0.0216 0.6407 0.8223 0.0072 257 14 13.1342 0.1024
805914 DESIXJ10215351+7317125 155.472947 73.286802 0.0510 0.8410 0.5508 0.0094 101 3 15.8848 0.0495
808199 DESIXJ11081511+4744105 167.062963 47.736257 0.0433 0.8558 0.3799 0.0212 54 2 15.7775 0.0553
808335 DESIXJ07492424+4345089 117.351009 43.752467 0.0297 0.2638 0.7492 0.0313 372 29 15.3407 0.2041
808617 DESIXJ01470063+1224197 26.752628 12.405462 0.0027 0.7799 0.4037 0.0021 38 1 13.8247 0.0667
808637 DESIXJ04024536-1601165 60.688996 -16.021237 0.0318 0.8036 0.3851 0.0193 60 0 15.8233 0.0694
809042 DESIXJ03483383-1135440 57.140943 -11.595566 0.0760 0.7627 0.5805 0.0150 192 2 15.5532 0.0684
809420 DESIXJ12525783+1235265 193.240956 12.590688 0.1115 0.8169 0.9118 0.0236 205 39 15.8987 0.0597
810996 DESIXJ08071243+3951492 121.801777 39.863665 0.0133 0.8953 0.5535 0.0028 108 11 15.1964 0.0350
813521 DESIXJ12585453+3915554 194.727215 39.265403 0.0534 0.9449 0.3591 0.0154 80 5 15.8662 0.0346
816096 DESIXJ08260228+0755522 126.509493 7.931163 0.0805 0.3481 0.6463 0.0547 170 4 16.1502 0.1830
817348 DESIXJ08372576+5658251 129.357318 56.973648 0.0460 0.2180 0.7511 0.0376 152 1 16.0202 0.2164
818473 DESIXJ13101240+1656084 197.551658 16.935678 0.0120 0.9025 0.5104 0.0211 63 1 14.7064 0.0589
820041 DESIXJ15180494+3331232 229.520583 33.523110 0.0303 0.8195 0.4086 0.0081 39 1 16.2036 0.0608
822583 DESIXJ13212331+6535053 200.347120 65.584811 0.0366 0.3601 0.3058 0.0315 78 1 16.7797 0.1782
825179 DESIXJ10452780+2158470 161.365837 21.979710 0.1417 0.3576 0.6865 0.0357 298 1 17.1140 0.1771
826785 DESIXJ23131696-0045273 348.320681 -0.757572 0.0544 0.5116 0.5994 0.0352 150 0 15.3699 0.1366
828316 DESIXJ01014006-0905504 15.416916 -9.097345 0.0541 0.3973 0.8176 0.0266 250 5 14.4910 0.1657
829011 DESIXJ09315216+0734507 142.967332 7.580755 0.0282 0.9082 0.8079 0.0024 115 15 14.4478 0.0336
831121 DESIXJ00233202-0051063 5.883430 -0.851755 0.0642 0.4567 0.4617 0.0484 135 5 16.1028 0.1551
832032 DESIXJ11163116+1207387 169.129836 12.127415 0.0447 0.6725 0.4069 0.0291 76 4 17.4405 0.0971
834755 DESIXJ08444874+2957473 131.203096 29.963148 0.0491 0.7477 0.4978 0.0205 88 4 17.0753 0.0704
836380 DESIXJ11191309+5504040 169.804562 55.067780 0.0697 0.4316 0.3966 0.0555 61 2 16.7598 0.1615
836765 DESIXJ09244499+4026088 141.187472 40.435767 0.0280 0.3789 0.3584 0.0532 68 1 15.8705 0.1776
837313 DESIXJ11451293+3505106 176.303882 35.086278 0.0673 0.3933 0.8237 0.0405 47 3 15.4845 0.1701
838560 DESIXJ09103849+1928224 137.660366 19.472891 0.0104 0.8750 0.4712 0.0036 13 3 15.2184 0.0342
840053 DESIXJ12411573+1123140 190.315537 11.387215 0.0019 0.9460 0.7831 0.0025 23 5 13.0700 0.0557
840842 DESIXJ08120382+4113527 123.015922 41.231313 0.1327 0.5408 0.8282 0.0078 320 12 16.4171 0.1295
841075 DESIXJ11501214+0957457 177.550575 9.962693 0.0654 0.9037 0.7269 0.0088 114 2 16.3616 0.0320
841511 DESIXJ11550117+2527395 178.754854 25.460965 0.0202 0.6250 0.3132 0.0094 43 6 16.7792 0.1026
841827 DESIXJ00443066+1428184 11.127754 14.471779 0.0548 0.4551 0.5233 0.0313 85 2 16.6552 0.1505
841886 DESIXJ13592827+5542253 209.867805 55.707038 0.0355 0.6320 0.3714 0.0227 99 9 16.5771 0.1117
842255 DESIXJ11525231+6123375 178.217950 61.393754 0.0426 0.4889 0.5004 0.0289 90 3 16.4218 0.1472
842470 DESIXJ13493416+1029239 207.392350 10.489968 0.1535 0.5377 0.6583 0.0293 262 5 16.4534 0.1287
845146 DESIXJ16225927+3028356 245.746953 30.476560 0.2332 0.7331 1.3054 0.0300 502 27 17.1507 0.0785
848663 DESIXJ15233770+3749028 230.907098 37.817438 0.0232 0.6027 0.6997 0.0145 29 13 14.5901 0.1121
850049 DESIXJ23265539+0221295 351.730784 2.358196 0.0185 0.6688 0.4137 0.0066 83 2 15.5292 0.0936
850897 DESIXJ01002587-0839154 15.107805 -8.654283 0.0559 0.3142 0.3705 0.0250 52 1 14.9349 0.1881
852310 DESIXJ11172739+0436145 169.364139 4.604026 0.0058 0.3856 1.5856 0.0844 34 4 13.5694 0.1882
855255 DESIXJ23130169-0732144 348.257044 -7.537331 0.0842 0.6817 0.8943 0.0284 154 21 15.4539 0.0916
859242 DESIXJ17070968+4013244 256.790331 40.223443 0.0271 0.4376 0.4886 0.0111 50 8 15.4289 0.1571
865316 DESIXJ10570808+1821285 164.283685 18.357926 0.0555 0.8483 0.6680 0.0181 230 11 14.9411 0.0589
867880 DESIXJ00204934+0516544 5.205576 5.281791 0.0839 0.5331 0.7734 0.0335 287 2 16.4404 0.1297
875629 DESIXJ13020044+4251412 195.501822 42.861451 0.0435 0.3428 0.7919 0.0154 149 13 15.8685 0.1818
876267 DESIXJ01443804-0603377 26.158482 -6.060481 0.0608 0.5079 0.7627 0.0149 201 6 15.5109 0.1424
876859 DESIXJ03173145-0201017 49.381039 -2.017130 0.0278 0.6144 0.6070 0.0203 117 1 16.1880 0.1081
876992 DESIXJ08093596+4135409 122.399816 41.594682 0.0023 0.5714 0.4928 0.0045 26 1 14.6233 0.1188
877218 DESIXJ02560473-1122092 44.019711 -11.369235 0.0052 0.7147 0.2551 0.0171 11 2 16.5017 0.0787
878319 DESIXJ21573458+1638370 329.394103 16.643611 0.0256 0.4192 0.6686 0.0190 143 1 13.8153 0.1592
880296 DESIXJ03232402-1538530 50.850090 -15.648042 0.0348 0.4787 0.6269 0.0166 161 1 14.7508 0.1465
880840 DESIXJ14574043+3145561 224.418477 31.765581 0.0746 0.4807 0.7879 0.0300 154 24 16.2333 0.1446
881749 DESIXJ00160101+0535229 4.004221 5.589701 0.1386 0.6473 0.8193 0.0164 227 7 15.9450 0.0971
881807 DESIXJ00020973-0211583 0.540540 -2.199519 0.0282 0.5198 0.4202 0.0207 85 4 15.7918 0.1320
882459 DESIXJ17103050+5700066 257.627066 57.001830 0.0277 0.9414 0.2841 0.0083 49 4 17.1081 0.0323
884530 DESIXJ04002374-0848293 60.098916 -8.808143 0.1111 0.5041 0.4923 0.0205 17 10 16.8620 0.1390
885178 DESIXJ03073440-1154382 46.893330 -11.910619 0.0298 0.4345 0.4232 0.0188 74 2 15.2452 0.1584
885978 DESIXJ01304974-0238263 22.707267 -2.640636 0.0183 0.6475 0.2525 0.0253 75 3 15.3364 0.0977
887973 DESIXJ10041390-0746474 151.057921 -7.779831 0.0472 0.4903 0.4524 0.0353 60 1 17.0217 0.1449
895178 DESIXJ01285798-0410405 22.241572 -4.177926 0.0820 0.6492 0.8057 0.0153 36 23 16.3176 0.1094

897000 DESIXJ17004171+5321334 255.173805 53.359291 0.0037 0.7262 0.3620 0.0044 10 7 15.7755 0.0793
901509 DESIXJ21532853-0804118 328.368860 -8.069942 0.0844 0.8362 0.5967 0.0101 209 3 15.4868 0.0587
901575 DESIXJ08590036+5234131 134.751503 52.570308 0.0287 0.8124 0.4676 0.0067 83 2 15.1585 0.0591
902051 DESIXJ14124528+0933077 213.188657 9.552133 0.0241 0.6241 0.4263 0.0143 88 1 16.3960 0.1056
902772 DESIXJ10465915+6003218 161.746467 60.056057 0.0185 0.3450 0.4953 0.0280 64 4 16.3488 0.1847

903818 DESIXJ08214066+4410111 125.419435 44.169749 0.0240 0.9606 0.5995 0.0097 175 1 15.2803 0.0239
904377 DESIXJ14092532+1309232 212.355516 13.156447 0.0613 0.9366 0.3344 0.0108 45 1 16.4961 0.0289
905230 DESIXJ16450885+4336350 251.286892 43.609732 0.0266 0.7185 0.3647 0.0087 86 3 16.8163 0.0820
908708 DESIXJ14442940+0510348 221.122507 5.176339 0.0146 0.4432 0.3821 0.0056 31 4 15.9480 0.1527
909851 DESIXJ11030109+1307472 165.754534 13.129785 0.0600 0.3144 0.8194 0.0600 236 11 15.5059 0.1935
910209 DESIXJ16320204+4311489 248.008501 43.196913 0.0309 0.7571 0.4496 0.0156 72 1 15.9860 0.0727
910721 DESIXJ13251550+1316332 201.314604 13.275889 0.0217 0.6432 0.4275 0.0232 67 2 15.6591 0.1017
913104 DESIXJ11204596+2111153 170.191489 21.187586 0.0205 0.6159 0.3514 0.0228 51 2 17.1359 0.1096
914057 DESIXJ14403035+1428387 220.126471 14.477414 0.0179 0.7045 0.3175 0.0166 28 3 17.6339 0.0850
915423 DESIXJ12594074+1308134 194.919767 13.137048 0.0516 0.8954 0.4294 0.0110 10 4 16.2122 0.0352
915986 DESIXJ13460707+5806014 206.529475 58.100400 0.0698 0.7480 0.6548 0.0090 138 3 15.5576 0.0740
916423 DESIXJ13392289+2333387 204.845393 23.560755 0.0259 0.5617 0.3954 0.0262 81 9 17.3664 0.1260
916822 DESIXJ12542520+2220588 193.604992 22.349671 0.0948 0.5992 0.5765 0.0354 148 13 16.9572 0.1130
917414 DESIXJ15521141+2456450 238.047526 24.945843 0.0927 0.3649 0.8849 0.0435 250 6 15.8937 0.1765
917975 DESIXJ14415815+6247521 220.492291 62.797818 0.0526 0.7565 0.5071 0.0117 140 4 16.1879 0.0727
918335 DESIXJ23210162+0754535 350.256753 7.914874 0.0127 0.5592 0.8114 0.0206 114 1 14.1456 0.1269
919071 DESIXJ15552417+3610269 238.850692 36.174152 0.0084 0.6806 0.5317 0.0083 29 7 15.8468 0.0903
920513 DESIXJ14590072+2217337 224.752980 22.292700 0.1254 0.2949 0.6772 0.0554 214 3 16.7415 0.1988
920990 DESIXJ13181628+1117024 199.567851 11.284007 0.0515 0.6560 0.4499 0.0270 96 2 16.7372 0.0998
922552 DESIXJ01163799+1434275 19.158283 14.574300 0.0425 0.2850 0.3564 0.0652 83 1 16.2171 0.2013
925572 DESIXJ11192586+6229025 169.857740 62.484028 0.0109 0.8264 0.4084 0.0238 33 11 14.7066 0.0541
925835 DESIXJ10242741+0602294 156.114203 6.041493 0.1218 0.7111 0.7274 0.0114 259 4 16.0899 0.0847
925925 DESIXJ12184290+0547201 184.678736 5.788909 0.0086 0.7363 0.6779 0.0058 71 18 14.9194 0.0776
929184 DESIXJ15290993+4054252 232.291390 40.907013 0.0088 0.4662 0.3915 0.0051 46 9 16.1299 0.1480
930513 DESIXJ09145780+1107139 138.740839 11.120531 0.0612 0.4931 0.2423 0.0386 91 0 15.8008 0.1429
931373 DESIXJ11393454+5642236 174.893934 56.706542 0.0661 0.6929 0.6108 0.0171 148 6 16.2210 0.0890
933546 DESIXJ12414670+1129180 190.444588 11.488344 0.0041 0.6660 0.6121 0.0036 87 25 13.9890 0.0989
934309 DESIXJ13121582+5851256 198.065898 58.857113 0.0524 0.6793 0.4084 0.0170 69 5 17.2041 0.0907
937287 DESIXJ08420333+0646097 130.513870 6.769364 0.0621 0.4523 0.2741 0.0488 101 0 16.7732 0.1546
937677 DESIXJ08134033+1651381 123.418042 16.860585 0.0431 0.7542 0.4141 0.0233 95 1 15.8170 0.0703

940192 DESIXJ00534316-0746203 13.429819 -7.772309 0.0555 0.8337 0.5467 0.0168 171 1 15.7344 0.0470
