# SGA_ID DESI_NAME RA Dec z_desi V_0p4R26  V_0p4R26_err  V_PEC  V_ERR_PEC
1321978 DESIXJ02054416-0533565 31.433998 -5.565700 0.0756 98 2 12250 827
1327853 DESIXJ07073125+6248057 106.880193 62.801588 0.0450 258 5 -6781 602
1332442 DESIXJ12454787-0025549 191.449452 -0.431926 0.0056 22 5 235 512
1337125 DESIXJ22534606+0628231 343.441927 6.473073 0.0237 57 6 4683 964
1341092 DESIXJ14033462+0151297 210.894268 1.858237 0.0242 31 6 2089 1879
1341691 DESIXJ09233757-0627176 140.906534 -6.454886 0.0335 84 3 4149 513
1343114 DESIXJ11134570-0346220 168.440417 -3.772777 0.0515 83 0 25787 650
1347014 DESIXJ08473520+0033427 131.896652 0.561857 0.0583 122 2 723 560
1356955 DESIXJ15572553+2517403 239.356372 25.294535 0.0749 197 2 -2495 535
1365622 DESIXJ10083496+0709220 152.145682 7.156122 0.1640 203 2 8272 1611
1367576 DESIXJ11591154-0142254 179.798073 -1.707065 0.0203 44 2 3193 401
1372178 DESIXJ16071883+1213303 241.828464 12.225094 0.0633 142 2 -1258 469
1374933 DESIXJ11120042+0407490 168.001750 4.130276 0.0300 264 2 -7233 175
1377298 DESIXJ15150331+4543285 228.763784 45.724590 0.0973 143 3 3910 1348
1381471 DESIXJ15194491+0624460 229.937140 6.412790 0.1426 282 7 993 1544
1382772 DESIXJ11564553-0117351 179.189721 -1.293084 0.0192 91 1 515 170
1386761 DESIXJ13452680+0325543 206.361683 3.431748 0.0681 126 2 9110 532
1388577 DESIXJ18345850+5004590 278.743752 50.083056 0.0446 88 3 3418 690
1397342 DESIXJ08533302-0249228 133.387575 -2.823008 0.0406 50 1 11693 551
1412816 DESIXJ08571163-0220496 134.298445 -2.347100 0.0400 137 2 3383 404
1415614 DESIXJ10201263-0308121 155.052610 -3.136689 0.0488 94 0 7750 648
1419627 DESIXJ14101743-0637386 212.572613 -6.627381 0.0560 54 1 25412 752
1421106 DESIXJ01474985-0018139 26.957719 -0.303874 0.0183 33 9 2243 2396
1424377 DESIXJ12443343-0219083 191.139287 -2.318984 0.0053 30 1 350 91
1427317 DESIXJ15301923+0143155 232.580137 1.720960 0.1166 249 8 4017 1476
1429347 DESIXJ02302549-0145597 37.606211 -1.766583 0.0541 77 1 16152 374
1431226 DESIXJ12101403+5250554 182.558449 52.848730 0.0352 106 2 -401 382
1433560 DESIXJ23255096+0125176 351.462348 1.421566 0.0322 85 16 2639 2527
5001163 DESIXJ12413719+0114435 190.404973 1.245426 0.0414 13 9 23966 12837
5003016 DESIXJ07533920+6826512 118.413352 68.447566 0.1169 106 1 26850 1113
