# SGA_ID DESI_NAME RA Dec z_desi V_0p4R26  V_0p4R26_err  V_PEC  V_ERR_PEC
598903 DESIXJ09392948-0310152 144.872838 -3.170879 0.0568 108 4 15798 968
606187 DESIXJ09494754-0250455 147.448063 -2.845977 0.1287 263 8 5300 1622
617156 DESIXJ10145237-0335355 153.718189 -3.593182 0.0757 154 1 1185 523
620625 DESIXJ06585924+6711442 104.746829 67.195618 0.0742 107 2 18233 827
630728 DESIXJ20435100-0618430 310.962509 -6.311932 0.0513 100 1 9336 306
630732 DESIXJ16054512+3033539 241.437998 30.564960 0.0569 73 6 13407 1849
632563 DESIXJ08285671+1532153 127.236292 15.537578 0.0551 128 6 -2956 1027
633175 DESIXJ15052115-0202034 226.338145 -2.034284 0.0338 50 0 15590 250
634044 DESIXJ21314486+1019252 322.936916 10.323670 0.0972 144 5 7148 1466
635124 DESIXJ16481739+3550281 252.072473 35.841126 0.0316 134 1 1959 225
635410 DESIXJ15222086-0134133 230.586920 -1.570352 0.0334 66 2 6221 550
636501 DESIXJ16045620+3031328 241.234186 30.525787 0.0554 185 3 1854 465
638518 DESIXJ12013358-0252292 180.389917 -2.874771 0.0822 169 0 6344 482
640049 DESIXJ13331841-0156243 203.326725 -1.940076 0.0904 329 3 -12860 632
640815 DESIXJ12421785+0328076 190.574394 3.468786 0.0024 84 26 -1374 345
641505 DESIXJ08121341+2616027 123.055874 26.267411 0.0246 184 4 -2857 261
643233 DESIXJ09505343+3626433 147.722629 36.445362 0.0229 57 0 5130 185
643460 DESIXJ14460564+3538551 221.523505 35.648649 0.0647 101 7 2189 1894
645364 DESIXJ10081426+0504481 152.059402 5.080016 0.0530 30 10 32659 8520
649753 DESIXJ12335057+6219358 188.460700 62.326609 0.0756 158 1 5846 373
649960 DESIXJ12015087-0039195 180.461947 -0.655405 0.0196 62 7 13 943
650220 DESIXJ11235929+5752478 170.997023 57.879944 0.0523 104 4 3847 955
652685 DESIXJ02030038-0015056 30.751579 -0.251558 0.0429 108 1 4537 344
653395 DESIXJ14111817+0125597 212.825717 1.433239 0.0255 27 2 8420 997
659599 DESIXJ12432550+6151213 190.856235 61.855913 0.1060 125 4 9323 1639
661545 DESIXJ03250416-0023250 51.267354 -0.390274 0.0407 180 3 -5622 396
673799 DESIXJ17164960+3906001 259.206646 39.100014 0.0862 102 2 30024 983
679088 DESIXJ14234048+3625217 215.918664 36.422699 0.0283 60 1 5223 330
680361 DESIXJ10440863-0232419 161.035974 -2.544970 0.0368 18 1 29665 1200
680479 DESIXJ08153839+0515231 123.909969 5.256429 0.0140 37 15 1159 2797
681873 DESIXJ11533320-0556472 178.388321 -5.946437 0.0753 97 1 25452 609
682528 DESIXJ01233116+0808422 20.879825 8.145067 0.0491 158 5 738 658
688136 DESIXJ16291757+2451296 247.323202 24.858219 0.0409 136 1 5838 261
689553 DESIXJ02152260-0308260 33.844168 -3.140545 0.0419 147 11 1684 1252
693621 DESIXJ00035747+0752474 0.989479 7.879825 0.0678 188 10 15249 1377
695280 DESIXJ10121102-0335533 153.045902 -3.598148 0.0584 192 3 -1746 444
695846 DESIXJ11442986-0423276 176.124403 -4.391006 0.1052 270 7 149 1242
697209 DESIXJ08544334-0526595 133.680585 -5.449872 0.0750 181 2 -3486 442
698690 DESIXJ11500160-0643334 177.506665 -6.725941 0.0860 275 1 -8407 564
699129 DESIXJ14265114-0323408 216.713073 -3.394654 0.0304 21 4 14568 2761
700756 DESIXJ13333534+0105238 203.397253 1.089944 0.0781 142 1 13351 506
701359 DESIXJ10391923-0351140 159.830123 -3.853902 0.0651 75 1 20399 457
703805 DESIXJ08423081+0208046 130.628378 2.134620 0.0743 109 4 15592 1084
704336 DESIXJ09451079-0501346 146.294946 -5.026285 0.0588 20 4 41055 5213
706736 DESIXJ10343623-0738234 158.650957 -7.639844 0.0340 144 4 -5231 412
707067 DESIXJ10392526+0143055 159.855252 1.718208 0.0024 51 3 -677 61
707336 DESIXJ11002075-0500281 165.086456 -5.007806 0.0681 22 5 60826 7248
710429 DESIXJ13331097-0406155 203.295689 -4.104316 0.0613 50 1 25547 591
716778 DESIXJ04104018-1528165 62.667416 -15.471256 0.0875 214 5 201 1021
719041 DESIXJ17461177+3417008 266.549061 34.283542 0.0889 340 5 -5862 767
720664 DESIXJ12271007+6059599 186.791951 60.999963 0.0628 63 3 18079 1282
722111 DESIXJ12564647+0747473 194.193606 7.796479 0.0502 216 2 -997 318
723476 DESIXJ09470509+0543344 146.771225 5.726216 0.0463 91 12 -804 2536
728498 DESIXJ14181779+0658177 214.574143 6.971583 0.0286 81 1 1348 198
729036 DESIXJ11394729+0508064 174.947054 5.135121 0.0983 228 1 -1690 522
732222 DESIXJ11453382+3434082 176.390900 34.568937 0.0333 282 4 -4825 268
732520 DESIXJ15204138+0119478 230.172408 1.329932 0.0900 339 3 -9315 730
732983 DESIXJ10465829+0010334 161.742879 0.175939 0.0492 141 4 -2288 565
733643 DESIXJ07580037+2708418 119.501536 27.144952 0.0959 179 6 704 1289
733838 DESIXJ15260502+0810022 231.520911 8.167265 0.0641 214 10 -1112 1230
734434 DESIXJ22020945+0102401 330.539361 1.044472 0.0630 190 3 680 538
734448 DESIXJ11300010+0408196 172.500427 4.138785 0.0681 105 2 4877 792
734827 DESIXJ08211010+1241595 125.292097 12.699860 0.0557 211 2 -6548 340
735665 DESIXJ13210628+0216584 200.276153 2.282881 0.0398 114 0 5442 193
736378 DESIXJ13090674-0118270 197.278100 -1.307496 0.0243 61 1 343 314
736576 DESIXJ03210237+0113289 50.259856 1.224697 0.0226 219 8 -13607 354
738935 DESIXJ16032303+3241061 240.845947 32.685018 0.1147 218 15 4746 2956
740630 DESIXJ13385434-0146404 204.726427 -1.777876 0.0223 68 2 2475 368
741864 DESIXJ10322222+4912060 158.092579 49.201680 0.1023 210 7 4434 1393
742925 DESIXJ13142883+3341092 198.620121 33.685887 0.0374 188 7 -4500 592
743680 DESIXJ12393397-0051132 189.891523 -0.853669 0.0240 97 6 -431 628
743894 DESIXJ10354947-0014203 158.956135 -0.238973 0.0280 225 3 -8573 212
747490 DESIXJ15052625+0528362 226.359370 5.476714 0.0851 178 1 1912 513
751654 DESIXJ11022250-0048520 165.593756 -0.814450 0.0337 43 2 4787 785
752300 DESIXJ14052459+3151427 211.352453 31.861875 0.0873 158 8 4366 1809
752373 DESIXJ09481608+0706470 147.066992 7.113062 0.0865 221 4 -5425 682
753713 DESIXJ13274567+4647437 201.940299 46.795460 0.0598 130 5 4140 964
754200 DESIXJ12144873-0320257 183.703026 -3.340475 0.0744 107 1 17550 456
755177 DESIXJ15003932+0101516 225.163842 1.030998 0.0709 295 1 -6037 373
755496 DESIXJ09091150+0050075 137.297930 0.835421 0.0394 202 3 -1458 288
760759 DESIXJ12484508+6129454 192.187816 61.495941 0.0540 29 5 23679 4081
766100 DESIXJ12435350-0812143 190.972900 -8.203971 0.0491 108 2 6298 581
767731 DESIXJ20584171+0718172 314.673774 7.304783 0.0700 148 3 6744 624
769266 DESIXJ17091881+2749019 257.328383 27.817201 0.0633 28 2 40381 2346
769898 DESIXJ11551550-0457426 178.814586 -4.961838 0.0480 36 1 25249 890
773021 DESIXJ13461543-0627579 206.564308 -6.466091 0.0950 259 4 693 743
777719 DESIXJ10195434-0533194 154.976396 -5.555386 0.0474 129 2 191 348
778111 DESIXJ17132825+1753402 258.367701 17.894493 0.0345 171 3 -1066 291
778757 DESIXJ10573303-0838494 164.387626 -8.647046 0.0673 103 1 14802 686
781547 DESIXJ02163987-0447473 34.166130 -4.796470 0.0695 142 4 7945 916
783408 DESIXJ11210606-0428353 170.275247 -4.476476 0.0653 197 3 -5688 583
787672 DESIXJ15451439+0046197 236.309953 0.772152 0.0128 71 10 1157 704
794745 DESIXJ07072507+4426156 106.854456 44.437669 0.0518 232 19 959 1625
799236 DESIXJ12192401-0038174 184.850042 -0.638164 0.0212 27 22 8014 6940
800720 DESIXJ10334009-0343365 158.417028 -3.726818 0.0375 52 1 9226 352
806226 DESIXJ11020150-0649297 165.506251 -6.824906 0.0310 39 5 8806 1715
807243 DESIXJ04520427-0256257 73.017786 -2.940478 0.0140 43 3 3488 474
809697 DESIXJ13085432+3620385 197.226321 36.344021 0.0388 92 3 2247 550
814907 DESIXJ15290268+3307080 232.261186 33.118900 0.0837 220 0 -4570 449
815517 DESIXJ10310704+4800533 157.779323 48.014803 0.0586 284 2 -6033 408
816887 DESIXJ09301434+3942155 142.559746 39.704307 0.0435 101 1 2792 383
820696 DESIXJ14594592+3258568 224.941335 32.982445 0.1298 191 3 5632 973
823174 DESIXJ13102756+0141358 197.614834 1.693276 0.0374 107 3 -5929 447
823885 DESIXJ07324068+4211415 113.169520 42.194852 0.0414 129 3 -2005 513
823898 DESIXJ11444944+3348315 176.205991 33.808737 0.0313 197 3 -2993 277
823975 DESIXJ08280347+0628025 127.014450 6.467350 0.0643 122 2 -1251 478
824679 DESIXJ10332397+0302213 158.349892 3.039262 0.0684 188 2 -826 405
825186 DESIXJ14484278+3151099 222.178255 31.852755 0.0874 71 1 33205 663
826154 DESIXJ07333457+2929304 113.394040 29.491781 0.0854 391 5 -18241 647
826371 DESIXJ12395802+6438163 189.991743 64.637865 0.1008 88 2 35484 1302
830602 DESIXJ10252591+0532038 156.357944 5.534389 0.0429 130 3 378 494
833482 DESIXJ13033264+3339215 195.886016 33.655974 0.0492 191 7 -3836 802
833914 DESIXJ15375358+2952008 234.473257 29.866896 0.0617 133 3 303 605
834112 DESIXJ23134736-0008093 348.447315 -0.135927 0.0282 93 2 1581 313
834900 DESIXJ09174530+0103193 139.438747 1.055370 0.0272 25 1 13703 556
835205 DESIXJ11115229+5639387 167.967880 56.660739 0.0473 77 0 8781 386
835998 DESIXJ14381293+0714584 219.553883 7.249563 0.0294 76 2 3860 313
836407 DESIXJ11103810+0053274 167.658759 0.890957 0.0251 117 3 -2010 310
837796 DESIXJ16140399+3108026 243.516605 31.134058 0.0226 21 1 13097 703
838939 DESIXJ10214890+0307322 155.453754 3.125623 0.0624 254 2 -5224 368
839146 DESIXJ16183276+3529103 244.636510 35.486206 0.0346 99 3 8984 510
842692 DESIXJ12260766+5335029 186.531929 53.584128 0.0605 178 3 944 582
847192 DESIXJ10205486+0325562 155.228576 3.432280 0.0942 245 2 -5226 550
848249 DESIXJ09024559+0324425 135.689956 3.411811 0.0270 96 3 1131 400
851623 DESIXJ23245973+0759528 351.248867 7.997989 0.0376 111 3 2051 411
857872 DESIXJ15060334+0211057 226.513924 2.184909 0.0055 104 8 -2276 180
859471 DESIXJ11380513-0847070 174.521395 -8.785265 0.0228 83 6 -2621 726
860861 DESIXJ09181911-0737419 139.579609 -7.628308 0.0536 139 1 7001 263
861377 DESIXJ10061441-0629447 151.560034 -6.495753 0.0556 89 2 7000 798
861924 DESIXJ07444804+6933552 116.200153 69.565333 0.0130 25 4 3530 869
869010 DESIXJ12443225-0512227 191.134381 -5.206312 0.0233 31 2 5588 647
869982 DESIXJ14225236+4037213 215.718161 40.622591 0.0179 26 8 4763 2594
874194 DESIXJ22410856+2939075 340.285661 29.652092 0.0686 313 5 -3400 658
874425 DESIXJ11444680-0540402 176.195017 -5.677826 0.0925 178 9 4291 1861
876764 DESIXJ03414481-0210395 55.436716 -2.177628 0.0355 35 1 20158 570
876861 DESIXJ07385813+5205320 114.742213 52.092235 0.0405 185 0 -3168 218
883945 DESIXJ23294952-0611538 352.456337 -6.198274 0.0325 34 2 8876 917
884582 DESIXJ08412695-0106334 130.362287 -1.109286 0.0485 131 1 715 295
903096 DESIXJ10542165+0211361 163.590227 2.193354 0.0262 23 8 8423 4876
904539 DESIXJ15451543+2942142 236.314301 29.703949 0.0311 140 2 -1801 212
905136 DESIXJ10324588+0009100 158.191155 0.152769 0.0655 202 3 -8417 545
906206 DESIXJ13031252+0800201 195.802165 8.005576 0.0589 29 4 34766 3167
909454 DESIXJ14180658+3714009 214.527437 37.233572 0.0681 229 6 -2234 792
910944 DESIXJ09141130+0049055 138.547088 0.818188 0.0551 208 1 -3291 290
915866 DESIXJ15280061+0749041 232.002540 7.817812 0.0766 73 1 22758 808
919302 DESIXJ16092416+3300007 242.350653 33.000200 0.0529 202 2 4628 347
920075 DESIXJ11494627+0031586 177.442799 0.532944 0.0770 83 2 14441 941
920923 DESIXJ11404307+5516004 175.179472 55.266783 0.0641 65 2 10957 995
924471 DESIXJ15014908+0003233 225.454514 0.056476 0.0406 38 2 15715 1064
925202 DESIXJ09053785+0000118 136.407719 0.003267 0.0187 43 9 2175 1659
925413 DESIXJ12423007+6319290 190.625276 63.324727 0.0924 116 2 11702 965
925811 DESIXJ11381741+0036485 174.572547 0.613476 0.0032 41 21 -1194 826
926284 DESIXJ10181785+0320555 154.574367 3.348757 0.0329 178 0 -1518 132
928876 DESIXJ12101542+0016096 182.564266 0.269332 0.1003 169 5 9702 1294
929027 DESIXJ15390888+3224254 234.786986 32.407069 0.0315 258 2 -6861 211
929420 DESIXJ10484799+0210402 162.199965 2.177847 0.0403 70 4 9098 1069
930997 DESIXJ15023815+3108048 225.658938 31.134674 0.0793 206 2 -1999 501
931927 DESIXJ15483718-0014381 237.154909 -0.243922 0.0548 39 1 25293 1018
932529 DESIXJ15385818+3549171 234.742422 35.821407 0.0766 24 4 50641 5346
933819 DESIXJ12240777+0135369 186.032372 1.593583 0.0762 217 1 -1792 386
933910 DESIXJ12142480+6346137 183.603332 63.770482 0.0097 66 3 -864 215
934023 DESIXJ11111252+0304345 167.802172 3.076246 0.0315 164 4 -483 341
937988 DESIXJ09464744+4226199 146.697685 42.438852 0.0754 265 3 -9026 545
944453 DESIXJ11094415-0338390 167.433969 -3.644163 0.0392 96 2 2935 367
945976 DESIXJ01564430+0217359 29.184594 2.293314 0.1063 213 2 7520 652
947495 DESIXJ14274547-0036099 216.939471 -0.602746 0.0237 117 4 1021 341
948471 DESIXJ10491721-0257432 162.321715 -2.962008 0.0601 139 0 3305 289
953496 DESIXJ16573284+2525509 254.386843 25.430809 0.0511 61 4 12240 1404
959668 DESIXJ09202662-0101071 140.110914 -1.018650 0.0288 207 0 -3698 158
961235 DESIXJ10551418-0710150 163.809096 -7.170821 0.0611 115 3 2066 721
961547 DESIXJ15245761+4015006 231.240046 40.250154 0.0320 68 6 -88 1086
962721 DESIXJ13584620-0401422 209.692520 -4.028394 0.0873 239 5 3793 779
964338 DESIXJ17344401+4245006 263.683391 42.750153 0.0359 23 2 21216 1673
973574 DESIXJ10223002-0431273 155.625072 -4.524249 0.0393 116 5 -1765 671
982209 DESIXJ10193573-0302324 154.898872 -3.042329 0.0620 128 6 3082 1224
986596 DESIXJ01213708-0131385 20.404500 -1.527363 0.0635 267 4 -5155 479
987557 DESIXJ10580155-0530028 164.506470 -5.500788 0.0507 96 5 6102 1097
989410 DESIXJ10502060+0225108 162.585851 2.419661 0.0724 183 1 -7447 409
989966 DESIXJ15062892+0344204 226.620502 3.739013 0.0911 220 3 -3298 652
990990 DESIXJ14373530+3755377 219.397087 37.927129 0.0319 75 1 7967 322
996842 DESIXJ13231892+0241469 200.828844 2.696349 0.0791 208 12 -302 1790
997706 DESIXJ16113275+3347381 242.886451 33.793911 0.0514 79 3 16995 864
999074 DESIXJ02415673-0101499 40.486370 -1.030540 0.0440 102 7 1793 1132
999622 DESIXJ15323179+0540069 233.132461 5.668571 0.0330 103 4 1743 536
1001156 DESIXJ11423572-0132392 175.648846 -1.544223 0.0734 121 4 9207 970
1003319 DESIXJ14044418+0529466 211.184101 5.496273 0.0540 136 6 2266 946
1003419 DESIXJ09032231+0319206 135.842958 3.322392 0.0262 22 2 10616 1195
1004070 DESIXJ13360792+0330341 204.033016 3.509486 0.0236 82 0 2967 150
1006041 DESIXJ13132881+0413316 198.370048 4.225434 0.0982 121 1 22716 864
1007510 DESIXJ16065008+1147290 241.708655 11.791384 0.0690 279 1 -4894 372
1008194 DESIXJ13223569-0258345 200.648711 -2.976237 0.0914 211 7 3592 1231
1010879 DESIXJ10072403+0033012 151.850135 0.550343 0.0976 224 6 -630 1165
1012505 DESIXJ11250495+5012539 171.270626 50.214983 0.0265 66 1 1405 304
1014918 DESIXJ13095917+5053422 197.496526 50.895044 0.0638 169 1 1602 426
1018780 DESIXJ12030101-0017287 180.754195 -0.291299 0.0404 179 0 -930 179
1018877 DESIXJ16191929+3432281 244.830356 34.541138 0.0332 103 2 7761 312
1020959 DESIXJ11465281+6543278 176.720040 65.724379 0.0453 194 6 -468 612
1028061 DESIXJ12422984+6440232 190.624322 64.673119 0.0750 58 5 18458 2641
1035927 DESIXJ14074831-0548001 211.951294 -5.800037 0.0674 78 3 15975 1015
1044026 DESIXJ19010235+6424591 285.259792 64.416408 0.0616 202 6 -4905 777
1048737 DESIXJ07232696+3218433 110.862352 32.312018 0.0262 109 1 -251 181
1051371 DESIXJ09065689+0310513 136.737029 3.180928 0.0268 113 1 3037 176
1053663 DESIXJ09371653-0151365 144.318860 -1.860128 0.0578 215 0 -2745 276
1053964 DESIXJ09415215-0553295 145.467298 -5.891520 0.0587 97 2 11543 587
1057085 DESIXJ11210228-0126302 170.259489 -1.441711 0.0243 166 2 -3446 161
1057508 DESIXJ10262745+6035344 156.614384 60.592892 0.0312 114 25 43 2783
1078557 DESIXJ10204146+0446372 155.172733 4.776999 0.0574 174 1 -1667 443
1081099 DESIXJ00465530-0022174 11.730435 -0.371488 0.0674 168 9 2948 1487
1084110 DESIXJ15591400+3125559 239.808345 31.432197 0.0814 219 3 2812 601
1086712 DESIXJ12171911+0221383 184.329639 2.360637 0.0756 96 17 14512 5230
1088746 DESIXJ15161494+3518045 229.062234 35.301243 0.0663 240 2 -2442 510
1091638 DESIXJ16550524+1711379 253.771826 17.193858 0.0360 111 2 1284 319
1091986 DESIXJ10205358-0049031 155.223241 -0.817541 0.0344 27 7 9824 3671
1093318 DESIXJ09353508+5503106 143.896179 55.052958 0.0584 104 10 -2877 2210
1093661 DESIXJ14523191-0120423 223.132953 -1.345091 0.0430 106 1 5799 304
1093980 DESIXJ16041456+1112131 241.060666 11.203650 0.0428 209 1 -3535 227
1094046 DESIXJ11221311+0329257 170.554639 3.490482 0.0338 118 1 688 220
1097762 DESIXJ11301194+0149384 172.549744 1.827324 0.0500 224 2 -531 346
1100875 DESIXJ14124955+0348459 213.206448 3.812752 0.0253 25 7 6085 3107
1101408 DESIXJ15442183+0501511 236.090971 5.030872 0.0897 281 4 -6377 731
1101446 DESIXJ14595873+0501030 224.994688 5.017509 0.0799 403 3 -12922 535
1101759 DESIXJ01214201-0044299 20.425054 -0.741626 0.0537 154 3 -651 506
1104792 DESIXJ15441224+4137487 236.051000 41.630194 0.0227 112 9 -4127 733
1106401 DESIXJ07571803+2707510 119.325117 27.130831 0.0642 136 12 -1512 2295
1108036 DESIXJ15352017-0036173 233.834039 -0.604806 0.0660 135 1 6507 414
1108372 DESIXJ22500099+0030353 342.504113 0.509819 0.0631 121 4 10065 885
1109233 DESIXJ02404388+0031372 40.182849 0.527005 0.0466 149 7 2060 879
1109610 DESIXJ13011371+5806440 195.307106 58.112222 0.0280 32 1 15051 415
1114028 DESIXJ11112111+0024343 167.837977 0.409527 0.0643 140 2 3998 446
1118161 DESIXJ12281725-0106569 187.071873 -1.115794 0.0326 38 1 7098 566
1126043 DESIXJ11531764-0306164 178.323498 -3.104549 0.0526 151 21 -12440 2803
1126259 DESIXJ22442582+2919070 341.107569 29.318611 0.0441 207 4 -2852 397
1128306 DESIXJ08331903-0134110 128.329282 -1.569731 0.0746 54 1 37025 680
1131323 DESIXJ09534712-0252163 148.446343 -2.871196 0.1381 230 8 11055 1915
1131477 DESIXJ17574738+6334561 269.447432 63.582242 0.0891 403 1 -19786 710
1131845 DESIXJ11282716-0828355 172.113179 -8.476535 0.0497 117 6 6089 1026
1147440 DESIXJ01092018+1733293 17.334081 17.558133 0.0748 210 3 6557 517
1148269 DESIXJ11343395-0516185 173.641451 -5.271808 0.0772 199 6 4208 954
1148584 DESIXJ12571872+2528390 194.327987 25.477513 0.0772 136 2 11516 631
1149804 DESIXJ11550101+7254475 178.754189 72.913205 0.0408 134 4 -1923 569
1156527 DESIXJ08384894-0237508 129.703914 -2.630792 0.0450 125 0 5039 213
1161372 DESIXJ08233507+0313144 125.896114 3.220659 0.0098 36 4 957 483
1164233 DESIXJ11345315-0824536 173.721469 -8.414881 0.0285 179 2 -4378 235
1166153 DESIXJ10284677-0150432 157.194888 -1.845335 0.0329 34 1 12405 661
1169171 DESIXJ12184948-0114131 184.706186 -1.236977 0.0698 158 7 8284 1218
1171457 DESIXJ15442592+0504372 236.107985 5.077012 0.0391 134 3 -2088 403
1173931 DESIXJ22251657+1021191 336.319031 10.355302 0.1061 173 10 12102 2358
1177536 DESIXJ14450022+0124306 221.250913 1.408506 0.0338 213 1 -4708 177
1177650 DESIXJ15553520+0627487 238.896658 6.463535 0.0514 162 4 2947 513
1179655 DESIXJ10342493+0225130 158.603896 2.420265 0.1271 91 5 38666 2642
1180819 DESIXJ11400731-0251362 175.030459 -2.860057 0.1224 141 2 24685 911
1180856 DESIXJ13343246-0316193 203.635268 -3.272029 0.0224 27 7 9761 2604
1181119 DESIXJ21300688+0052501 322.528680 0.880575 0.0308 10 6 21775 8392
1182800 DESIXJ20552737+0020480 313.864052 0.346655 0.0233 60 18 108 3356
1183726 DESIXJ11221905+0035053 170.579364 0.584793 0.1049 195 1 6012 569
1185038 DESIXJ11455897+0135178 176.495698 1.588277 0.0750 249 4 -377 786
1187524 DESIXJ12541640-0202043 193.568351 -2.034537 0.0165 33 0 5193 204
1187567 DESIXJ14054288+0930442 211.428660 9.512274 0.0547 658 6 -22904 480
1188094 DESIXJ13451282+4748443 206.303411 47.812298 0.0794 216 2 -2246 568
1188646 DESIXJ07471087+3226048 116.795312 32.434668 0.0590 124 6 505 1258
1191487 DESIXJ17070826+3512014 256.784411 35.200377 0.0366 12 4 25604 6397
1191750 DESIXJ13431228+0317562 205.801179 3.298957 0.0712 142 2 4098 571
1192323 DESIXJ16045433+1207392 241.226357 12.127562 0.0401 472 5 -21717 317
1194131 DESIXJ14580837+4808072 224.534888 48.135320 0.0495 236 5 -6838 561
1194410 DESIXJ09105125+0201187 137.713558 2.021872 0.0545 177 3 -5017 435
1195112 DESIXJ11554057+6339027 178.919042 63.650756 0.1103 94 2 19673 1334
1195722 DESIXJ15374771+2925241 234.448801 29.423351 0.0821 90 5 12108 2043
1198517 DESIXJ08244424+0745306 126.184343 7.758492 0.0834 66 6 37910 3082
1201319 DESIXJ14224397-0101433 215.683209 -1.028708 0.0388 98 1 119 338
1202542 DESIXJ12200320+3301431 185.013314 33.028630 0.0247 70 0 2914 185
1206329 DESIXJ12111070+5728190 182.794568 57.471934 0.0473 334 6 -5289 446
1207756 DESIXJ12552955-0244163 193.873122 -2.737862 0.0722 284 3 -6711 653
1215442 DESIXJ08575125-0106490 134.463539 -1.113622 0.0597 170 6 2768 889
1217875 DESIXJ10482522-0321183 162.105074 -3.355091 0.0705 219 1 1405 357
1218700 DESIXJ18221318+4905436 275.554924 49.095457 0.0540 201 4 -73 551
1226215 DESIXJ14484803-0342573 222.200118 -3.715906 0.0031 61 7 -787 143
1229756 DESIXJ22310432+2304368 337.767993 23.076880 0.0851 259 9 -11744 1234
1230572 DESIXJ21263466+0544164 321.644406 5.737886 0.0463 190 6 -5628 633
1234118 DESIXJ18104367+3700094 272.681961 37.002611 0.0983 222 3 18376 2376
1237817 DESIXJ10530382+0437542 163.265905 4.631719 0.0193 66 8 5347 910
1239455 DESIXJ17402655+3429335 265.110638 34.492649 0.0435 85 0 11416 309
1248293 DESIXJ09415046-0719488 145.460264 -7.330222 0.0062 106 4 -2161 94
1248425 DESIXJ07255049+3637251 111.460395 36.623644 0.0146 74 5 -710 438
1253239 DESIXJ11315132-0702436 172.963838 -7.045450 0.0817 164 2 6399 635
1258442 DESIXJ15015363+1357181 225.473440 13.955019 0.0348 115 4 -2042 512
1259085 DESIXJ11404415+3653312 175.183938 36.891993 0.1063 193 9 7345 1945
1259817 DESIXJ13120197+0035328 198.008192 0.592453 0.0191 45 4 824 730
1262107 DESIXJ13082924+5529403 197.121813 55.494535 0.0648 143 3 -1902 783
1262620 DESIXJ14541653+1937230 223.568861 19.623044 0.0395 53 6 8680 1820
1264973 DESIXJ14074766+5322136 211.948575 53.370452 0.0832 290 3 -3625 607
1265811 DESIXJ11500926+5322123 177.538593 53.370084 0.0523 157 1 5017 336
1268948 DESIXJ10341908+0324234 158.579489 3.406495 0.0738 159 1 4464 340
1269556 DESIXJ13203462+0437086 200.144259 4.619056 0.0642 126 3 8752 707
1269681 DESIXJ09262297-0043039 141.595717 -0.717753 0.0186 32 2 4299 544
1269937 DESIXJ14485904+0218526 222.245995 2.314621 0.0339 32 5 9335 2175
1270585 DESIXJ13292133-0037574 202.338858 -0.632598 0.0367 72 2 2946 554
1271018 DESIXJ14245516+3147250 216.229838 31.790265 0.0640 171 3 3727 517
1276963 DESIXJ11355743-0016236 173.989274 -0.273216 0.0653 373 0 -12957 377
1277460 DESIXJ14271037+0445267 216.793209 4.757428 0.0270 101 1 -416 214
1279860 DESIXJ13071283+0209311 196.803469 2.158650 0.0815 71 2 22965 1034
1284501 DESIXJ10194936-0101214 154.955673 -1.022618 0.0435 135 0 3931 243
1284553 DESIXJ22333373+1358406 338.390558 13.977953 0.0668 101 12 4585 3044
1285305 DESIXJ11485676-0231540 177.236496 -2.531658 0.0598 80 6 13109 1744
1287007 DESIXJ07380015+3114574 114.500643 31.249280 0.0192 672 41 -15219 471
1288271 DESIXJ15372431+0033144 234.351277 0.554011 0.0494 97 3 6612 767
1290876 DESIXJ12441171+0336243 191.048786 3.606741 0.0028 194 26 -2263 147
1293039 DESIXJ13234073+0121426 200.919691 1.361835 0.0568 230 5 569 603
1295220 DESIXJ14042971+0708325 211.123806 7.142353 0.0629 230 5 -3969 668
1295412 DESIXJ21221216+0014330 320.550646 0.242507 0.0870 133 4 10627 1102
1296737 DESIXJ08042114+3546533 121.088087 35.781465 0.0304 94 1 2121 254
1298051 DESIXJ21460786+0103462 326.532768 1.062830 0.0147 37 2 3245 369
1298232 DESIXJ09313832-0628013 142.909660 -6.467035 0.0609 246 1 -2458 362
1299287 DESIXJ18132973+3319518 273.373880 33.331048 0.0450 155 2 2757 321
1315997 DESIXJ11252461-0442063 171.352554 -4.701753 0.0346 43 5 9240 1791
1316980 DESIXJ14043779+0006320 211.157440 0.108884 0.0244 75 11 -1703 1485
1320681 DESIXJ19164192+6358170 289.174659 63.971400 -0.0005 38 13 0 0
1320824 DESIXJ14223829-0619352 215.659527 -6.326447 0.0567 380 1 -11581 379
1326253 DESIXJ02292117-0635567 37.338196 -6.599075 0.0476 164 1 1670 298
1326902 DESIXJ04143137-0410374 63.630693 -4.177051 0.0309 217 5 -7919 356
1327859 DESIXJ02275078-0624131 36.961572 -6.403626 0.0480 24 4 27593 3041
1330217 DESIXJ11080798-0253396 167.033255 -2.894338 0.0333 138 3 -3413 309
1332447 DESIXJ23223329+0934467 350.638703 9.579636 0.0273 104 1 1613 221
1333185 DESIXJ18194779+4756423 274.949125 47.945093 0.0251 64 4 5892 730
1334780 DESIXJ17082681+1003513 257.111705 10.064237 0.0512 189 2 2890 336
1336746 DESIXJ04230975-0231143 65.790643 -2.520636 0.0315 87 2 -1334 312
1336983 DESIXJ08181322+0445587 124.555086 4.766317 0.0139 43 2 2348 258
1342675 DESIXJ10432799-0056452 160.866620 -0.945898 0.0383 86 2 -4937 383
1349848 DESIXJ15365342+3808192 234.222602 38.138663 0.0649 210 2 -7966 434
1351430 DESIXJ09391632+0446371 144.817994 4.776981 0.1437 200 1 20183 673
