SGA_ID,Predicted_Type_spiral,Predicted_Type_elliptical,Predicted_Type_irregular,Predicted_Type_lenticular,Predicted_Type
9684.0,Spiral,Other,Other,Other,Spiral
9594.0,Spiral,Other,Other,Other,Spiral
9554.0,Other,Other,Irregular,Other,Irregular
9476.0,Spiral,Other,Other,Other,Spiral
9387.0,Spiral,Other,Other,Other,Spiral
9368.0,Spiral,Other,Other,Other,Spiral
9268.0,Other,Elliptical,Other,Other,Elliptical
9267.0,Other,Other,Other,Lenticular,Lenticular
9242.0,Other,Other,Irregular,Other,Irregular
9235.0,Spiral,Other,Other,Other,Spiral
9746.0,Spiral,Other,Other,Other,Spiral
10375.0,Spiral,Other,Other,Other,Spiral
10381.0,Other,Other,Irregular,Other,Irregular
11250.0,Other,Other,Irregular,Other,Irregular
11216.0,Spiral,Other,Other,Other,Spiral
11213.0,Spiral,Other,Other,Other,Spiral
11171.0,Spiral,Other,Other,Other,Spiral
11040.0,Spiral,Other,Other,Other,Spiral
10947.0,Spiral,Other,Other,Other,Spiral
10936.0,Other,Other,Irregular,Other,Irregular
10861.0,Spiral,Other,Other,Other,Spiral
10829.0,Other,Other,Irregular,Other,Irregular
10825.0,Spiral,Other,Other,Other,Spiral
10804.0,Spiral,Other,Other,Other,Spiral
10723.0,Spiral,Other,Other,Other,Spiral
10717.0,Spiral,Other,Other,Other,Spiral
10464.0,Spiral,Other,Other,Other,Spiral
10477.0,Spiral,Other,Other,Other,Spiral
10483.0,Spiral,Other,Other,Other,Spiral
10524.0,Spiral,Other,Other,Other,Spiral
9234.0,Spiral,Other,Other,Other,Spiral
10555.0,Spiral,Other,Other,Other,Spiral
10660.0,Spiral,Other,Other,Other,Spiral
10666.0,Spiral,Other,Other,Other,Spiral
10685.0,Spiral,Other,Other,Other,Spiral
10697.0,Spiral,Other,Other,Other,Spiral
10573.0,Spiral,Other,Other,Other,Spiral
9180.0,Spiral,Other,Other,Other,Spiral
9052.0,Spiral,Other,Other,Other,Spiral
8226.0,Spiral,Other,Other,Other,Spiral
8208.0,Spiral,Other,Other,Other,Spiral
8185.0,Spiral,Other,Other,Other,Spiral
8173.0,Spiral,Other,Other,Other,Spiral
8119.0,Spiral,Other,Other,Other,Spiral
8106.0,Spiral,Other,Other,Other,Spiral
8082.0,Spiral,Other,Other,Other,Spiral
8072.0,Spiral,Other,Other,Other,Spiral
8048.0,Spiral,Other,Other,Other,Spiral
8035.0,Spiral,Other,Other,Other,Spiral
8019.0,Spiral,Other,Other,Other,Spiral
8007.0,Other,Other,Irregular,Other,Irregular
7993.0,Spiral,Other,Other,Other,Spiral
7883.0,Spiral,Other,Other,Other,Spiral
7877.0,Spiral,Other,Other,Other,Spiral
7553.0,Spiral,Other,Other,Other,Spiral
7580.0,Spiral,Other,Other,Other,Spiral
7630.0,Spiral,Other,Other,Other,Spiral
7695.0,Other,Other,Irregular,Other,Irregular
7748.0,Other,Elliptical,Other,Other,Elliptical
8240.0,Other,Other,Irregular,Other,Irregular
7774.0,Spiral,Other,Other,Other,Spiral
7805.0,Spiral,Other,Other,Other,Spiral
7846.0,Spiral,Other,Other,Other,Spiral
11261.0,Spiral,Other,Other,Other,Spiral
8256.0,Other,Other,Irregular,Other,Irregular
9015.0,Spiral,Other,Other,Other,Spiral
8973.0,Spiral,Other,Other,Other,Spiral
8959.0,Spiral,Other,Other,Other,Spiral
8953.0,Spiral,Other,Other,Other,Spiral
8952.0,Spiral,Other,Other,Other,Spiral
8948.0,Other,Other,Irregular,Other,Irregular
8890.0,Spiral,Other,Other,Other,Spiral
8857.0,Spiral,Other,Other,Other,Spiral
8816.0,Spiral,Other,Other,Other,Spiral
8763.0,Other,Other,Irregular,Other,Irregular
8740.0,Other,Other,Irregular,Other,Irregular
8721.0,Spiral,Other,Other,Other,Spiral
8631.0,Other,Other,Irregular,Other,Irregular
8282.0,Other,Other,Irregular,Other,Irregular
8300.0,Spiral,Other,Other,Other,Spiral
8303.0,Spiral,Other,Other,Other,Spiral
8314.0,Other,Other,Irregular,Other,Irregular
8321.0,Other,Other,Irregular,Other,Irregular
8258.0,Spiral,Other,Other,Other,Spiral
8503.0,Spiral,Other,Other,Other,Spiral
8508.0,Spiral,Other,Other,Other,Spiral
8548.0,Other,Other,Irregular,Other,Irregular
8583.0,Spiral,Other,Other,Other,Spiral
8605.0,Other,Other,Irregular,Other,Irregular
8505.0,Other,Other,Irregular,Other,Irregular
11337.0,Spiral,Other,Other,Other,Spiral
11413.0,Spiral,Other,Other,Other,Spiral
14055.0,Other,Other,Irregular,Other,Irregular
14020.0,Spiral,Other,Other,Other,Spiral
14013.0,Spiral,Other,Other,Other,Spiral
13997.0,Spiral,Other,Other,Other,Spiral
13976.0,Spiral,Other,Other,Other,Spiral
13973.0,Spiral,Other,Other,Other,Spiral
13972.0,Spiral,Other,Other,Other,Spiral
13942.0,Spiral,Other,Other,Other,Spiral
13873.0,Spiral,Other,Other,Other,Spiral
13862.0,Spiral,Other,Other,Other,Spiral
13817.0,Spiral,Other,Other,Other,Spiral
13387.0,Other,Other,Irregular,Other,Irregular
13398.0,Other,Other,Other,Lenticular,Lenticular
13443.0,Spiral,Other,Other,Other,Spiral
13497.0,Other,Other,Irregular,Other,Irregular
13515.0,Spiral,Other,Other,Other,Spiral
13545.0,Other,Other,Irregular,Other,Irregular
13560.0,Spiral,Other,Other,Other,Spiral
13682.0,Other,Other,Irregular,Other,Irregular
13685.0,Spiral,Other,Other,Other,Spiral
13738.0,Spiral,Other,Other,Other,Spiral
13556.0,Spiral,Other,Other,Other,Spiral
13351.0,Other,Other,Irregular,Other,Irregular
14079.0,Spiral,Other,Other,Other,Spiral
15096.0,Spiral,Other,Other,Other,Spiral
15030.0,Spiral,Other,Other,Other,Spiral
14986.0,Spiral,Other,Other,Other,Spiral
14925.0,Spiral,Other,Other,Other,Spiral
14913.0,Other,Other,Irregular,Other,Irregular
14853.0,Spiral,Other,Other,Other,Spiral
14846.0,Spiral,Other,Other,Other,Spiral
14820.0,Spiral,Other,Other,Other,Spiral
14794.0,Other,Other,Irregular,Other,Irregular
14187.0,Other,Other,Irregular,Other,Irregular
14225.0,Spiral,Other,Other,Other,Spiral
14395.0,Spiral,Other,Other,Other,Spiral
14434.0,Spiral,Other,Other,Other,Spiral
14600.0,Other,Other,Irregular,Other,Irregular
14696.0,Other,Other,Irregular,Other,Irregular
14697.0,Spiral,Other,Other,Other,Spiral
14703.0,Spiral,Other,Other,Other,Spiral
14463.0,Other,Other,Irregular,Other,Irregular
7537.0,Spiral,Other,Other,Other,Spiral
13329.0,Spiral,Other,Other,Other,Spiral
12245.0,Other,Other,Irregular,Other,Irregular
12187.0,Other,Other,Irregular,Other,Irregular
12177.0,Spiral,Other,Other,Other,Spiral
12169.0,Spiral,Other,Other,Other,Spiral
12160.0,Spiral,Other,Other,Other,Spiral
12158.0,Spiral,Other,Other,Other,Spiral
12143.0,Spiral,Other,Other,Other,Spiral
12119.0,Spiral,Other,Other,Other,Spiral
12036.0,Other,Other,Irregular,Other,Irregular
12013.0,Spiral,Other,Other,Other,Spiral
11998.0,Spiral,Other,Other,Other,Spiral
11985.0,Spiral,Other,Other,Other,Spiral
11972.0,Spiral,Other,Other,Other,Spiral
11516.0,Spiral,Other,Other,Other,Spiral
11574.0,Spiral,Other,Other,Other,Spiral
11686.0,Spiral,Other,Other,Other,Spiral
12277.0,Spiral,Other,Other,Other,Spiral
11692.0,Spiral,Other,Other,Other,Spiral
11790.0,Spiral,Other,Other,Other,Spiral
11799.0,Spiral,Other,Other,Other,Spiral
13330.0,Other,Other,Irregular,Other,Irregular
12296.0,Other,Other,Irregular,Other,Irregular
13320.0,Other,Other,Irregular,Other,Irregular
13224.0,Spiral,Other,Other,Other,Spiral
13199.0,Other,Other,Irregular,Other,Irregular
13188.0,Spiral,Other,Other,Other,Spiral
13152.0,Spiral,Other,Other,Other,Spiral
13079.0,Spiral,Other,Other,Other,Spiral
13048.0,Spiral,Other,Other,Other,Spiral
13026.0,Spiral,Other,Other,Other,Spiral
12907.0,Spiral,Other,Other,Other,Spiral
12898.0,Spiral,Other,Other,Other,Spiral
12789.0,Spiral,Other,Other,Other,Spiral
12712.0,Spiral,Other,Other,Other,Spiral
12347.0,Other,Other,Irregular,Other,Irregular
12412.0,Other,Other,Irregular,Other,Irregular
12444.0,Other,Other,Irregular,Other,Irregular
12491.0,Spiral,Other,Other,Other,Spiral
12510.0,Other,Other,Irregular,Other,Irregular
12549.0,Other,Other,Irregular,Other,Irregular
12299.0,Other,Other,Irregular,Other,Irregular
12578.0,Other,Other,Irregular,Other,Irregular
12657.0,Spiral,Other,Other,Other,Spiral
12681.0,Spiral,Other,Other,Other,Spiral
12577.0,Spiral,Other,Other,Other,Spiral
7457.0,Spiral,Other,Other,Other,Spiral
2576.0,Spiral,Other,Other,Other,Spiral
2526.0,Other,Other,Irregular,Other,Irregular
2483.0,Other,Other,Irregular,Other,Irregular
2480.0,Spiral,Other,Other,Other,Spiral
2426.0,Spiral,Other,Other,Other,Spiral
2394.0,Spiral,Other,Other,Other,Spiral
2371.0,Spiral,Other,Other,Other,Spiral
2348.0,Spiral,Other,Other,Other,Spiral
2320.0,Other,Other,Irregular,Other,Irregular
2316.0,Other,Other,Irregular,Other,Irregular
2314.0,Spiral,Other,Other,Other,Spiral
2308.0,Spiral,Other,Other,Other,Spiral
2228.0,Other,Other,Irregular,Other,Irregular
2125.0,Spiral,Other,Other,Other,Spiral
1805.0,Spiral,Other,Other,Other,Spiral
1835.0,Spiral,Other,Other,Other,Spiral
1849.0,Spiral,Other,Other,Other,Spiral
1858.0,Spiral,Other,Other,Other,Spiral
1871.0,Spiral,Other,Other,Other,Spiral
1923.0,Spiral,Other,Other,Other,Spiral
2588.0,Other,Other,Irregular,Other,Irregular
1988.0,Spiral,Other,Other,Other,Spiral
2023.0,Spiral,Other,Other,Other,Spiral
2039.0,Other,Other,Irregular,Other,Irregular
2111.0,Spiral,Other,Other,Other,Spiral
1787.0,Other,Other,Irregular,Other,Irregular
2667.0,Other,Other,Irregular,Other,Irregular
3537.0,Spiral,Other,Other,Other,Spiral
3523.0,Spiral,Other,Other,Other,Spiral
3510.0,Spiral,Other,Other,Other,Spiral
3486.0,Spiral,Other,Other,Other,Spiral
3461.0,Spiral,Other,Other,Other,Spiral
3432.0,Spiral,Other,Other,Other,Spiral
3420.0,Spiral,Other,Other,Other,Spiral
3391.0,Spiral,Other,Other,Other,Spiral
3338.0,Spiral,Other,Other,Other,Spiral
3285.0,Spiral,Other,Other,Other,Spiral
3258.0,Spiral,Other,Other,Other,Spiral
3246.0,Spiral,Other,Other,Other,Spiral
2697.0,Other,Other,Irregular,Other,Irregular
2700.0,Spiral,Other,Other,Other,Spiral
2711.0,Spiral,Other,Other,Other,Spiral
2733.0,Other,Other,Irregular,Other,Irregular
2735.0,Spiral,Other,Other,Other,Spiral
2804.0,Other,Other,Other,Lenticular,Lenticular
2994.0,Spiral,Other,Other,Other,Spiral
3106.0,Other,Other,Irregular,Other,Irregular
3194.0,Spiral,Other,Other,Other,Spiral
2982.0,Spiral,Other,Other,Other,Spiral
3559.0,Other,Other,Irregular,Other,Irregular
1750.0,Spiral,Other,Other,Other,Spiral
1663.0,Spiral,Other,Other,Other,Spiral
692.0,Spiral,Other,Other,Other,Spiral
669.0,Spiral,Other,Other,Other,Spiral
628.0,Spiral,Other,Other,Other,Spiral
566.0,Spiral,Other,Other,Other,Spiral
562.0,Other,Other,Irregular,Other,Irregular
485.0,Other,Other,Irregular,Other,Irregular
469.0,Other,Other,Irregular,Other,Irregular
454.0,Spiral,Other,Other,Other,Spiral
425.0,Spiral,Other,Other,Other,Spiral
424.0,Spiral,Other,Other,Other,Spiral
402.0,Spiral,Other,Other,Other,Spiral
391.0,Spiral,Other,Other,Other,Spiral
338.0,Spiral,Other,Other,Other,Spiral
317.0,Spiral,Other,Other,Other,Spiral
20.0,Other,Other,Irregular,Other,Irregular
32.0,Spiral,Other,Other,Other,Spiral
53.0,Spiral,Other,Other,Other,Spiral
63.0,Spiral,Other,Other,Other,Spiral
74.0,Spiral,Other,Other,Other,Spiral
117.0,Spiral,Other,Other,Other,Spiral
209.0,Spiral,Other,Other,Other,Spiral
267.0,Spiral,Other,Other,Other,Spiral
76.0,Spiral,Other,Other,Other,Spiral
1701.0,Spiral,Other,Other,Other,Spiral
780.0,Spiral,Other,Other,Other,Spiral
1657.0,Other,Other,Irregular,Other,Irregular
1629.0,Spiral,Other,Other,Other,Spiral
1583.0,Spiral,Other,Other,Other,Spiral
1528.0,Spiral,Other,Other,Other,Spiral
1451.0,Other,Other,Irregular,Other,Irregular
1448.0,Spiral,Other,Other,Other,Spiral
1384.0,Other,Other,Irregular,Other,Irregular
1358.0,Spiral,Other,Other,Other,Spiral
1297.0,Spiral,Other,Other,Other,Spiral
1289.0,Spiral,Other,Other,Other,Spiral
1198.0,Spiral,Other,Other,Other,Spiral
795.0,Spiral,Other,Other,Other,Spiral
822.0,Other,Other,Irregular,Other,Irregular
872.0,Other,Other,Irregular,Other,Irregular
873.0,Spiral,Other,Other,Other,Spiral
761.0,Spiral,Other,Other,Other,Spiral
922.0,Spiral,Other,Other,Other,Spiral
937.0,Spiral,Other,Other,Other,Spiral
993.0,Spiral,Other,Other,Other,Spiral
1052.0,Spiral,Other,Other,Other,Spiral
1135.0,Other,Other,Irregular,Other,Irregular
923.0,Spiral,Other,Other,Other,Spiral
3662.0,Spiral,Other,Other,Other,Spiral
3720.0,Spiral,Other,Other,Other,Spiral
6428.0,Other,Other,Irregular,Other,Irregular
6425.0,Other,Other,Irregular,Other,Irregular
6390.0,Spiral,Other,Other,Other,Spiral
6289.0,Other,Other,Irregular,Other,Irregular
6250.0,Other,Other,Irregular,Other,Irregular
6200.0,Spiral,Other,Other,Other,Spiral
6140.0,Spiral,Other,Other,Other,Spiral
6069.0,Spiral,Other,Other,Other,Spiral
6066.0,Spiral,Other,Other,Other,Spiral
6053.0,Spiral,Other,Other,Other,Spiral
6048.0,Spiral,Other,Other,Other,Spiral
6037.0,Spiral,Other,Other,Other,Spiral
5771.0,Other,Other,Irregular,Other,Irregular
5808.0,Other,Other,Irregular,Other,Irregular
5837.0,Spiral,Other,Other,Other,Spiral
5891.0,Spiral,Other,Other,Other,Spiral
6470.0,Other,Other,Irregular,Other,Irregular
5946.0,Spiral,Other,Other,Other,Spiral
5975.0,Spiral,Other,Other,Other,Spiral
5997.0,Spiral,Other,Other,Other,Spiral
5998.0,Spiral,Other,Other,Other,Spiral
6015.0,Spiral,Other,Other,Other,Spiral
5958.0,Spiral,Other,Other,Other,Spiral
5735.0,Spiral,Other,Other,Other,Spiral
6473.0,Other,Other,Irregular,Other,Irregular
6537.0,Spiral,Other,Other,Other,Spiral
7426.0,Spiral,Other,Other,Other,Spiral
7419.0,Other,Other,Irregular,Other,Irregular
7390.0,Spiral,Other,Other,Other,Spiral
7310.0,Spiral,Other,Other,Other,Spiral
7298.0,Spiral,Other,Other,Other,Spiral
7280.0,Spiral,Other,Other,Other,Spiral
7278.0,Other,Other,Irregular,Other,Irregular
7194.0,Spiral,Other,Other,Other,Spiral
7185.0,Other,Other,Irregular,Other,Irregular
7150.0,Spiral,Other,Other,Other,Spiral
7137.0,Spiral,Other,Other,Other,Spiral
7122.0,Spiral,Other,Other,Other,Spiral
7113.0,Spiral,Other,Other,Other,Spiral
7087.0,Other,Other,Other,Lenticular,Lenticular
6653.0,Spiral,Other,Other,Other,Spiral
6671.0,Spiral,Other,Other,Other,Spiral
6735.0,Spiral,Other,Other,Other,Spiral
6741.0,Other,Other,Irregular,Other,Irregular
6493.0,Other,Other,Irregular,Other,Irregular
6880.0,Other,Other,Irregular,Other,Irregular
6933.0,Spiral,Other,Other,Other,Spiral
6958.0,Other,Other,Irregular,Other,Irregular
7061.0,Spiral,Other,Other,Other,Spiral
6907.0,Spiral,Other,Other,Other,Spiral
5732.0,Spiral,Other,Other,Other,Spiral
5717.0,Spiral,Other,Other,Other,Spiral
4582.0,Spiral,Other,Other,Other,Spiral
4540.0,Spiral,Other,Other,Other,Spiral
4516.0,Spiral,Other,Other,Other,Spiral
4492.0,Spiral,Other,Other,Other,Spiral
4473.0,Spiral,Other,Other,Other,Spiral
4422.0,Spiral,Other,Other,Other,Spiral
4414.0,Spiral,Other,Other,Other,Spiral
4392.0,Spiral,Other,Other,Other,Spiral
4381.0,Spiral,Other,Other,Other,Spiral
4331.0,Spiral,Other,Other,Other,Spiral
4207.0,Spiral,Other,Other,Other,Spiral
4198.0,Spiral,Other,Other,Other,Spiral
4190.0,Spiral,Other,Other,Other,Spiral
3727.0,Other,Other,Irregular,Other,Irregular
3728.0,Other,Other,Irregular,Other,Irregular
3752.0,Spiral,Other,Other,Other,Spiral
3768.0,Spiral,Other,Other,Other,Spiral
3805.0,Other,Other,Irregular,Other,Irregular
3865.0,Other,Other,Irregular,Other,Irregular
4614.0,Spiral,Other,Other,Other,Spiral
3881.0,Spiral,Other,Other,Other,Spiral
4014.0,Spiral,Other,Other,Other,Spiral
4016.0,Spiral,Other,Other,Other,Spiral
4030.0,Other,Other,Irregular,Other,Irregular
4134.0,Spiral,Other,Other,Other,Spiral
4136.0,Other,Other,Irregular,Other,Irregular
4008.0,Spiral,Other,Other,Other,Spiral
5729.0,Spiral,Other,Other,Other,Spiral
4634.0,Spiral,Other,Other,Other,Spiral
4650.0,Spiral,Other,Other,Other,Spiral
5716.0,Spiral,Other,Other,Other,Spiral
5651.0,Spiral,Other,Other,Other,Spiral
5598.0,Spiral,Other,Other,Other,Spiral
5578.0,Other,Other,Irregular,Other,Irregular
5568.0,Other,Other,Other,Lenticular,Lenticular
5567.0,Spiral,Other,Other,Other,Spiral
5563.0,Spiral,Other,Other,Other,Spiral
5505.0,Spiral,Other,Other,Other,Spiral
5482.0,Spiral,Other,Other,Other,Spiral
5208.0,Other,Other,Irregular,Other,Irregular
5135.0,Spiral,Other,Other,Other,Spiral
5102.0,Spiral,Other,Other,Other,Spiral
5049.0,Spiral,Other,Other,Other,Spiral
4664.0,Other,Other,Irregular,Other,Irregular
4709.0,Spiral,Other,Other,Other,Spiral
4712.0,Spiral,Other,Other,Other,Spiral
4740.0,Spiral,Other,Other,Other,Spiral
4636.0,Spiral,Other,Other,Other,Spiral
4825.0,Spiral,Other,Other,Other,Spiral
4864.0,Spiral,Other,Other,Other,Spiral
5000.0,Spiral,Other,Other,Other,Spiral
5007.0,Spiral,Other,Other,Other,Spiral
5039.0,Spiral,Other,Other,Other,Spiral
4858.0,Other,Other,Irregular,Other,Irregular
15280.0,Spiral,Other,Other,Other,Spiral
25010.0,Spiral,Other,Other,Other,Spiral
25003.0,Spiral,Other,Other,Other,Spiral
24980.0,Spiral,Other,Other,Other,Spiral
24960.0,Other,Other,Other,Lenticular,Lenticular
24930.0,Spiral,Other,Other,Other,Spiral
24833.0,Spiral,Other,Other,Other,Spiral
24790.0,Spiral,Other,Other,Other,Spiral
24786.0,Spiral,Other,Other,Other,Spiral
24776.0,Spiral,Other,Other,Other,Spiral
24737.0,Spiral,Other,Other,Other,Spiral
24466.0,Spiral,Other,Other,Other,Spiral
24489.0,Spiral,Other,Other,Other,Spiral
24516.0,Spiral,Other,Other,Other,Spiral
24538.0,Spiral,Other,Other,Other,Spiral
24551.0,Spiral,Other,Other,Other,Spiral
25152.0,Spiral,Other,Other,Other,Spiral
24563.0,Spiral,Other,Other,Other,Spiral
24616.0,Spiral,Other,Other,Other,Spiral
24680.0,Spiral,Other,Other,Other,Spiral
24718.0,Spiral,Other,Other,Other,Spiral
24719.0,Other,Other,Irregular,Other,Irregular
24599.0,Spiral,Other,Other,Other,Spiral
24454.0,Spiral,Other,Other,Other,Spiral
25175.0,Spiral,Other,Other,Other,Spiral
25304.0,Spiral,Other,Other,Other,Spiral
26064.0,Spiral,Other,Other,Other,Spiral
26049.0,Spiral,Other,Other,Other,Spiral
26014.0,Other,Other,Irregular,Other,Irregular
25869.0,Spiral,Other,Other,Other,Spiral
25840.0,Spiral,Other,Other,Other,Spiral
25814.0,Other,Other,Irregular,Other,Irregular
25803.0,Other,Other,Irregular,Other,Irregular
25801.0,Spiral,Other,Other,Other,Spiral
25798.0,Other,Other,Irregular,Other,Irregular
25797.0,Spiral,Other,Other,Other,Spiral
25730.0,Spiral,Other,Other,Other,Spiral
25723.0,Spiral,Other,Other,Other,Spiral
25668.0,Other,Other,Irregular,Other,Irregular
25632.0,Spiral,Other,Other,Other,Spiral
25313.0,Spiral,Other,Other,Other,Spiral
25347.0,Spiral,Other,Other,Other,Spiral
25365.0,Other,Other,Irregular,Other,Irregular
25373.0,Spiral,Other,Other,Other,Spiral
25389.0,Spiral,Other,Other,Other,Spiral
25194.0,Spiral,Other,Other,Other,Spiral
25461.0,Spiral,Other,Other,Other,Spiral
25573.0,Spiral,Other,Other,Other,Spiral
25599.0,Spiral,Other,Other,Other,Spiral
25524.0,Spiral,Other,Other,Other,Spiral
26090.0,Spiral,Other,Other,Other,Spiral
24448.0,Other,Other,Irregular,Other,Irregular
24432.0,Spiral,Other,Other,Other,Spiral
23431.0,Spiral,Other,Other,Other,Spiral
23287.0,Spiral,Other,Other,Other,Spiral
23113.0,Other,Other,Irregular,Other,Irregular
23070.0,Spiral,Other,Other,Other,Spiral
23029.0,Other,Other,Irregular,Other,Irregular
22641.0,Spiral,Other,Other,Other,Spiral
22647.0,Spiral,Other,Other,Other,Spiral
22735.0,Spiral,Other,Other,Other,Spiral
22751.0,Spiral,Other,Other,Other,Spiral
22843.0,Spiral,Other,Other,Other,Spiral
22871.0,Spiral,Other,Other,Other,Spiral
22927.0,Spiral,Other,Other,Other,Spiral
22953.0,Other,Other,Irregular,Other,Irregular
22977.0,Spiral,Other,Other,Other,Spiral
23011.0,Spiral,Other,Other,Other,Spiral
22807.0,Other,Other,Irregular,Other,Irregular
24443.0,Spiral,Other,Other,Other,Spiral
23613.0,Spiral,Other,Other,Other,Spiral
24343.0,Spiral,Other,Other,Other,Spiral
24320.0,Spiral,Other,Other,Other,Spiral
24250.0,Spiral,Other,Other,Other,Spiral
24225.0,Other,Other,Irregular,Other,Irregular
24212.0,Spiral,Other,Other,Other,Spiral
24156.0,Spiral,Other,Other,Other,Spiral
24144.0,Spiral,Other,Other,Other,Spiral
24070.0,Spiral,Other,Other,Other,Spiral
24062.0,Spiral,Other,Other,Other,Spiral
24048.0,Spiral,Other,Other,Other,Spiral
23952.0,Spiral,Other,Other,Other,Spiral
23943.0,Spiral,Other,Other,Other,Spiral
23652.0,Spiral,Other,Other,Other,Spiral
23668.0,Spiral,Other,Other,Other,Spiral
23609.0,Spiral,Other,Other,Other,Spiral
23794.0,Spiral,Other,Other,Other,Spiral
23812.0,Spiral,Other,Other,Other,Spiral
23819.0,Other,Other,Irregular,Other,Irregular
23740.0,Spiral,Other,Other,Other,Spiral
22619.0,Spiral,Other,Other,Other,Spiral
26225.0,Spiral,Other,Other,Other,Spiral
29104.0,Other,Other,Irregular,Other,Irregular
29061.0,Spiral,Other,Other,Other,Spiral
29037.0,Other,Other,Irregular,Other,Irregular
28979.0,Spiral,Other,Other,Other,Spiral
28760.0,Spiral,Other,Other,Other,Spiral
28742.0,Spiral,Other,Other,Other,Spiral
28694.0,Other,Other,Irregular,Other,Irregular
28666.0,Spiral,Other,Other,Other,Spiral
28626.0,Spiral,Other,Other,Other,Spiral
28524.0,Other,Other,Irregular,Other,Irregular
28070.0,Other,Other,Irregular,Other,Irregular
28147.0,Other,Other,Irregular,Other,Irregular
28163.0,Spiral,Other,Other,Other,Spiral
28169.0,Spiral,Other,Other,Other,Spiral
28253.0,Other,Other,Irregular,Other,Irregular
28255.0,Spiral,Other,Other,Other,Spiral
28257.0,Spiral,Other,Other,Other,Spiral
28334.0,Spiral,Other,Other,Other,Spiral
28345.0,Spiral,Other,Other,Other,Spiral
28464.0,Other,Other,Irregular,Other,Irregular
28269.0,Spiral,Other,Other,Other,Spiral
28037.0,Spiral,Other,Other,Other,Spiral
29264.0,Spiral,Other,Other,Other,Spiral
29364.0,Other,Other,Irregular,Other,Irregular
30103.0,Other,Other,Irregular,Other,Irregular
30081.0,Spiral,Other,Other,Other,Spiral
29976.0,Spiral,Other,Other,Other,Spiral
29953.0,Spiral,Other,Other,Other,Spiral
29952.0,Spiral,Other,Other,Other,Spiral
29932.0,Spiral,Other,Other,Other,Spiral
29919.0,Spiral,Other,Other,Other,Spiral
29861.0,Spiral,Other,Other,Other,Spiral
29859.0,Other,Other,Irregular,Other,Irregular
29746.0,Spiral,Other,Other,Other,Spiral
29405.0,Other,Other,Irregular,Other,Irregular
29487.0,Spiral,Other,Other,Other,Spiral
29506.0,Spiral,Other,Other,Other,Spiral
29534.0,Spiral,Other,Other,Other,Spiral
29579.0,Other,Other,Irregular,Other,Irregular
29687.0,Spiral,Other,Other,Other,Spiral
29707.0,Other,Other,Irregular,Other,Irregular
29603.0,Other,Other,Irregular,Other,Irregular
26160.0,Other,Other,Irregular,Other,Irregular
28027.0,Spiral,Other,Other,Other,Spiral
27994.0,Other,Other,Irregular,Other,Irregular
26964.0,Spiral,Other,Other,Other,Spiral
26927.0,Spiral,Other,Other,Other,Spiral
26906.0,Spiral,Other,Other,Other,Spiral
26839.0,Other,Other,Irregular,Other,Irregular
26826.0,Spiral,Other,Other,Other,Spiral
26818.0,Spiral,Other,Other,Other,Spiral
26813.0,Spiral,Other,Other,Other,Spiral
26759.0,Spiral,Other,Other,Other,Spiral
26715.0,Spiral,Other,Other,Other,Spiral
26328.0,Spiral,Other,Other,Other,Spiral
26347.0,Other,Other,Irregular,Other,Irregular
26355.0,Spiral,Other,Other,Other,Spiral
26412.0,Spiral,Other,Other,Other,Spiral
27003.0,Spiral,Other,Other,Other,Spiral
26446.0,Spiral,Other,Other,Other,Spiral
26548.0,Spiral,Other,Other,Other,Spiral
26669.0,Spiral,Other,Other,Other,Spiral
26677.0,Spiral,Other,Other,Other,Spiral
26699.0,Other,Other,Irregular,Other,Irregular
26540.0,Spiral,Other,Other,Other,Spiral
27009.0,Spiral,Other,Other,Other,Spiral
27085.0,Spiral,Other,Other,Other,Spiral
27989.0,Spiral,Other,Other,Other,Spiral
27940.0,Spiral,Other,Other,Other,Spiral
27934.0,Spiral,Other,Other,Other,Spiral
27801.0,Spiral,Other,Other,Other,Spiral
27765.0,Other,Other,Irregular,Other,Irregular
27738.0,Other,Other,Irregular,Other,Irregular
27725.0,Other,Other,Irregular,Other,Irregular
27676.0,Spiral,Other,Other,Other,Spiral
27541.0,Other,Other,Irregular,Other,Irregular
27538.0,Spiral,Other,Other,Other,Spiral
27506.0,Spiral,Other,Other,Other,Spiral
27113.0,Spiral,Other,Other,Other,Spiral
27160.0,Other,Other,Irregular,Other,Irregular
27237.0,Other,Other,Irregular,Other,Irregular
27248.0,Spiral,Other,Other,Other,Spiral
27280.0,Other,Other,Irregular,Other,Irregular
27283.0,Spiral,Other,Other,Other,Spiral
27308.0,Spiral,Other,Other,Other,Spiral
27328.0,Other,Other,Irregular,Other,Irregular
27389.0,Spiral,Other,Other,Other,Spiral
27424.0,Spiral,Other,Other,Other,Spiral
27478.0,Spiral,Other,Other,Other,Spiral
27305.0,Other,Other,Irregular,Other,Irregular
84606.0,Spiral,Other,Other,Other,Spiral
22588.0,Spiral,Other,Other,Other,Spiral
18073.0,Spiral,Other,Other,Other,Spiral
18062.0,Spiral,Other,Other,Other,Spiral
18061.0,Spiral,Other,Other,Other,Spiral
18014.0,Other,Other,Irregular,Other,Irregular
17997.0,Spiral,Other,Other,Other,Spiral
17993.0,Spiral,Other,Other,Other,Spiral
17979.0,Other,Other,Irregular,Other,Irregular
17962.0,Spiral,Other,Other,Other,Spiral
