SGA_ID,Spiral,Spiral_Pred,Elliptical,Elliptical_Pred,Irregular,Irregular_Pred,Lenticular,Lenticular_Pred
236725.0,1,Spiral,0,Other,0,Other,0,Other
236890.0,0,Other,0,Other,0,Other,0,Other
237117.0,1,Spiral,0,Other,0,Other,0,Other
237886.0,0,Other,0,Other,0,Other,0,Other
238061.0,0,Other,0,Other,1,Irregular,0,Other
238288.0,0,Other,0,Other,0,Other,0,Other
238713.0,1,Spiral,0,Other,0,Other,0,Other
238976.0,1,Spiral,0,Other,0,Other,0,Other
239417.0,0,Other,0,Other,0,Other,0,Other
239494.0,1,Spiral,0,Other,0,Other,0,Other
239711.0,1,Spiral,0,Other,0,Other,0,Other
239715.0,1,Spiral,0,Other,0,Other,0,Other
240007.0,0,Other,0,Other,0,Other,0,Other
240074.0,1,Spiral,0,Other,0,Other,0,Other
240085.0,0,Other,0,Other,0,Other,1,Lenticular
240244.0,0,Other,0,Other,0,Other,0,Other
240647.0,1,Spiral,0,Other,0,Other,0,Other
240894.0,1,Spiral,0,Other,0,Other,0,Other
241115.0,0,Other,0,Other,1,Irregular,0,Other
241205.0,1,Spiral,0,Other,0,Other,0,Other
241734.0,1,Spiral,0,Other,0,Other,0,Other
241749.0,1,Spiral,0,Other,0,Other,0,Other
241794.0,1,Spiral,0,Other,0,Other,0,Other
241877.0,1,Spiral,0,Other,0,Other,0,Other
242334.0,1,Spiral,0,Other,0,Other,0,Other
242353.0,0,Other,0,Other,0,Other,0,Other
242383.0,1,Spiral,0,Other,0,Other,0,Other
242424.0,0,Other,0,Other,0,Other,0,Other
242577.0,0,Other,0,Other,0,Other,0,Other
242845.0,0,Other,0,Other,1,Irregular,0,Other
242870.0,0,Other,0,Other,0,Other,0,Other
243015.0,1,Spiral,0,Other,0,Other,0,Other
243102.0,0,Other,0,Other,0,Other,0,Other
243370.0,1,Spiral,0,Other,0,Other,0,Other
243591.0,0,Other,0,Other,0,Other,0,Other
243701.0,1,Spiral,0,Other,0,Other,0,Other
244082.0,1,Spiral,0,Other,0,Other,0,Other
244226.0,0,Other,0,Other,1,Irregular,0,Other
244336.0,1,Spiral,0,Other,0,Other,0,Other
244359.0,0,Other,0,Other,1,Irregular,0,Other
244408.0,1,Spiral,0,Other,0,Other,0,Other
244651.0,0,Other,0,Other,1,Irregular,0,Other
244784.0,1,Spiral,0,Other,0,Other,0,Other
244789.0,0,Other,0,Other,0,Other,0,Other
245100.0,1,Spiral,0,Other,0,Other,0,Other
245488.0,0,Other,0,Other,0,Other,0,Other
245760.0,0,Other,0,Other,0,Other,0,Other
245769.0,1,Spiral,0,Other,0,Other,0,Other
245861.0,1,Spiral,0,Other,0,Other,0,Other
245868.0,0,Other,0,Other,0,Other,0,Other
246089.0,0,Other,0,Other,0,Other,0,Other
246096.0,0,Other,0,Other,0,Other,0,Other
246103.0,0,Other,0,Other,1,Irregular,0,Other
246198.0,1,Spiral,0,Other,0,Other,0,Other
246255.0,1,Spiral,0,Other,0,Other,0,Other
246352.0,1,Spiral,0,Other,0,Other,0,Other
246395.0,1,Spiral,0,Other,0,Other,0,Other
246437.0,0,Other,0,Other,1,Irregular,0,Other
246557.0,0,Other,0,Other,0,Other,0,Other
246604.0,0,Other,0,Other,0,Other,0,Other
246776.0,0,Other,0,Other,1,Irregular,0,Other
247266.0,0,Other,0,Other,0,Other,0,Other
247282.0,0,Other,0,Other,0,Other,0,Other
247436.0,0,Other,0,Other,0,Other,0,Other
247623.0,1,Spiral,0,Other,0,Other,0,Other
247955.0,0,Other,0,Other,0,Other,0,Other
248007.0,0,Other,0,Other,0,Other,0,Other
248099.0,0,Other,0,Other,0,Other,0,Other
248690.0,1,Spiral,0,Other,0,Other,0,Other
248921.0,0,Other,0,Other,1,Irregular,0,Other
249545.0,0,Other,0,Other,1,Irregular,0,Other
249604.0,0,Other,0,Other,0,Other,0,Other
250664.0,0,Other,0,Other,0,Other,0,Other
250831.0,0,Other,0,Other,0,Other,0,Other
250833.0,0,Other,0,Other,0,Other,0,Other
252237.0,1,Spiral,0,Other,0,Other,0,Other
252851.0,1,Spiral,0,Other,0,Other,0,Other
253025.0,1,Spiral,0,Other,0,Other,0,Other
253099.0,0,Other,0,Other,1,Irregular,0,Other
253161.0,1,Spiral,0,Other,0,Other,0,Other
253174.0,0,Other,0,Other,1,Irregular,0,Other
253885.0,1,Spiral,0,Other,0,Other,0,Other
253904.0,0,Other,0,Other,0,Other,0,Other
254185.0,0,Other,0,Other,1,Irregular,0,Other
254443.0,0,Other,0,Other,0,Other,0,Other
254532.0,0,Other,0,Other,1,Irregular,0,Other
254659.0,1,Spiral,0,Other,0,Other,0,Other
254679.0,1,Spiral,0,Other,0,Other,0,Other
254748.0,1,Spiral,0,Other,0,Other,0,Other
255409.0,0,Other,0,Other,1,Irregular,0,Other
255558.0,1,Spiral,0,Other,0,Other,0,Other
255695.0,1,Spiral,0,Other,0,Other,0,Other
256133.0,1,Spiral,0,Other,0,Other,0,Other
256619.0,1,Spiral,0,Other,0,Other,0,Other
256658.0,1,Spiral,0,Other,0,Other,0,Other
257055.0,1,Spiral,0,Other,0,Other,0,Other
257092.0,1,Spiral,0,Other,0,Other,0,Other
257142.0,1,Spiral,0,Other,0,Other,0,Other
257483.0,0,Other,0,Other,0,Other,0,Other
257711.0,0,Other,0,Other,0,Other,0,Other
257775.0,1,Spiral,0,Other,0,Other,0,Other
257812.0,1,Spiral,0,Other,0,Other,0,Other
257955.0,1,Spiral,0,Other,0,Other,0,Other
258057.0,0,Other,0,Other,1,Irregular,0,Other
258297.0,1,Spiral,0,Other,0,Other,0,Other
258369.0,1,Spiral,0,Other,0,Other,0,Other
258459.0,1,Spiral,0,Other,0,Other,0,Other
258542.0,1,Spiral,0,Other,0,Other,0,Other
258600.0,0,Other,0,Other,0,Other,0,Other
259130.0,1,Spiral,0,Other,0,Other,0,Other
259198.0,0,Other,0,Other,1,Irregular,0,Other
259252.0,0,Other,0,Other,1,Irregular,0,Other
259417.0,0,Other,0,Other,0,Other,0,Other
259573.0,1,Spiral,0,Other,0,Other,0,Other
259590.0,0,Other,0,Other,1,Irregular,0,Other
260268.0,1,Spiral,0,Other,0,Other,0,Other
260326.0,1,Spiral,0,Other,0,Other,0,Other
260467.0,1,Spiral,0,Other,0,Other,0,Other
260526.0,1,Spiral,0,Other,0,Other,0,Other
260702.0,0,Other,0,Other,1,Irregular,0,Other
260733.0,1,Spiral,0,Other,0,Other,0,Other
260831.0,1,Spiral,0,Other,0,Other,0,Other
260953.0,1,Spiral,0,Other,0,Other,0,Other
260992.0,0,Other,0,Other,1,Irregular,0,Other
261113.0,0,Other,0,Other,1,Irregular,0,Other
261486.0,0,Other,0,Other,1,Irregular,0,Other
261576.0,0,Other,0,Other,1,Irregular,0,Other
261824.0,1,Spiral,0,Other,0,Other,0,Other
261864.0,1,Spiral,0,Other,0,Other,0,Other
262345.0,0,Other,0,Other,1,Irregular,0,Other
262623.0,0,Other,0,Other,0,Other,0,Other
263059.0,1,Spiral,0,Other,0,Other,0,Other
263074.0,0,Other,0,Other,0,Other,0,Other
263087.0,0,Other,0,Other,1,Irregular,0,Other
263116.0,1,Spiral,0,Other,0,Other,0,Other
263382.0,1,Spiral,0,Other,0,Other,0,Other
263383.0,1,Spiral,0,Other,0,Other,0,Other
264239.0,0,Other,0,Other,0,Other,0,Other
264770.0,1,Spiral,0,Other,0,Other,0,Other
265188.0,0,Other,0,Other,0,Other,0,Other
265348.0,0,Other,0,Other,1,Irregular,0,Other
266078.0,1,Spiral,0,Other,0,Other,0,Other
266090.0,1,Spiral,0,Other,0,Other,0,Other
266379.0,1,Spiral,0,Other,0,Other,0,Other
266577.0,0,Other,0,Other,0,Other,0,Other
266805.0,1,Spiral,0,Other,0,Other,0,Other
266977.0,1,Spiral,0,Other,0,Other,0,Other
266982.0,1,Spiral,0,Other,0,Other,0,Other
267048.0,1,Spiral,0,Other,0,Other,0,Other
267311.0,0,Other,0,Other,0,Other,0,Other
267696.0,1,Spiral,0,Other,0,Other,0,Other
267957.0,0,Other,0,Other,0,Other,0,Other
267981.0,1,Spiral,0,Other,0,Other,0,Other
268034.0,1,Spiral,0,Other,0,Other,0,Other
268054.0,0,Other,0,Other,0,Other,0,Other
268140.0,1,Spiral,0,Other,0,Other,0,Other
268419.0,1,Spiral,0,Other,0,Other,0,Other
268645.0,1,Spiral,0,Other,0,Other,0,Other
268985.0,1,Spiral,0,Other,0,Other,0,Other
269050.0,0,Other,0,Other,0,Other,0,Other
269399.0,0,Other,1,Elliptical,0,Other,0,Other
270068.0,0,Other,0,Other,0,Other,0,Other
270072.0,1,Spiral,0,Other,0,Other,0,Other
270187.0,1,Spiral,0,Other,0,Other,0,Other
270252.0,0,Other,0,Other,0,Other,0,Other
270521.0,1,Spiral,0,Other,0,Other,0,Other
270647.0,0,Other,0,Other,0,Other,0,Other
270734.0,1,Spiral,0,Other,0,Other,0,Other
270769.0,1,Spiral,0,Other,0,Other,0,Other
270787.0,1,Spiral,0,Other,0,Other,0,Other
270851.0,1,Spiral,0,Other,0,Other,0,Other
270866.0,0,Other,0,Other,0,Other,0,Other
270963.0,0,Other,0,Other,0,Other,0,Other
271024.0,0,Other,0,Other,1,Irregular,0,Other
271345.0,1,Spiral,0,Other,0,Other,0,Other
271351.0,1,Spiral,0,Other,0,Other,0,Other
271405.0,1,Spiral,0,Other,0,Other,0,Other
271408.0,1,Spiral,0,Other,0,Other,0,Other
271523.0,1,Spiral,0,Other,0,Other,0,Other
271592.0,1,Spiral,0,Other,0,Other,0,Other
271755.0,1,Spiral,0,Other,0,Other,0,Other
271934.0,0,Other,0,Other,0,Other,0,Other
271964.0,1,Spiral,0,Other,0,Other,0,Other
271995.0,0,Other,0,Other,0,Other,0,Other
272028.0,0,Other,0,Other,0,Other,0,Other
272118.0,1,Spiral,0,Other,0,Other,0,Other
272293.0,1,Spiral,0,Other,0,Other,0,Other
272312.0,0,Other,0,Other,0,Other,0,Other
272324.0,0,Other,0,Other,1,Irregular,0,Other
272387.0,1,Spiral,0,Other,0,Other,0,Other
272562.0,1,Spiral,0,Other,0,Other,0,Other
272601.0,0,Other,0,Other,1,Irregular,0,Other
272808.0,0,Other,0,Other,1,Irregular,0,Other
272818.0,0,Other,0,Other,0,Other,0,Other
272871.0,0,Other,0,Other,0,Other,0,Other
273336.0,1,Spiral,0,Other,0,Other,0,Other
273416.0,1,Spiral,0,Other,0,Other,0,Other
273417.0,1,Spiral,0,Other,0,Other,0,Other
273595.0,1,Spiral,0,Other,0,Other,0,Other
273622.0,0,Other,0,Other,1,Irregular,0,Other
273640.0,1,Spiral,0,Other,0,Other,0,Other
273821.0,1,Spiral,0,Other,0,Other,0,Other
273969.0,0,Other,0,Other,1,Irregular,0,Other
274029.0,1,Spiral,0,Other,0,Other,0,Other
274129.0,1,Spiral,0,Other,0,Other,0,Other
274134.0,1,Spiral,0,Other,0,Other,0,Other
274393.0,1,Spiral,0,Other,0,Other,0,Other
274445.0,1,Spiral,0,Other,0,Other,0,Other
274633.0,1,Spiral,0,Other,0,Other,0,Other
274654.0,1,Spiral,0,Other,0,Other,0,Other
274696.0,1,Spiral,0,Other,0,Other,0,Other
274789.0,1,Spiral,0,Other,0,Other,0,Other
274797.0,1,Spiral,0,Other,0,Other,0,Other
275169.0,1,Spiral,0,Other,0,Other,0,Other
275228.0,1,Spiral,0,Other,0,Other,0,Other
275391.0,1,Spiral,0,Other,0,Other,0,Other
275435.0,1,Spiral,0,Other,1,Irregular,0,Other
275600.0,1,Spiral,0,Other,0,Other,0,Other
275709.0,0,Other,0,Other,0,Other,0,Other
275714.0,1,Spiral,0,Other,0,Other,0,Other
275742.0,1,Spiral,0,Other,0,Other,0,Other
275824.0,0,Other,0,Other,0,Other,0,Other
275855.0,1,Spiral,0,Other,0,Other,0,Other
276030.0,0,Other,0,Other,0,Other,0,Other
276221.0,0,Other,0,Other,0,Other,0,Other
276388.0,1,Spiral,0,Other,0,Other,0,Other
276638.0,0,Other,0,Other,0,Other,0,Other
276673.0,1,Spiral,0,Other,0,Other,0,Other
276748.0,1,Spiral,0,Other,0,Other,0,Other
276864.0,1,Spiral,0,Other,0,Other,0,Other
276970.0,1,Spiral,0,Other,0,Other,0,Other
277014.0,1,Spiral,0,Other,0,Other,0,Other
277038.0,0,Other,0,Other,1,Irregular,0,Other
277141.0,0,Other,0,Other,0,Other,0,Other
277155.0,0,Other,0,Other,0,Other,0,Other
277165.0,0,Other,0,Other,0,Other,0,Other
277265.0,1,Spiral,0,Other,0,Other,0,Other
277291.0,0,Other,0,Other,0,Other,0,Other
277414.0,1,Spiral,0,Other,0,Other,0,Other
277501.0,1,Spiral,0,Other,0,Other,0,Other
277517.0,1,Spiral,0,Other,0,Other,0,Other
277590.0,1,Spiral,0,Other,0,Other,0,Other
277607.0,0,Other,0,Other,0,Other,0,Other
277679.0,0,Other,0,Other,0,Other,0,Other
277900.0,1,Spiral,0,Other,0,Other,0,Other
277904.0,1,Spiral,0,Other,0,Other,0,Other
278277.0,1,Spiral,0,Other,0,Other,0,Other
278436.0,0,Other,0,Other,0,Other,0,Other
278711.0,0,Other,0,Other,0,Other,0,Other
279117.0,1,Spiral,0,Other,0,Other,0,Other
279180.0,0,Other,0,Other,0,Other,0,Other
279211.0,1,Spiral,0,Other,0,Other,0,Other
279315.0,0,Other,0,Other,0,Other,0,Other
279389.0,1,Spiral,0,Other,0,Other,0,Other
279398.0,1,Spiral,0,Other,0,Other,0,Other
279519.0,1,Spiral,0,Other,0,Other,0,Other
279620.0,0,Other,0,Other,0,Other,0,Other
279648.0,1,Spiral,0,Other,0,Other,0,Other
279763.0,1,Spiral,0,Other,0,Other,0,Other
279776.0,1,Spiral,0,Other,0,Other,0,Other
279883.0,1,Spiral,0,Other,0,Other,0,Other
279904.0,1,Spiral,0,Other,0,Other,0,Other
279923.0,1,Spiral,0,Other,0,Other,0,Other
279995.0,1,Spiral,0,Other,0,Other,0,Other
280012.0,1,Spiral,0,Other,0,Other,0,Other
280049.0,0,Other,0,Other,0,Other,0,Other
280549.0,1,Spiral,0,Other,0,Other,0,Other
280573.0,1,Spiral,0,Other,0,Other,0,Other
280882.0,0,Other,0,Other,0,Other,0,Other
280945.0,0,Other,0,Other,0,Other,0,Other
280972.0,1,Spiral,0,Other,0,Other,0,Other
281021.0,0,Other,0,Other,1,Irregular,0,Other
281090.0,0,Other,0,Other,1,Irregular,0,Other
281130.0,1,Spiral,0,Other,0,Other,0,Other
281299.0,0,Other,0,Other,1,Irregular,0,Other
281446.0,0,Other,0,Other,0,Other,0,Other
281538.0,1,Spiral,0,Other,0,Other,0,Other
281560.0,0,Other,0,Other,0,Other,0,Other
281720.0,1,Spiral,0,Other,0,Other,0,Other
281765.0,1,Spiral,0,Other,0,Other,0,Other
281813.0,1,Spiral,0,Other,0,Other,0,Other
282188.0,0,Other,0,Other,1,Irregular,0,Other
282458.0,0,Other,0,Other,0,Other,0,Other
282469.0,1,Spiral,0,Other,0,Other,0,Other
282618.0,1,Spiral,0,Other,0,Other,0,Other
282694.0,1,Spiral,0,Other,0,Other,0,Other
282726.0,1,Spiral,0,Other,0,Other,0,Other
282914.0,1,Spiral,0,Other,0,Other,0,Other
283121.0,1,Spiral,0,Other,0,Other,0,Other
283134.0,1,Spiral,0,Other,0,Other,0,Other
283464.0,0,Other,0,Other,0,Other,0,Other
283533.0,0,Other,0,Other,0,Other,0,Other
283631.0,1,Spiral,0,Other,0,Other,0,Other
284044.0,0,Other,0,Other,0,Other,1,Lenticular
284048.0,1,Spiral,0,Other,0,Other,0,Other
284489.0,0,Other,0,Other,0,Other,0,Other
284698.0,1,Spiral,0,Other,0,Other,0,Other
284709.0,0,Other,0,Other,0,Other,0,Other
284715.0,1,Spiral,0,Other,0,Other,0,Other
284769.0,0,Other,0,Other,0,Other,0,Other
284816.0,0,Other,0,Other,0,Other,0,Other
284899.0,0,Other,0,Other,0,Other,0,Other
285098.0,1,Spiral,0,Other,0,Other,0,Other
285102.0,0,Other,0,Other,0,Other,0,Other
285222.0,1,Spiral,0,Other,0,Other,0,Other
285290.0,0,Other,0,Other,1,Irregular,0,Other
285404.0,1,Spiral,0,Other,0,Other,0,Other
285471.0,1,Spiral,0,Other,0,Other,0,Other
285484.0,1,Spiral,0,Other,0,Other,0,Other
285670.0,0,Other,0,Other,1,Irregular,0,Other
285936.0,1,Spiral,0,Other,0,Other,0,Other
286130.0,0,Other,0,Other,0,Other,0,Other
286275.0,0,Other,0,Other,0,Other,0,Other
286375.0,1,Spiral,0,Other,0,Other,0,Other
286488.0,1,Spiral,0,Other,0,Other,0,Other
286532.0,0,Other,0,Other,0,Other,0,Other
286649.0,0,Other,0,Other,0,Other,0,Other
286975.0,1,Spiral,0,Other,0,Other,0,Other
287024.0,1,Spiral,0,Other,0,Other,0,Other
287249.0,1,Spiral,0,Other,0,Other,0,Other
287385.0,1,Spiral,0,Other,0,Other,0,Other
287469.0,0,Other,0,Other,0,Other,0,Other
287479.0,1,Spiral,0,Other,0,Other,0,Other
287571.0,1,Spiral,0,Other,0,Other,0,Other
287581.0,1,Spiral,0,Other,0,Other,0,Other
287732.0,1,Spiral,0,Other,0,Other,0,Other
287842.0,0,Other,0,Other,1,Irregular,0,Other
287858.0,0,Other,0,Other,1,Irregular,0,Other
287986.0,1,Spiral,0,Other,0,Other,0,Other
288008.0,0,Other,0,Other,0,Other,0,Other
288131.0,1,Spiral,0,Other,0,Other,0,Other
288153.0,0,Other,0,Other,0,Other,0,Other
288363.0,0,Other,0,Other,1,Irregular,0,Other
288447.0,1,Spiral,0,Other,0,Other,0,Other
288454.0,0,Other,0,Other,0,Other,0,Other
288495.0,0,Other,0,Other,0,Other,0,Other
288505.0,1,Spiral,0,Other,0,Other,0,Other
288690.0,0,Other,0,Other,0,Other,0,Other
288715.0,0,Other,1,Elliptical,0,Other,0,Other
288836.0,1,Spiral,0,Other,0,Other,0,Other
288867.0,0,Other,0,Other,0,Other,0,Other
289360.0,1,Spiral,0,Other,0,Other,0,Other
289515.0,1,Spiral,0,Other,0,Other,0,Other
289743.0,0,Other,0,Other,1,Irregular,0,Other
289893.0,1,Spiral,0,Other,0,Other,0,Other
289977.0,1,Spiral,0,Other,0,Other,0,Other
290038.0,1,Spiral,0,Other,0,Other,0,Other
290134.0,0,Other,0,Other,0,Other,0,Other
290137.0,0,Other,0,Other,0,Other,0,Other
290256.0,0,Other,0,Other,1,Irregular,0,Other
290809.0,0,Other,0,Other,0,Other,0,Other
290939.0,1,Spiral,0,Other,0,Other,0,Other
291046.0,1,Spiral,0,Other,0,Other,0,Other
291099.0,0,Other,0,Other,0,Other,0,Other
291160.0,1,Spiral,0,Other,0,Other,0,Other
291256.0,0,Other,0,Other,0,Other,0,Other
291261.0,1,Spiral,0,Other,0,Other,0,Other
291294.0,1,Spiral,0,Other,0,Other,0,Other
291403.0,1,Spiral,0,Other,0,Other,0,Other
291411.0,0,Other,0,Other,1,Irregular,0,Other
291766.0,0,Other,0,Other,1,Irregular,0,Other
291839.0,0,Other,0,Other,1,Irregular,0,Other
291886.0,1,Spiral,0,Other,0,Other,0,Other
291906.0,0,Other,0,Other,0,Other,0,Other
292048.0,0,Other,0,Other,0,Other,0,Other
292182.0,0,Other,0,Other,1,Irregular,0,Other
292495.0,0,Other,0,Other,0,Other,0,Other
292513.0,1,Spiral,0,Other,0,Other,0,Other
292539.0,0,Other,0,Other,1,Irregular,0,Other
292841.0,1,Spiral,0,Other,0,Other,0,Other
293008.0,0,Other,0,Other,0,Other,0,Other
293015.0,1,Spiral,0,Other,0,Other,0,Other
293269.0,1,Spiral,0,Other,0,Other,0,Other
293460.0,0,Other,0,Other,0,Other,0,Other
293543.0,1,Spiral,0,Other,0,Other,0,Other
293721.0,1,Spiral,0,Other,0,Other,0,Other
293744.0,0,Other,0,Other,0,Other,0,Other
293875.0,0,Other,0,Other,0,Other,0,Other
293906.0,0,Other,0,Other,0,Other,0,Other
294124.0,1,Spiral,0,Other,0,Other,0,Other
294245.0,1,Spiral,0,Other,0,Other,0,Other
294274.0,1,Spiral,0,Other,0,Other,0,Other
294344.0,1,Spiral,0,Other,0,Other,0,Other
294387.0,1,Spiral,0,Other,0,Other,0,Other
294579.0,1,Spiral,0,Other,0,Other,0,Other
294646.0,1,Spiral,0,Other,0,Other,0,Other
294750.0,0,Other,0,Other,0,Other,0,Other
294825.0,0,Other,0,Other,0,Other,0,Other
294831.0,1,Spiral,0,Other,0,Other,0,Other
294895.0,1,Spiral,0,Other,0,Other,0,Other
295109.0,1,Spiral,0,Other,0,Other,0,Other
295190.0,1,Spiral,0,Other,0,Other,0,Other
295336.0,1,Spiral,0,Other,0,Other,0,Other
295414.0,1,Spiral,0,Other,0,Other,0,Other
295550.0,0,Other,0,Other,0,Other,0,Other
295582.0,1,Spiral,0,Other,0,Other,0,Other
295688.0,1,Spiral,0,Other,0,Other,0,Other
295750.0,0,Other,0,Other,0,Other,0,Other
295851.0,0,Other,0,Other,1,Irregular,0,Other
295877.0,1,Spiral,0,Other,0,Other,0,Other
296124.0,0,Other,0,Other,0,Other,0,Other
296224.0,1,Spiral,0,Other,0,Other,0,Other
296547.0,0,Other,0,Other,1,Irregular,0,Other
296710.0,0,Other,0,Other,1,Irregular,0,Other
296779.0,0,Other,0,Other,1,Irregular,0,Other
296793.0,0,Other,0,Other,1,Irregular,0,Other
296852.0,1,Spiral,0,Other,0,Other,0,Other
296926.0,1,Spiral,0,Other,0,Other,0,Other
297032.0,1,Spiral,0,Other,0,Other,0,Other
297168.0,0,Other,0,Other,0,Other,0,Other
297201.0,0,Other,0,Other,1,Irregular,0,Other
297582.0,0,Other,0,Other,1,Irregular,0,Other
297592.0,1,Spiral,0,Other,0,Other,0,Other
297690.0,1,Spiral,0,Other,0,Other,0,Other
297874.0,0,Other,0,Other,0,Other,0,Other
298012.0,0,Other,0,Other,1,Irregular,0,Other
298103.0,0,Other,0,Other,0,Other,0,Other
298110.0,1,Spiral,0,Other,0,Other,0,Other
298125.0,1,Spiral,0,Other,0,Other,0,Other
298203.0,0,Other,0,Other,0,Other,0,Other
298279.0,0,Other,0,Other,0,Other,0,Other
298375.0,1,Spiral,0,Other,0,Other,0,Other
298492.0,0,Other,0,Other,1,Irregular,0,Other
298823.0,0,Other,0,Other,1,Irregular,0,Other
298849.0,1,Spiral,0,Other,0,Other,0,Other
299089.0,1,Spiral,0,Other,0,Other,0,Other
299489.0,1,Spiral,0,Other,0,Other,0,Other
299726.0,1,Spiral,0,Other,0,Other,0,Other
299810.0,1,Spiral,0,Other,0,Other,0,Other
299823.0,1,Spiral,0,Other,0,Other,0,Other
299835.0,0,Other,0,Other,1,Irregular,0,Other
299991.0,0,Other,0,Other,0,Other,0,Other
300024.0,1,Spiral,0,Other,0,Other,0,Other
300039.0,1,Spiral,0,Other,0,Other,0,Other
300101.0,0,Other,0,Other,1,Irregular,0,Other
300538.0,1,Spiral,0,Other,0,Other,0,Other
300557.0,0,Other,0,Other,0,Other,0,Other
300604.0,0,Other,0,Other,1,Irregular,0,Other
300628.0,0,Other,0,Other,1,Irregular,0,Other
300784.0,0,Other,0,Other,1,Irregular,0,Other
300817.0,1,Spiral,0,Other,0,Other,0,Other
300891.0,0,Other,0,Other,0,Other,0,Other
300974.0,0,Other,0,Other,0,Other,0,Other
301350.0,1,Spiral,0,Other,0,Other,0,Other
301375.0,0,Other,0,Other,0,Other,0,Other
301476.0,0,Other,0,Other,0,Other,0,Other
301507.0,0,Other,0,Other,0,Other,0,Other
301518.0,1,Spiral,0,Other,0,Other,0,Other
301582.0,0,Other,0,Other,0,Other,0,Other
301600.0,1,Spiral,0,Other,0,Other,0,Other
301634.0,0,Other,0,Other,0,Other,0,Other
301666.0,1,Spiral,0,Other,0,Other,0,Other
301837.0,1,Spiral,0,Other,0,Other,0,Other
302103.0,0,Other,0,Other,0,Other,0,Other
302115.0,0,Other,0,Other,0,Other,0,Other
302158.0,1,Spiral,0,Other,0,Other,0,Other
302355.0,1,Spiral,0,Other,0,Other,0,Other
302372.0,1,Spiral,0,Other,0,Other,0,Other
302399.0,1,Spiral,0,Other,0,Other,0,Other
302441.0,1,Spiral,0,Other,0,Other,0,Other
302481.0,1,Spiral,0,Other,0,Other,0,Other
302646.0,1,Spiral,0,Other,0,Other,0,Other
302743.0,0,Other,0,Other,0,Other,0,Other
302765.0,1,Spiral,0,Other,0,Other,0,Other
302870.0,0,Other,0,Other,0,Other,0,Other
302976.0,1,Spiral,0,Other,0,Other,0,Other
303018.0,0,Other,0,Other,0,Other,0,Other
303096.0,0,Other,0,Other,1,Irregular,0,Other
303188.0,1,Spiral,0,Other,0,Other,0,Other
303412.0,1,Spiral,0,Other,0,Other,0,Other
303513.0,0,Other,0,Other,0,Other,0,Other
303693.0,0,Other,0,Other,0,Other,0,Other
303790.0,1,Spiral,0,Other,0,Other,0,Other
303912.0,0,Other,0,Other,0,Other,0,Other
304027.0,1,Spiral,0,Other,0,Other,0,Other
304070.0,0,Other,0,Other,1,Irregular,0,Other
304080.0,1,Spiral,0,Other,0,Other,0,Other
304094.0,0,Other,0,Other,1,Irregular,0,Other
304331.0,0,Other,0,Other,0,Other,0,Other
304461.0,0,Other,0,Other,0,Other,0,Other
304578.0,1,Spiral,0,Other,0,Other,0,Other
304584.0,0,Other,0,Other,0,Other,0,Other
304864.0,0,Other,0,Other,1,Irregular,0,Other
305069.0,0,Other,0,Other,0,Other,0,Other
305088.0,0,Other,0,Other,0,Other,0,Other
305136.0,1,Spiral,0,Other,0,Other,0,Other
305161.0,1,Spiral,0,Other,0,Other,0,Other
305319.0,0,Other,0,Other,0,Other,0,Other
305326.0,1,Spiral,0,Other,0,Other,0,Other
305460.0,1,Spiral,0,Other,0,Other,0,Other
305487.0,0,Other,0,Other,0,Other,0,Other
305525.0,1,Spiral,0,Other,0,Other,0,Other
305632.0,0,Other,0,Other,0,Other,0,Other
305804.0,1,Spiral,0,Other,0,Other,0,Other
306007.0,0,Other,0,Other,0,Other,0,Other
306108.0,0,Other,0,Other,1,Irregular,0,Other
306113.0,0,Other,0,Other,0,Other,0,Other
306350.0,1,Spiral,0,Other,0,Other,0,Other
306353.0,0,Other,0,Other,0,Other,0,Other
306359.0,1,Spiral,0,Other,0,Other,0,Other
306395.0,0,Other,0,Other,1,Irregular,0,Other
306443.0,1,Spiral,0,Other,0,Other,0,Other
306462.0,0,Other,0,Other,0,Other,0,Other
306492.0,1,Spiral,0,Other,0,Other,0,Other
306789.0,1,Spiral,0,Other,0,Other,0,Other
306852.0,1,Spiral,0,Other,0,Other,0,Other
306920.0,0,Other,0,Other,0,Other,0,Other
306945.0,0,Other,0,Other,1,Irregular,0,Other
306995.0,0,Other,0,Other,0,Other,0,Other
307189.0,1,Spiral,0,Other,0,Other,0,Other
307212.0,1,Spiral,0,Other,0,Other,0,Other
307262.0,1,Spiral,0,Other,0,Other,0,Other
307356.0,1,Spiral,0,Other,0,Other,0,Other
307454.0,0,Other,0,Other,1,Irregular,0,Other
307653.0,1,Spiral,0,Other,0,Other,0,Other
307666.0,1,Spiral,0,Other,0,Other,0,Other
307669.0,1,Spiral,0,Other,0,Other,0,Other
307828.0,1,Spiral,0,Other,0,Other,0,Other
308014.0,1,Spiral,0,Other,0,Other,0,Other
308023.0,1,Spiral,0,Other,0,Other,0,Other
308091.0,0,Other,0,Other,0,Other,0,Other
308176.0,1,Spiral,0,Other,0,Other,0,Other
308186.0,1,Spiral,0,Other,0,Other,0,Other
308192.0,0,Other,0,Other,0,Other,0,Other
308340.0,0,Other,0,Other,0,Other,0,Other
308345.0,1,Spiral,0,Other,0,Other,0,Other
308349.0,0,Other,0,Other,0,Other,0,Other
