# RA DEC
141.89583 11.81889
141.90416 12.28222
141.91791 29.5525
141.91333 11.61861
141.91959 34.54389
141.94667 23.93
141.96834 25.95528
141.96666 32.65111
141.96666 3.45611
141.97415 27.995
141.97166 10.69028
142.00415 26.32472
142.00874 31.98389
142.01123 29.99611
142.01082 26.51694
142.01707 28.03111
142.01541 9.74139
142.02625 18.19917
142.02499 2.57611
142.03207 17.20278
142.04749 10.7925
142.05249 3.40944
142.05125 7.53972
142.05916 26.33111
142.0625 27.96139
142.06999 12.49917
142.07832 11.075
142.07874 4.76833
142.08249 16.69583
142.10249 3.93694
142.12958 34.385
142.13 7.56472
142.14708 24.17944
142.16165 16.12056
142.17583 35.17889
142.17917 16.0725
142.19165 36.01389
142.20082 32.81611
142.21875 27.53889
142.21834 3.315
142.22583 24.06167
142.23917 30.07972
142.24416 25.06111
142.24541 28.75611
142.27 34.34417
142.28543 30.14667
142.29459 31.60417
142.29709 10.51472
142.30209 26.44528
142.30917 26.79778
142.30624 8.63528
142.31334 21.59111
142.31625 23.37444
142.3125 2.27361
142.32251 7.15778
142.34834 35.88028
142.36043 1.88139
142.36833 31.04944
142.37001 31.95861
142.37291 7.72111
142.375 11.63778
142.38167 25.54806
142.38293 23.89528
142.38208 13.19028
142.40042 24.58583
142.39751 14.79945
142.40791 35.35305
142.41959 22.95945
142.42792 30.35139
142.4675 20.06667
142.46458 11.92556
142.4725 30.23472
142.47459 31.14194
142.47459 3.64556
142.48666 35.50361
142.49501 21.38972
142.49667 12.48917
142.5079 28.81833
142.50583 11.80222
142.51292 29.99111
142.52333 2.38667
142.53459 20.09417
142.53542 34.65361
142.53625 24.86111
142.54083 18.69667
142.53833 7.90639
142.55542 19.99195
142.56084 8.27222
142.56917 29.54139
142.56375 4.14
142.5704 26.63778
142.57458 22.76667
142.57999 30.44667
142.58583 25.26278
142.58125 2.12861
142.59418 19.47667
142.60417 20.4575
142.60791 26.83806
142.61751 27.77
142.625 16.36611
142.65251 28.50861
142.66167 24.04361
142.66376 30.40972
142.71375 13.7875
142.7175 27.53444
142.72 30.46528
142.72626 25.75694
142.74959 25.35667
142.76041 26.82389
142.75749 6.56694
142.78333 5.95222
142.79625 28.38889
142.8075 30.01917
142.81084 25.26139
142.82124 35.68472
142.8204 16.28806
142.83167 33.43444
142.83875 4.34917
142.86041 6.11389
142.87791 0.68722
142.88541 25.54667
142.88667 26.20472
142.89291 32.37861
142.90541 27.30194
142.90042 6.94972
142.91208 29.42194
142.93832 10.03444
142.94374 34.14639
142.94292 3.72806
142.95958 7.41194
142.97583 1.71139
142.98958 33.19028
142.99083 32.57417
143.00125 32.74861
143.00876 32.22945
143.00792 12.26694
143.01668 21.37389
143.02876 28.31306
143.02542 8.44806
143.03168 9.7825
143.04126 15.99472
143.04416 21.50805
143.05751 32.71584
143.07292 35.94556
143.07542 0.30389
143.08751 31.055
143.08542 10.09778
143.08667 7.30222
143.08751 10.8125
143.09917 27.00417
143.09875 2.54917
143.11043 35.69639
143.11043 10.10611
143.12001 11.72972
143.13208 36.04694
143.13335 35.13556
143.16959 16.17583
143.16751 8.58278
143.20584 26.625
143.21001 33.64083
143.22168 12.28278
143.25084 32.02472
143.24834 27.50111
143.24959 16.06806
143.26208 15.82556
143.27042 29.92861
143.28625 23.305
143.31792 23.13472
143.31999 5.5675
143.33 30.99944
143.33583 20.92861
143.33209 16.39472
143.33292 9.36278
143.34459 5.4525
143.35625 28.71611
143.35916 15.68528
143.35875 9.52889
143.36958 23.79806
143.36375 11.72944
143.3875 14.58083
143.39166 21.96639
143.39917 24.14333
143.40833 8.11694
143.42125 31.655
143.43625 33.59972
143.44292 24.11833
143.44041 10.83833
143.44667 10.15306
143.46001 19.72445
143.47292 9.20611
143.47835 10.92861
143.50333 27.36722
143.50041 10.03306
143.50125 2.47056
143.50708 11.01444
143.50833 9.84139
143.50876 9.47917
143.515 9.10278
143.515 0.39111
143.53082 26.03667
143.52625 10.93306
143.54208 27.28667
143.54834 0.23861
143.54793 6.38833
143.55208 13.91889
143.61417 32.45806
143.61751 24.23806
143.61292 9.90972
143.62042 16.56194
143.62541 12.38222
143.63959 0.09028
143.64166 12.99917
143.65001 31.96278
143.65001 29.13556
143.64542 0.055
143.66 13.76389
143.66 5.84306
143.66583 0.69917
143.67375 24.24917
143.67584 27.36056
143.68709 6.42556
143.69542 32.14306
143.69667 10.28944
143.70749 19.07972
143.71791 34.92861
143.71333 10.88639
143.71959 17.045
143.72833 11.67056
143.74042 21.70806
143.74707 25.82917
143.74707 20.67694
143.74707 25.92167
143.74875 30.26139
143.75874 18.91111
143.76749 23.93056
143.76666 18.49528
143.77542 25.10639
143.77542 21.63639
143.78333 5.11667
143.78917 9.92445
143.79791 32.35222
143.79582 2.57083
143.80374 13.12333
143.81207 33.98167
143.81 17.12167
143.81416 24.56917
143.81125 10.21444
143.81833 29.55861
143.83208 35.65028
143.83333 30.41306
143.83792 35.91528
143.83249 2.99083
143.83957 13.54722
143.85083 23.6
143.85623 29.81417
143.86833 31.72083
143.86667 21.58639
143.87625 3.67222
143.88458 33.40556
143.88582 27.04389
143.89874 34.90973
143.90375 2.93944
143.965 22.93167
143.96291 9.55611
143.97292 29.30222
143.96957 4.015
143.98 24.88917
143.98209 33.77972
143.985 21.29972
143.98416 14.76194
143.9975 20.21861
144.01083 19.99444
144.01251 24.28611
144.01334 10.90222
144.01543 16.76472
144.02042 24.95222
144.02417 3.00944
144.03584 29.11889
144.03375 6.25639
144.04167 11.68611
144.04834 7.99472
144.05751 1.4825
144.05917 6.70722
144.08125 23.7475
144.07959 17.19056
144.09584 35.62167
144.10959 31.83945
144.10542 11.33556
144.1125 1.17806
144.11292 9.6
144.12001 23.10695
144.125 23.31556
144.12418 27.20806
144.13 15.54833
144.15167 23.41972
144.15126 1.11694
144.16293 32.85056
144.16125 1.25028
144.16875 0.40528
144.19751 24.02139
144.19751 26.47917
144.19417 9.04583
144.21877 3.1325
144.22084 11.71222
144.22835 32.87972
144.23126 35.63556
144.24126 31.00222
144.24501 31.325
144.24583 4.53444
144.25082 9.11028
144.25168 9.965
144.26251 35.71056
144.25999 9.54583
144.27292 13.88778
144.28 27.15028
144.28127 33.5875
144.28584 19.82944
144.28958 9.46361
144.29416 27.05667
144.29666 21.6725
144.31332 23.58861
144.31999 23.93889
144.32085 6.50361
144.33084 33.82361
144.33667 19.77056
144.33542 21.08222
144.33792 25.89917
144.35085 13.80861
144.35001 4.09833
144.35249 8.695
144.36002 24.69222
144.37291 35.18583
144.3775 21.76083
144.38167 23.16805
144.38042 32.84583
144.38499 19.58611
144.38458 35.59444
144.3925 19.7175
144.39043 14.21694
144.40334 17.28278
144.40918 22.03028
144.41042 20.84139
144.41083 35.23611
144.41541 12.63778
144.41499 2.78028
144.42207 21.37889
144.43417 21.29222
144.43042 2.74639
144.43584 26.08917
144.44209 22.59444
144.44708 21.07472
144.44376 2.75722
144.44876 28.13806
144.45168 27.35639
144.45334 27.56778
144.46042 12.97806
144.46584 20.78056
144.4725 35.78667
144.47667 23.14722
144.485 23.14639
144.48083 17.01944
144.48375 8.17917
144.48584 3.46083
144.49208 25.27194
144.49416 25.48833
144.49709 35.20056
144.5025 31.63583
144.49583 6.92306
144.50375 29.94917
144.50958 27.65639
144.52625 28.0625
144.52583 7.73806
144.53041 9.52639
144.54916 2.93917
144.56332 26.67889
144.57666 4.09833
144.58376 9.44778
144.59209 30.15889
144.58542 6.34444
144.59209 4.01778
144.60458 32.32722
144.60333 12.54417
144.61208 20.15805
144.61417 5.20639
144.62541 24.32889
144.62709 22.16361
144.63626 23.89611
144.63626 2.57139
144.64249 20.65528
144.64499 20.74583
144.64125 9.52278
144.65207 2.64917
144.66042 18.87056
144.66583 14.805
144.67584 23.88611
144.67125 8.12306
144.67667 34.71917
144.68666 26.46028
144.69458 34.91695
144.69417 2.94389
144.70041 11.47389
144.70375 7.77556
144.70917 5.955
144.71916 34.29833
144.72 14.69472
144.72708 9.75694
144.73459 35.68056
144.73541 26.4725
144.74292 29.38583
144.73875 4.63389
144.74208 0.69833
144.74916 33.50945
144.74792 6.95639
144.75415 17.03305
144.755 4.71806
144.76958 26.46222
144.77916 33.90139
144.78458 34.01083
144.79167 35.81055
144.79916 21.71639
144.80249 19.61917
144.81458 25.90306
144.8175 20.48944
144.81958 9.36639
144.82916 32.31278
144.83499 26.145
144.83957 23.57139
144.83957 6.09167
144.84416 10.98111
144.84375 4.9525
144.84457 6.40417
144.8475 6.04389
144.85458 32.36916
144.86166 19.13944
144.86249 26.65111
144.8679 33.84944
144.87334 6.23139
144.89041 20.76361
144.88625 11.51167
144.88873 6.42306
144.91 2.32
144.92958 2.27472
144.93748 20.91917
144.93832 28.21445
144.94124 16.09639
144.94666 21.00111
144.95749 7.06472
144.96249 9.49639
144.96666 15.99139
144.96834 16.11806
144.96748 16.91528
144.9725 16.09139
144.97374 11.04528
144.985 24.95695
144.98541 9.46611
144.98582 9.58417
144.9904 9.16667
145.02 35.03806
145.04001 27.54444
145.05418 29.59083
145.05917 31.67528
145.05251 9.92583
145.06168 23.14889
145.05876 0.72
145.06958 20.10972
145.07208 35.01361
145.07709 34.88277
145.07959 16.11167
145.08376 26.74833
145.08624 34.82055
145.08833 33.82666
145.09084 19.20278
145.08833 12.56694
145.09709 4.72722
145.10793 10.24833
145.10875 0.045
145.11874 7.48333
145.13167 31.88583
145.13 13.54528
145.13792 28.96722
145.13916 25.49778
145.14542 20.58222
145.15251 3.57583
145.16667 19.58333
145.17084 13.81194
145.17584 18.18944
145.17584 12.0975
145.17667 13.33222
145.17584 3.96278
145.17917 11.89278
145.20168 26.92028
145.20251 32.46305
145.20001 17.93944
145.20876 11.55056
145.22041 30.94611
145.22876 31.74611
145.21959 3.65167
145.22459 15.0625
145.22501 5.05028
145.22794 5.16778
145.24083 25.47806
145.24417 25.47167
145.25125 19.90444
145.25168 21.13056
145.24918 11.67361
145.25333 6.92417
145.25708 0.315
145.26042 10.94528
145.26791 8.92889
145.27209 2.52333
145.28082 20.69555
145.28291 25.60695
145.28291 7.26333
145.28333 10.315
145.28958 25.30917
145.29625 19.6475
145.30209 29.25222
145.30042 2.44722
145.31084 28.65583
145.31084 2.81778
145.3204 35.88472
145.32291 15.26222
145.33084 21.28583
145.3371 31.82778
145.33292 28.11056
145.3775 10.65111
145.38458 35.62917
145.38292 11.41444
145.39708 32.44528
145.40459 19.06972
145.40166 13.37611
145.40208 12.20222
145.41917 28.61222
145.42543 20.43083
145.42458 17.75861
145.43251 14.18583
145.43375 14.95972
145.44167 18.225
145.4425 11.88611
145.44833 25.78583
145.45708 33.50583
145.46791 13.49278
145.46959 14.90417
145.47542 11.63333
145.47833 16.86
145.48625 26.19167
145.48625 15.30083
145.48999 35.37861
145.48749 14.96139
145.49042 1.32889
145.51834 26.03917
145.51334 0.33806
145.5275 23.68583
145.56 21.09333
145.55458 4.68139
145.57834 30.95695
145.57541 9.8525
145.57625 12.22056
145.57666 4.2775
145.58916 32.05361
145.59166 5.99528
145.59583 14.62778
145.60208 23.6325
145.60417 18.87667
145.60667 2.44083
145.61166 3.34889
145.61125 4.28444
145.63417 33.85167
145.63541 21.24472
145.63083 7.0925
145.64249 6.28139
145.64542 1.50444
145.65207 1.30722
145.67584 28.86972
145.70332 26.08083
145.7175 19.66861
145.71083 9.63528
145.71249 4.88972
145.72166 6.6425
145.72292 12.38056
145.72917 28.98389
145.7325 31.85056
145.73291 9.48778
145.73332 0.245
145.73666 14.16528
145.75208 31.78555
145.75333 33.26305
145.75 7.28056
145.75041 6.5325
145.75624 5.03
145.75999 9.25139
145.77415 33.35167
145.78125 29.03083
145.78542 21.18555
145.78041 7.17083
145.78874 29.97722
145.78583 3.93472
145.79416 30.64111
145.78999 0.32
145.795 17.6825
145.80458 26.35361
145.80125 0.40944
145.82791 15.64944
145.82541 0.36167
145.83749 34.76889
145.83417 10.07917
145.85083 19.01583
145.84915 21.90694
145.85333 31.96722
145.85957 24.42167
145.87833 34.03667
145.88873 33.45333
145.89417 4.60389
145.90166 7.45028
145.92123 26.33611
145.93666 0.52639
145.94542 14.68083
145.95374 28.71917
145.9579 34.99194
145.96167 9.65833
145.96916 16.40083
145.98 28.15389
145.98041 14.805
145.98666 29.11333
145.99791 31.30472
145.99208 2.85333
146.00835 14.85389
146.01334 9.38111
146.02 29.61306
146.01791 11.0625
146.03168 34.69833
146.04042 3.4
146.04584 5.93139
146.0475 2.415
146.05292 3.55389
146.05292 11.14222
146.06958 34.05056
146.07251 26.66417
146.08542 10.06278
146.09167 9.98944
146.10417 35.31583
146.09917 11.23306
146.10458 34.7025
146.10208 12.32472
146.1225 19.11695
146.12209 21.00528
146.125 11.27611
146.13792 28.53889
146.14209 24.5025
146.14833 27.15639
146.14709 15.04472
146.14334 4.00028
146.15627 26.19028
146.15791 30.94361
146.155 10.01639
146.18459 9.61389
146.19167 13.54917
146.19876 25.33472
146.19667 14.89667
146.21584 21.54222
146.21667 12.63306
146.22459 24.75833
146.21959 4.58389
146.23167 21.14111
146.22835 2.46917
146.23584 29.26889
146.23666 31.09945
146.2375 14.95944
146.23793 16.71389
146.24251 8.36306
146.24875 17.80111
146.25626 7.73972
146.26543 35.31556
146.2675 35.31333
146.27 32.23695
146.28041 25.78639
146.27583 2.65556
146.2825 27.26917
146.29375 35.78528
146.28749 6.91194
146.29584 9.92556
146.30792 34.70806
146.30624 13.97222
146.31041 9.1125
146.31375 -0.00917
146.32584 20.88694
146.32834 16.71556
146.33084 6.99889
146.33624 14.57778
146.34459 36.15694
146.34541 23.07278
146.34042 9.76639
146.3475 25.31917
146.34917 28.76917
146.34917 29.38167
146.3475 15.79222
146.35208 34.62305
146.355 5.21111
146.37459 6.38139
146.38708 15.26306
146.39417 30.88583
146.38959 4.41722
146.39917 21.46472
146.39542 7.91972
146.40625 12.58472
146.41251 33.24445
146.41458 17.00306
146.42416 23.6725
146.41708 7.00639
146.42584 18.56278
146.42458 4.93972
146.43709 36.00611
146.43625 16.13833
146.43875 33.86833
146.44041 28.53944
146.45541 30.53555
146.45625 28.47
146.45541 3.66917
146.45749 8.91028
146.45917 10.37444
146.46666 34.68806
146.46501 2.9825
146.46916 5.03639
146.47708 0.63639
146.48375 5.27139
146.49542 3.13306
146.50374 15.11639
146.51082 0.16528
146.51749 1.66972
146.52792 33.68528
146.5325 19.44778
146.53333 0.78694
146.53792 6.77306
146.54416 32.8875
146.54666 34.76556
146.5425 8.93833
146.54375 8.71556
146.55957 10.17083
146.56624 7.92806
146.57541 5.70639
146.57834 13.75
146.58208 3.06139
146.58708 34.79445
146.59332 9.16639
146.59833 17.74417
146.62042 30.66361
146.61792 0.68583
146.62666 25.54167
146.62833 13.42861
146.63083 15.89305
146.63625 24.59195
146.63582 11.43944
146.65416 30.65667
146.65457 21.46222
146.65541 24.13445
146.65666 19.66055
146.65584 25.05583
146.65207 15.13194
146.66624 15.27972
146.67416 14.19694
146.6779 7.13833
146.68457 6.01639
146.69124 2.78917
146.69208 13.53722
146.6925 10.9075
146.70457 17.04028
146.7104 28.08667
146.70999 16.04194
146.70834 9.02278
146.72333 31.77972
146.72583 23.02278
146.72542 0.51167
146.73209 8.1
146.7404 24.70667
146.74707 25.02528
146.75293 30.66222
146.74792 2.56694
146.75792 21.7325
146.75502 2.07722
146.77835 19.18694
146.78043 18.90194
146.77542 0.97
146.78416 34.75139
146.78084 12.54945
146.78667 3.36083
146.79501 18.30194
146.78958 4.28167
146.7921 2.24278
146.79042 6.14972
146.79333 11.69389
146.79584 1.69722
146.80168 16.41417
146.80042 0.70333
146.80251 14.295
146.81793 10.08944
146.82918 12.15333
146.83377 12.39389
146.84126 25.74417
146.83835 14.70639
146.845 34.785
146.84418 8.55833
146.85376 20.24195
146.86668 10.50278
146.8775 30.39778
146.88458 24.24667
146.88043 3.98528
146.88542 10.75611
146.90001 23.90833
146.89668 6.81639
146.90959 27.465
146.91417 20.26917
146.91417 35.05889
146.91 10.95806
146.91167 3.285
146.91293 4.82306
146.92584 34.94917
146.92166 3.33306
146.92375 1.59222
146.92876 33.12472
146.92584 10.58667
146.93459 21.66805
146.93292 8.98333
146.93376 9.16667
146.93791 2.63583
146.94125 9.13611
146.94458 10.86861
146.95293 23.72194
146.95543 15.84861
146.96877 8.82917
146.97708 27.37306
146.98459 14.40528
146.98834 32.99361
146.99168 20.36722
146.99251 11.895
146.99292 13.825
146.99583 2.22861
147.00917 21.62444
147.01251 26.66722
147.01666 32.88334
147.01251 2.02667
147.01834 20.29722
147.01459 5.72833
147.02501 7.13639
147.03082 16.24917
147.04208 2.53444
147.06209 28.20278
147.06708 9.18611
147.06958 3.90556
147.08751 30.75805
147.09125 25.33222
147.09418 30.50972
147.09958 23.63361
147.09291 9.255
147.11624 31.28305
147.11833 23.10167
147.12291 30.13139
147.11833 12.17556
147.14334 33.41833
147.14626 4.70222
147.17252 3.3825
147.17166 3.69083
147.17876 34.38722
147.18042 11.77167
147.19417 31.19833
147.20084 1.06139
147.20375 10.98806
147.20625 0.93528
147.22168 27.86778
147.22542 24.87056
147.22792 13.45444
147.23416 17.12944
147.24126 33.04583
147.2446 13.98056
147.24374 2.46528
147.24959 4.30667
147.26041 33.98778
147.26834 16.88806
147.27292 34.83111
147.26917 13.88056
147.26707 4.01889
147.2825 9.09861
147.28459 3.06778
147.28583 2.48278
147.30666 15.80722
147.31332 35.0375
147.31041 10.70944
147.3125 3.77667
147.31792 17.84806
147.32709 6.73972
147.32957 5.56972
147.33833 35.17556
147.35083 21.67333
147.34792 1.14667
147.34917 12.75194
147.36 14.66055
147.36667 4.00417
147.38292 20.20028
147.39207 25.82472
147.38791 14.20528
147.39207 17.25722
147.39125 6.21528
147.39792 34.43806
147.40042 9.49778
147.40584 9.00833
147.41083 14.78083
147.42375 35.18111
147.42416 15.98167
147.42833 32.21556
147.43457 21.335
147.43542 0.62639
147.45 12.69028
147.46292 10.18472
147.4675 10.43111
147.47333 0.625
147.48334 9.09167
147.49208 16.82333
147.50374 28.00556
147.50166 5.51917
147.50624 7.50444
147.51541 18.59945
147.52083 31.73306
147.51917 1.93
147.52292 12.73695
147.53415 12.80917
147.54041 28.01528
147.53874 11.29694
147.545 34.41584
147.54459 16.28611
147.5504 10.55694
147.56207 4.19917
147.56833 27.30305
147.565 13.35889
147.56583 9.73111
147.58084 20.54222
147.59166 36.09083
147.595 31.48583
147.58875 7.90528
147.60249 12.775
147.61082 1.58056
147.62874 10.28944
147.63873 34.10056
147.63541 3.83889
147.64 3.54556
147.64626 25.78944
147.66624 3.44111
147.6675 12.62
147.67375 8.72
147.67917 10.64389
147.68498 30.48667
147.68416 9.94278
147.69958 22.74861
147.70541 30.80556
147.72874 28.55111
147.72501 10.17556
147.73833 33.55139
147.74249 10.80306
147.74834 35.20889
147.74333 4.27333
147.75458 20.06667
147.75417 12.10056
147.76167 30.59722
147.76292 16.89944
147.76584 5.175
147.77667 9.00611
147.79208 33.12806
147.79208 17.06861
147.79666 11.82278
147.79834 4.095
147.80251 15.7275
147.81708 2.64833
147.8175 9.13972
147.82251 7.82083
147.8271 3.2375
147.83376 15.67861
147.84625 15.86083
147.85251 25.09778
147.85335 35.75195
147.85959 1.93639
147.86917 32.93583
147.87459 7.26972
147.87709 17.25444
147.88708 23.80528
147.88208 16.44444
147.89668 0.43278
147.90417 35.70834
147.91542 14.0375
147.91667 0.37278
147.91959 11.29972
147.92543 20.37444
147.93459 22.93917
147.93251 1.45111
147.94041 35.62611
147.94041 27.55611
147.95834 8.37
147.96918 17.85556
147.98001 14.93056
147.98042 11.14778
147.99167 27.54806
148.01334 19.6525
148.01334 35.30583
148.01416 17.84222
148.03667 29.23833
148.03667 8.74056
148.03792 4.25139
148.05209 33.44944
148.05667 17.59583
148.05708 4.66639
148.06999 33.05833
148.07751 11.78667
148.09709 2.18278
148.10583 9.88056
148.11874 0.98694
148.12291 32.4675
148.11874 2.15472
148.125 4.84528
148.13541 26.24139
148.13335 8.19639
148.16499 25.09167
148.16626 2.13306
148.17458 27.86833
148.17375 14.21361
148.18083 29.35833
148.17543 9.33278
148.18083 7.285
148.1821 9.91611
148.19376 30.03722
148.19458 18.93778
148.20041 0.20333
148.2025 17.90222
148.20708 1.06056
148.21042 15.82917
148.21292 17.31444
148.22375 25.36889
148.22542 20.66861
148.23416 12.56833
148.24208 29.30722
148.24751 8.02917
148.24959 9.31944
148.25168 7.78139
148.2525 7.25639
148.26125 19.37222
148.26875 10.89333
148.27666 13.95
148.27708 10.80833
148.27834 16.685
148.28792 19.78639
148.28833 7.86056
148.29875 32.09333
148.31667 25.62528
148.32126 1.96917
148.32957 36.0825
148.34833 24.25611
148.35208 7.85083
148.3575 10.915
148.36 7.86278
148.37083 25.66111
148.37459 29.17833
148.38083 30.11111
148.38333 8.50833
148.39125 30.14222
148.39749 21.18806
148.40709 8.505
148.41374 29.45028
148.41124 9.55167
148.41251 12.13556
148.42584 1.57806
148.435 34.76278
148.43875 34.44972
148.43416 2.37194
148.43875 33.17195
148.44833 31.39028
148.44209 0.5
148.44624 9.19167
148.45625 11.34639
148.45876 0.78667
148.46167 17.11778
148.46542 8.88111
148.47292 18.72222
148.47792 12.51194
148.48332 23.38667
148.49458 18.22972
148.49126 2.00861
148.49916 34.32278
148.4975 2.87472
148.51082 20.78944
148.51291 8.78306
148.53542 27.07306
148.53374 10.61111
148.53415 3.25417
148.54041 28.10417
148.53915 0.97528
148.54749 2.28917
148.54832 6.69861
148.5504 7.13972
148.5529 0.63806
148.55792 34.14528
148.5575 10.25278
148.55957 2.47722
148.56624 18.29278
148.57417 23.28667
148.57332 33.38611
148.57166 7.20639
148.60374 11.76944
148.61125 18.21194
148.61957 1.93444
148.63208 32.05917
148.63042 9.85472
148.63249 0.67944
148.63959 20.78944
148.64499 4.38083
148.65083 6.51889
148.66333 9.58333
148.67332 29.72389
148.68416 2.82833
148.68542 1.62694
148.68416 4.97306
148.69124 13.37583
148.69499 7.00778
148.70708 23.78056
148.70833 9.27167
148.71208 10.73278
148.71748 14.48528
148.72166 16.45417
148.73624 11.47139
148.75708 20.07917
148.77 7.49722
148.78459 36.14278
148.77917 13.52222
148.78 11.045
148.78793 6.54944
148.79834 31.48861
148.79666 14.29889
148.80708 1.75722
148.81958 25.57111
148.82042 24.92139
148.82834 30.08056
148.82458 4.27056
148.85085 35.86111
148.8475 2.56778
148.84709 6.33
148.85458 33.26083
148.85376 17.05639
148.87917 26.44139
148.87668 8.38667
148.89125 16.43528
148.89626 3.42889
148.90668 24.78833
148.90251 6.805
148.90875 4.48
148.91376 16.96306
148.94667 3.39889
148.94958 16.41556
148.95375 32.42778
148.96333 16.69917
148.97125 35.96556
149.00917 10.51444
149.01457 16.2375
149.01707 16.01222
149.01625 16.52
149.01707 0.76167
149.02625 19.85028
149.03459 3.13778
149.04126 26.98222
149.05209 35.88639
149.04958 15.70417
149.05251 0.32694
149.05708 15.60556
149.05959 26.70028
149.05583 4.77639
149.06625 0.755
149.07208 20.49417
149.07167 3.77417
149.07709 16.8325
149.08208 27.2325
149.105 0.145
149.11292 35.52861
149.11334 10.90611
149.12001 21.38333
149.13249 24.855
149.13333 24.86528
149.13376 27.2825
149.145 10.91444
149.14917 27.26194
149.14667 14.58861
149.15334 20.64917
149.15042 9.08111
149.15459 1.43417
149.16959 29.61306
149.1675 17.57084
149.1725 29.01056
149.17792 15.63417
149.19041 16.80861
149.19542 28.82556
149.21208 3.74389
149.22583 1.53556
149.23167 5.19972
149.23459 3.37611
149.26541 19.78305
149.26083 13.30806
149.26584 20.47194
149.26375 15.5775
149.27875 5.12306
149.29208 9.87667
149.30167 23.12611
149.31667 4.52333
149.34291 36.08333
149.34084 1.91694
149.33916 7.19806
149.34416 5.65833
149.35458 25.7125
149.35001 1.86
149.35249 7.68972
149.36208 7.21889
149.3725 21.91139
149.37666 23.61333
149.37541 34.11528
149.37582 27.76222
149.38582 33.61639
149.39 36.02639
149.39 25.94
149.39084 25.52667
149.39874 36.06861
149.41 0.00472
149.43292 36.06305
149.43208 32.83167
149.42792 5.875
149.43083 10.12278
149.43832 25.94333
149.43625 15.89083
149.44 0.67944
149.44083 10.0225
149.44708 15.12694
149.44749 9.43944
149.46124 10.97111
149.47708 33.92083
149.48125 33.175
149.48459 20.72194
149.48375 1.75528
149.48332 9.85861
149.49126 11.39972
149.49458 15.46833
149.50041 32.23861
149.51457 4.36222
149.51749 8.85389
149.52208 18.08028
149.53 13.77861
149.54166 34.00222
149.53999 0.185
149.54707 0.245
149.5575 14.01139
149.56708 21.08722
149.56583 9.18944
149.5675 10.65806
149.5704 15.94472
149.58083 12.61083
149.58749 24.07944
149.59958 32.36528
149.61624 32.81667
149.6179 18.39667
149.61624 12.99972
149.62334 26.24361
149.62291 1.69778
149.62541 0.03944
149.62666 10.18861
149.63374 13.52444
149.63625 11.23944
149.6479 24.75083
149.65291 13.25694
149.66458 26.83
149.65958 4.68139
149.66458 1.06139
149.67708 35.65556
149.67041 5.26667
149.68082 20.13722
149.69041 31.48389
149.68707 13.34056
149.69456 11.39083
149.69791 2.35111
149.70541 35.09778
149.71291 32.06833
149.70708 0.83944
149.715 19.21417
149.71875 15.37944
149.72249 18.62417
149.72874 14.41778
149.73541 31.62083
149.74666 21.83972
149.755 25.09639
149.75 13.05139
149.75168 17.81778
149.75751 33.49167
149.77124 10.35806
149.77792 13.04528
149.79251 36.03917
149.78625 17.81306
149.78543 5.93639
149.79543 32.5125
149.81 31.70889
149.80125 16.47944
149.8125 17.74611
149.81459 3.31639
149.82208 17.48
149.82709 35.31805
149.83209 30.17944
149.84792 15.91139
149.85292 30.74333
149.85916 31.84278
149.86209 16.85806
149.86751 18.19528
149.87001 16.01
149.87709 3.90667
149.89667 6.76
149.90083 11.54639
149.90375 14.87778
149.91125 34.30722
149.91 13.36611
149.91125 0.53472
149.92001 35.39417
149.92001 0.04056
149.92166 9.94389
149.92917 26.16139
149.94458 19.59
149.95834 20.65194
149.96791 22.27583
149.97749 18.59472
149.97459 9.51556
149.98625 13.04472
149.99625 33.41361
149.99875 5.33111
150.00626 15.77083
150.00999 0.64667
150.03168 34.17111
150.03168 13.55556
150.03708 2.71944
150.05042 9.64694
150.07083 7.14806
150.07375 7.75389
150.08958 11.33639
150.09167 4.40056
150.10417 20.96833
150.10625 12.865
150.11375 3.37611
150.12209 21.01
150.1275 35.16639
150.13126 0.85278
150.13167 3.20389
150.13126 4.41028
150.14417 30.53917
150.14792 27.30722
150.14458 12.02056
150.15208 33.93917
150.15416 21.60472
150.15334 1.24472
150.16499 11.94667
150.16667 12.625
150.17584 7.28972
150.18292 15.28806
150.18333 15.59611
150.18875 9.88111
150.19917 1.24278
150.205 35.47972
150.20209 15.50167
150.21042 22.30944
150.20625 13.74333
150.20749 1.33278
150.21375 19.95833
150.21208 17.41111
150.21584 -0.15028
150.22749 25.23
150.23167 12.9725
150.2325 2.39889
150.23541 17.59222
150.23625 0.59611
150.23875 11.17917
150.24292 3.46972
150.24333 3.13722
150.24333 11.75417
150.24916 17.39417
150.265 11.465
150.26917 16.94028
150.26917 17.07195
150.27457 22.29861
150.27415 14.94667
150.27792 10.92972
150.27834 3.32611
150.29625 0.58944
150.29875 0.90833
150.30333 14.41361
150.30458 0.31667
150.33916 31.24667
150.35582 0.82694
150.36208 15.775
150.37541 23.89028
150.38 13.35722
150.38249 11.42083
150.39792 19.97028
150.40083 21.60861
150.40125 3.61556
150.40125 9.90611
150.41333 10.76222
150.41499 11.54861
150.41873 11.85056
150.42082 3.20778
150.42291 17.94917
150.42833 35.05972
150.42876 33.13028
150.42499 9.01528
150.42958 15.0
150.43457 25.62889
150.43042 10.64472
150.43166 4.35
150.43375 7.32
150.44165 30.5775
150.43584 2.67778
