# RA DEC
180.38182702766252 1.2958268307578154
252.86079970098154 33.03430448556036
236.8118258118881 43.995408168631656
221.0765229904383 0.04404351172445308
240.33840052579356 42.491513260727665
212.5593822830825 -0.5786193803863553
215.880442955478 52.92332308171192
246.57584011290885 42.33277306995234
195.5175248072576 29.25343316744243
179.18256045155522 -1.361997431100943
235.8548275296831 42.40923347584494
195.09066192818057 26.90608554275403
191.03609521389586 62.86695554911338
217.65894049526668 35.4016897893184
251.88963379744862 33.47280884334135
253.64739598201572 33.65436894432599
217.90216968371567 3.5362779168603145
236.44407016894962 43.30813320733791
191.05039827127285 62.247499281122565
217.09013416606618 52.94356917374949
212.97421961320063 -0.03420574453593516
252.57686620900563 34.87821830854044
240.15553114419612 55.01570542307004
211.0707527639786 5.725718404448843
210.86152965279655 4.872664850752113
234.93258461560822 44.708457395291354
251.9825742147375 35.91481349955137
247.216100924555 42.766847923298705
183.96936439651222 -1.2039785404730072
195.8801475000072 28.092292037517755
243.62291006597889 53.71259397908453
219.09108657904613 34.9633173924782
241.2785559202596 42.03733331370813
244.2848831342164 43.75013316556025
195.97667146704435 28.31062379047577
149.0342799653704 1.4773975974455036
240.5775247944214 54.38287088043184
179.85161815616948 -0.41097066368523116
252.28678856189399 35.07948941395168
236.353618471716 43.27755407586167
251.53780738614725 34.80675054772532
209.23157563451267 5.151894005440541
196.38247848394786 27.76915528849082
217.7608685470298 2.456862095029842
212.1629995581188 -1.4939751744662673
150.416765004886 3.2019900406194037
217.3172166012667 1.9958706258140282
217.75901563789256 52.98526663148837
191.12550673722993 61.85397784678803
181.98219269708738 -0.544335307232859
241.41910520593854 43.0193316282902
194.40875957569898 27.749037584322952
212.59184413826657 -1.115028618963738
179.0712125747659 0.05569313709623342
269.7579967734602 61.334730736255885
271.8422257551346 61.711948221605795
178.79865837779144 0.4879128464735606
215.93693121400503 53.99023498062971
268.38302913433074 65.28599947153387
194.8556712308188 23.42796081192483
267.1207529963184 66.13244291909811
241.30590022350293 54.02256233227251
220.69565216075827 0.6616727207759527
245.4333000122159 43.738417162568744
218.3779230778084 3.6864257707912746
214.95643428202627 53.87337170512698
267.725984005764 65.146623173282
267.1352407660865 62.43007221735241
218.38167762253804 2.422343467617171
211.95844676995722 -1.6531672277353204
211.73310319666894 -0.374341756065674
217.196386531899 33.38770461453438
215.92380993567178 -0.2647841983725251
189.86853445167645 63.37460570065662
216.04581419781104 -0.6789310391239903
217.1328943414921 -0.6098041427952562
210.06520371288076 6.360207282333285
194.20691376173056 27.093895925073287
194.44232872174598 27.757041719948074
178.44282556265273 0.3296239341130922
251.22706435447992 35.05202595477812
236.08365430603868 44.94349698123848
219.4161860936261 -1.6007358922387407
217.33477204206713 34.75341535186628
217.92657148161263 34.7331420499973
184.15920108331864 0.5450721488060256
214.25254625081672 -1.276823342959409
209.63139100670818 4.266474340844815
213.33059916321335 52.31130896749262
217.62487869599477 1.6461702769268323
216.79108702430176 51.32976643074304
211.54915169747633 -1.227898169749868
182.9899102315664 1.4891024209484183
213.77019305793544 -0.24622098314911992
213.44222119079745 52.221542148635855
242.14729216523756 53.83892367460682
195.84774376778842 27.30687826270548
252.54071506039278 35.93677299339515
217.76647714302948 3.416455517547846
219.16096144035416 0.11742055945329494
252.90527243109307 34.15498816047941
195.79102300149987 28.489598512673187
246.71552643344737 44.51198903940463
179.63436949124525 0.5981880926791602
214.02525270912395 -0.9357605678973021
195.77392314727763 25.474983294358566
191.36956369920242 63.008901874561104
194.06484161184588 25.363583476242773
216.6196855792557 51.95085431081629
267.53167282315263 65.42192907839208
270.2815653830178 67.42628004346275
218.35864415569972 1.7908697103198954
219.4728561254775 -0.3987303673906756
194.91584295024506 27.57659701336176
268.22672764635973 62.620830034835286
195.07424946144204 27.38749545953808
221.20031804656657 -0.5128247117342043
268.8148010938136 65.06712958819746
213.7572994537022 -0.8601007566636208
234.1126015198114 43.518759421536785
215.92404922340344 53.76604658101605
